Gene = Endod1
index = 379
Annotated 5SS: [572]
Annotated 3SS: [23354]
SMsplice 5SS: [ 572 7335]
SMsplice 3SS: [ 7192 23354]
top_k =  1000
Partition function (log Z): -13.037766914881747

Sorted 5' Splice Sites (High to Low Probability):
Position 572: 0.990301989583376
Position 7335: 0.9047949896063562
Position 954: 0.268324268669783
Position 13392: 0.13020963645716235
Position 9139: 0.10612903006768962
Position 1849: 0.0974397829992579
Position 16034: 0.09188263352762105
Position 10331: 0.0769941133255255
Position 10832: 0.055167189711306054
Position 1240: 0.052132979744451156
Position 1472: 0.051145561527486054
Position 13583: 0.05072417594034794
Position 13387: 0.03787421094223015
Position 6592: 0.03314745029723216
Position 7348: 0.029372994007477077
Position 18155: 0.023474659878848725
Position 16626: 0.022887514565665984
Position 16881: 0.013204029142158647
Position 2737: 0.009153332651114652
Position 963: 0.008303643894181633
Position 118: 0.00789698198979265
Position 101: 0.007312068654011206
Position 428: 0.006975482052867653
Position 14290: 0.006552071262854315
Position 8078: 0.0051299718660618365
Position 6: 0.0049909978667177475
Position 874: 0.0014223471255219507
Position 1231: 0.0012702491716079054
Position 279: 0.0012693990803640317
Position 1364: 0.0011136271478349657
Position 1348: 0.00040679016699147433
Position 750: 0.0003457257788577365
Position 9757: 0.00027697859187188656
Position 4309: 0.00024811399673905826
Position 4116: 0.00023526850419334087
Position 7475: 0.00022955600516954468
Position 122: 0.00021301878437269468
Position 4305: 0.0001976571723362179
Position 3383: 0.00019589164877194536
Position 108: 0.00018987382958655339
Position 4044: 0.00016751879555859374
Position 1412: 0.00016059439804283466
Position 4792: 0.00012845953324756122
Position 661: 0.00010307052807318342
Position 2566: 9.898540147980338e-05
Position 168: 8.378313943988212e-05
Position 2448: 8.189623425436867e-05
Position 2040: 7.546327903950298e-05
Position 4135: 7.51340353197199e-05
Position 604: 7.136380001714764e-05
Position 1052: 6.931195959797825e-05
Position 1149: 5.344880564041026e-05
Position 1097: 4.532390797852004e-05
Position 667: 4.096055127018427e-05
Position 923: 3.880604137403822e-05
Position 624: 3.639231633529985e-05
Position 103: 3.402655357996163e-05
Position 971: 2.5095127151667267e-05
