Gene = Mnd1
index = 685
Annotated 5SS: [  125 14088 17618 21769 39360 50852 62232]
Annotated 3SS: [14021 17559 21619 39284 50736 62186 67611]
SMsplice 5SS: [  125 13931 14088 17363 17618 21769 33517 39360 45491 50852 62232]
SMsplice 3SS: [13788 14021 17099 17559 21619 33422 39284 45432 50736 62186 65774]
top_k =  1000
Partition function (log Z): -23.53915660566937

Sorted 5' Splice Sites (High to Low Probability):
Position 21769: 0.9997900525576806
Position 125: 0.9711022875682787
Position 14088: 0.9328729763266322
Position 17618: 0.6313102328530664
Position 11958: 0.6178041739633019
Position 6680: 0.5683849649806045
Position 17363: 0.5246139143511266
Position 23388: 0.4707918857878566
Position 15014: 0.26159255432565914
Position 28981: 0.25926473493617563
Position 24097: 0.22451055291854652
Position 1269: 0.20359267201109552
Position 6785: 0.19622715885889877
Position 13931: 0.16060152926517846
Position 25871: 0.13940032839779057
Position 17642: 0.12935711747332873
Position 567: 0.11606280489028038
Position 5898: 0.11000590456795388
Position 18216: 0.1074877336044862
Position 6101: 0.09596963552729218
Position 3515: 0.09596784746233941
Position 18173: 0.06726063987683016
Position 5013: 0.05772411980240584
Position 22985: 0.057183979868871145
Position 18696: 0.054680460995369454
Position 10358: 0.051757294100026496
Position 26102: 0.04367532940226162
Position 18247: 0.03144378012788445
Position 11166: 0.027600082796933517
Position 2625: 0.026878131710857324
Position 28723: 0.024381584377916973
Position 1151: 0.022987260077161144
Position 30586: 0.02191588743279126
Position 18838: 0.021833064865143633
Position 17317: 0.019027122864354824
Position 17168: 0.01894615495339276
Position 23279: 0.018915765797269363
Position 26269: 0.013836757398986136
Position 29128: 0.013002428815122235
Position 7799: 0.01207139944425642
Position 6766: 0.011437662592131961
Position 5277: 0.008967199168773626
Position 10028: 0.008921273872262839
Position 11508: 0.007139556590845976
Position 18580: 0.006378166622909665
Position 18189: 0.0058661673075788455
Position 5030: 0.005684809703290796
Position 22965: 0.005344493869914535
Position 10384: 0.005029743598457223
Position 23186: 0.00498355367333447
Position 23530: 0.0044377749548490525
Position 23905: 0.004164034396726346
Position 7913: 0.00401027044560888
Position 7901: 0.003820013112903796
Position 2556: 0.0034184104877206458
Position 206: 0.003418386588674074
Position 20067: 0.0028655809501720907
Position 5739: 0.0028437549150451447
Position 23567: 0.002725685112094827
Position 8454: 0.0021463536197627708
Position 24695: 0.0012556995130467857
Position 4759: 0.0010469309430816396
Position 842: 0.0010140452710476293
Position 4801: 0.001010098528575315
Position 3481: 0.0008692071034671646
Position 1285: 0.000847830278035208
Position 4709: 0.0007938457195517444
Position 2219: 0.0007432754814757303
Position 4697: 0.0007144380004162455
Position 3297: 0.0006879575548764903
Position 23083: 0.0005715422366385427
Position 4823: 0.0005591276295387655
Position 307: 0.000534327608677007
Position 24211: 0.0004280642318622758
Position 22474: 0.0003951556379259509
Position 1611: 0.00037988323284143176
Position 391: 0.000372661283814256
Position 201: 0.0002794974437184092
Position 374: 0.0002712990546846642
Position 381: 0.00025484983012463047
Position 376: 0.0002039030249669607
Position 1030: 0.00020266956960424568
Position 22453: 0.0001202218102815647
Position 3228: 0.00011659675119151064
Position 1193: 0.00011210646290780023
Position 475: 9.973964557710744e-05
Position 2051: 9.793042240136751e-05
Position 1678: 9.047129878852034e-05
Position 1615: 8.887235487626982e-05
Position 756: 8.766284962003726e-05
Position 79: 7.803818217617852e-05
Position 60: 7.325027575471123e-05
Position 2657: 7.318189310664265e-05
Position 775: 6.328841046478683e-05
Position 2495: 5.821275156522604e-05
Position 3131: 5.300473699698795e-05
Position 883: 5.133712306088964e-05
Position 181: 4.325322303542681e-05
Position 766: 4.238635688874071e-05
Position 722: 2.823296161940668e-05
Position 468: 2.194063699936692e-05
Position 361: 2.0218933468930437e-05
Position 827: 1.667184146606723e-05
Position 804: 1.3530706729103768e-05
Position 277: 1.3525379344842993e-05
