Gene = Selplg
index = 963
Annotated 5SS: [153]
Annotated 3SS: [10252]
SMsplice 5SS: [153]
SMsplice 3SS: [10252]
top_k =  1000
Partition function (log Z): -7.567496895713449

Sorted 5' Splice Sites (High to Low Probability):
Position 153: 0.9300553629305741
Position 10586: 0.4527535031707242
Position 10384: 0.43072914537410395
Position 4246: 0.39843316493232506
Position 11747: 0.17520748606075362
Position 7685: 0.12177759197653394
Position 7871: 0.07938550135249468
Position 11318: 0.07414344036933081
Position 6245: 0.07114595187549333
Position 4782: 0.06240463521177368
Position 236: 0.043314787142350875
Position 3425: 0.04256872767334904
Position 5704: 0.03994788631011795
Position 472: 0.03982003187356385
Position 4662: 0.03462846638850691
Position 7543: 0.028224203863299525
Position 5100: 0.027454670670653672
Position 11305: 0.026768644987164338
Position 222: 0.023844492751662553
Position 2715: 0.018964417927860334
Position 6312: 0.013764041183090719
Position 3274: 0.012055996806350252
Position 11437: 0.01188439430567812
Position 7560: 0.01035400745198066
Position 5607: 0.010038552754512202
Position 6820: 0.007665738283665988
Position 5742: 0.006803450141481469
Position 10355: 0.0061894915091574385
Position 11739: 0.005876499889748748
Position 7279: 0.005766454851192048
Position 9898: 0.005203175101250948
Position 5676: 0.0043748825237376445
Position 6192: 0.004253705312944135
Position 5844: 0.0041450989100578735
Position 4270: 0.004090057379646154
Position 5657: 0.003997841167673326
Position 10387: 0.0038037669785410677
Position 11227: 0.0033070454255018887
Position 2516: 0.00304050629251746
Position 1847: 0.002796513355541081
Position 5757: 0.002503564307007707
Position 3750: 0.0021569556393526627
Position 11804: 0.002003436804299568
Position 4205: 0.00197999982021654
Position 7067: 0.0018018610621580292
Position 2883: 0.001686749849946115
Position 3345: 0.0016792758658861115
Position 1643: 0.0016791101668719348
Position 3984: 0.001519483249537997
Position 4432: 0.0013854798952353117
Position 1527: 0.0013530025205762413
Position 6118: 0.001337336023268563
Position 4363: 0.0012356072323775383
Position 4653: 0.0012099405762953015
Position 3399: 0.001106110103932485
