Gene = Fxyd5
index = 418
Annotated 5SS: [ 392 1085 2299 3444 4661 6046 7096 7273]
Annotated 3SS: [1023 2223 3386 4552 5964 7065 7197 9462]
SMsplice 5SS: [ 392 2299 3444 4661 7096]
SMsplice 3SS: [2223 3386 4516 7065 7197]
top_k =  1000
Partition function (log Z): 1.5482719138900407

Sorted 5' Splice Sites (High to Low Probability):
Position 2299: 0.9778334620022664
Position 3444: 0.9606506633317303
Position 4661: 0.9437495169344807
Position 392: 0.9199597729545085
Position 7096: 0.8198828883235505
Position 1085: 0.45992452611249063
Position 7273: 0.406061408412756
Position 3770: 0.33916308428251474
Position 6046: 0.10178944599869146
Position 1720: 0.07762921612208964
Position 5450: 0.07588183136885608
Position 1530: 0.07304799047913355
Position 5965: 0.06904764925655871
Position 3245: 0.04755852341060342
Position 9509: 0.03571315277455536
Position 435: 0.03404712510007924
Position 5454: 0.02766956740559148
Position 8280: 0.024128588537320732
Position 2063: 0.021697388577730976
Position 1209: 0.021694495453133116
Position 7333: 0.020205628257805024
Position 3117: 0.018552839794571865
Position 979: 0.013552295358755614
Position 7239: 0.013376657749023182
Position 6104: 0.011977609020075346
Position 2053: 0.01177888528221341
Position 5471: 0.011453174139173374
Position 3170: 0.011189246640980317
Position 353: 0.011008348052270125
Position 8529: 0.010690291227513873
Position 2157: 0.00846540012291621
Position 4484: 0.006913362331101127
Position 4993: 0.006753293281213484
Position 4436: 0.006535829352661933
Position 2874: 0.006397878789462638
Position 3799: 0.005903059703134768
Position 9: 0.005355073862135288
Position 4352: 0.005129590630199195
Position 2143: 0.004986763082262649
Position 6190: 0.00454889211145766
Position 649: 0.003569233788817727
Position 4426: 0.003566407044415737
Position 7991: 0.002978366598204276
Position 7957: 0.002811102982176522
Position 7279: 0.002690692934838504
Position 1284: 0.002631064884138543
Position 7978: 0.0020817896786224995
Position 1252: 0.0019058212425037393
Position 1168: 0.0018265849764288755
Position 1144: 0.0017860125172048673
Position 6873: 0.0017838381306530488
Position 971: 0.0017152186609443718
Position 5816: 0.0016844756935097457
Position 2890: 0.0016059496416336316
Position 4007: 0.0013454457327799192
Position 553: 0.0012850557090337846
Position 2477: 0.0012526699232056572
Position 4060: 0.0011920414547916577
Position 1669: 0.0011687733868666812
Position 2182: 0.0011510475156159155
Position 3135: 0.001065648008408235
Position 3981: 0.0009763666006766444
Position 7450: 0.0009607131789770928
Position 3218: 0.0009420971020233328
Position 2116: 0.000920403475608973
Position 6511: 0.0008954256341218539
Position 6213: 0.0008789017410599741
Position 1541: 0.0007764309097655056
Position 2108: 0.000765650647499016
Position 5168: 0.0007528665768974401
Position 6788: 0.0006895857793598679
Position 3055: 0.0006544395296696372
Position 4034: 0.0006539657735352207
Position 2147: 0.0006276901151931612
Position 6506: 0.0005840402874647459
Position 6100: 0.0005699951062572615
Position 1510: 0.0005581728231658636
Position 929: 0.0005265423266400383
Position 3954: 0.0005258136789366304
Position 1227: 0.0005239635586241522
Position 1534: 0.0004868874950789547
Position 6516: 0.0004860901074053925
Position 7230: 0.0004835060040965844
Position 6050: 0.0004744660255254249
Position 4362: 0.0004572806192400012
Position 754: 0.0004279927538941155
Position 8799: 0.0004166992109034093
Position 2338: 0.00040623785049187245
Position 4113: 0.00035262071173372013
Position 579: 0.00035140265077052076
Position 8286: 0.0003438853181774265
Position 2103: 0.0003414763159073196
Position 3739: 0.00033056702221489115
Position 2042: 0.0003175346919068812
Position 202: 0.00028359271660449644
Position 7636: 0.0002827253917077414
Position 3072: 0.00025814910893989654
Position 2308: 0.0002500459653406367
Position 3105: 0.00024888170064978754
Position 21: 0.00023602439739531022
Position 2588: 0.00023332250249067968
Position 3102: 0.00022507977095321866
Position 1956: 0.00022342960894318828
Position 2366: 0.00022065345732679234
Position 2783: 0.00021635857836933435
Position 1296: 0.00020679815094289784
Position 1600: 0.00017974245773774011
Position 3035: 0.00017825106709037312
Position 2881: 0.0001776429849217489
Position 5314: 0.00016453480185395293
Position 1749: 0.00016331348619078972
Position 302: 0.00016305481912113614
Position 2516: 0.00014267432308688165
Position 1978: 0.0001410905238826772
Position 133: 0.00013348178870329876
Position 6524: 0.00013028942080964176
Position 8483: 0.00012323100717771351
Position 519: 0.00012068168960980844
Position 87: 0.00012007612124166328
Position 3099: 0.00011865545200819878
Position 2452: 0.00011843049125520118
Position 2809: 0.00010900616714677154
Position 7244: 9.719463262948361e-05
Position 487: 9.605415301312783e-05
Position 591: 8.821071145634692e-05
Position 4461: 7.56187308726971e-05
Position 2849: 6.027761958506792e-05
Position 2335: 5.861507783418284e-05
Position 244: 5.224087580144253e-05
Position 2008: 4.570171891842728e-05
Position 1522: 3.691860259033092e-05
Position 594: 3.6310625188590963e-05
Position 767: 3.5614615392523474e-05
Position 1691: 3.519677738455074e-05
Position 286: 3.360199157927668e-05
Position 3282: 3.297784162842837e-05
Position 879: 2.7604712156365863e-05
Position 166: 2.7442059323111906e-05
Position 316: 2.0498978972981608e-05
Position 183: 1.7626963333424445e-05
Position 498: 1.5716875980441958e-05
Position 7536: 1.2370528061022227e-05
Position 396: 1.0789481752394912e-05
Position 28: 1.0733676551288552e-05
Position 369: 9.524400606047018e-06
Position 5164: 7.592766252671608e-06
Position 5432: 7.128834320094305e-06
Position 653: 6.721055003635926e-06
Position 809: 5.8204577146727976e-06
Position 6565: 5.285977771318894e-06
Position 4626: 4.506479030668364e-06
Position 665: 7.904123366732148e-07
Position 1032: 5.77688308667154e-07
Position 1060: 4.07490454242637e-07
Position 1046: 3.4571669430410746e-07
Position 1037: 1.0347724909176458e-07
Position 811: 5.667755930244631e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3386: 0.9082049401213638
Position 7197: 0.8648954386910338
Position 7065: 0.7849509930003856
Position 2223: 0.7783610654804908
Position 9462: 0.41313376527028006
Position 4516: 0.33504086071334205
Position 4549: 0.31500124674698515
Position 4552: 0.2767659713900925
Position 1023: 0.21418384836830928
Position 3657: 0.17505795972001628
Position 1011: 0.11911999011857818
Position 2208: 0.11021546636059164
Position 5865: 0.10558456007882187
Position 3634: 0.09662952484002128
Position 1404: 0.08198951940187181
Position 859: 0.07391728863830453
Position 5225: 0.07220888603076292
Position 5964: 0.07144542373464875
Position 9508: 0.06574731049762773
Position 2259: 0.05878150233884576
Position 2923: 0.045258345928881484
Position 914: 0.04024982039030454
Position 1933: 0.04014926111599406
Position 9600: 0.034684534757682704
Position 8129: 0.03077453596504489
Position 3330: 0.029525849447169312
Position 3116: 0.028309877760782993
Position 6958: 0.025967506388060044
Position 3518: 0.022463163405034632
Position 7035: 0.020247996465970405
Position 1600: 0.017839742454292686
Position 2228: 0.017835205857590932
Position 3593: 0.017494662736332087
Position 3576: 0.017083609438177143
Position 4351: 0.01570788322011152
Position 1585: 0.014815191158512162
Position 1346: 0.013288078821891872
Position 5276: 0.012879515208816424
Position 1919: 0.012173209036286438
Position 7406: 0.011865412623106477
Position 3598: 0.011192904898050386
Position 3392: 0.01071672259273817
Position 1082: 0.009832787888239124
Position 9390: 0.008801446580796913
Position 8443: 0.008655562180411623
Position 3278: 0.007597216220855958
Position 2143: 0.007568443126138571
Position 5349: 0.007486372769064974
Position 5319: 0.007193662884099641
Position 1122: 0.007040907047687959
Position 8868: 0.0067031680129970485
Position 8647: 0.006480946445485611
Position 5976: 0.006114540037643824
Position 4561: 0.005788909405116551
Position 6965: 0.0057604191000330115
Position 5249: 0.005585915671805006
Position 806: 0.005539244715292841
Position 4555: 0.005539141762087921
Position 7465: 0.005519461522949483
Position 7710: 0.00546429199829401
Position 3892: 0.005030861824115678
Position 1529: 0.004872917178182704
Position 5383: 0.004440829420481274
Position 5360: 0.004379897402798542
Position 2750: 0.0038494051234281945
Position 8402: 0.003694563837658639
Position 5902: 0.0036344615966185188
Position 4232: 0.003579406643242046
