Gene = Diablo
index = 334
Annotated 5SS: [ 106  922 4136 6222 6440]
Annotated 3SS: [  794  4003  6110  6342 11468]
SMsplice 5SS: [ 106  922 4136 6222]
SMsplice 3SS: [ 794 4003 6110 6342]
top_k =  1000
Partition function (log Z): -1.9924974274686345

Sorted 5' Splice Sites (High to Low Probability):
Position 106: 0.9288464428200228
Position 922: 0.9034493809766098
Position 4136: 0.8169609603121677
Position 6222: 0.7616329115299078
Position 6440: 0.7298604509248593
Position 11612: 0.5082921671765825
Position 6198: 0.22293283832009583
Position 6884: 0.11942769524183582
Position 4761: 0.10871211191370274
Position 9853: 0.10140053400806437
Position 3195: 0.0795285067166079
Position 470: 0.07023115331508005
Position 7762: 0.06537123237259047
Position 7802: 0.02898798368242403
Position 6048: 0.027971562232496774
Position 11525: 0.02195872851638754
Position 12217: 0.021385402641112185
Position 6397: 0.02094561809683641
Position 3061: 0.018560891024177545
Position 6705: 0.01687780348926708
Position 11374: 0.01661336797191556
Position 2727: 0.015133397768723907
Position 169: 0.014836448087505288
Position 3381: 0.013162577948834825
Position 3328: 0.012722241022955287
Position 218: 0.01000149877420758
Position 2770: 0.009365826642245747
Position 11534: 0.008888305697121615
Position 3022: 0.008464398639016086
Position 1060: 0.00835520446973611
Position 11718: 0.00583451193361876
Position 795: 0.005749170359734309
Position 1988: 0.005013213449818482
Position 10163: 0.004713817098029711
Position 3161: 0.004408551635122736
Position 1326: 0.0043324660571521754
Position 4784: 0.003926167705363287
Position 10430: 0.003770466803374271
Position 5646: 0.0035912444035594536
Position 8105: 0.0034974935709644064
Position 7938: 0.0031469491392844533
Position 29: 0.0029283289009345635
Position 1756: 0.002709280843964317
Position 6234: 0.0026020338302663645
Position 6189: 0.0025066221793857385
Position 44: 0.002406260419070519
Position 77: 0.0023771847602830375
Position 6443: 0.002328421545224945
Position 3418: 0.002092008938054035
Position 955: 0.002006720770827736
Position 1289: 0.0019159748889571264
Position 4804: 0.001863595081693585
Position 12063: 0.0017533771635355072
Position 4061: 0.0016238742713600275
Position 4992: 0.0015323726375099432
Position 3017: 0.0014818680455784218
Position 10555: 0.0010067157815948238
Position 2104: 0.0009673754053783395
Position 117: 0.0009522698328557461
Position 11135: 0.0009368139139160913
Position 3314: 0.0009255105864501141
Position 276: 0.0007736834057935244
Position 6502: 0.0007714317275753183
Position 4734: 0.0006927730908525964
Position 1615: 0.0006696389627712653
Position 1476: 0.0006675020515722556
Position 200: 0.0004871908244811066
Position 5088: 0.0004833799399434763
Position 190: 0.0004826253535448504
Position 5936: 0.00047747210794170603
Position 1261: 0.0004750184187673747
Position 2488: 0.0004639603727690234
Position 5888: 0.0004533636182248783
Position 1118: 0.0004182531815836305
Position 2100: 0.0004174917211631102
Position 655: 0.0004022795839460206
Position 2013: 0.0003882230943162248
Position 2291: 0.00036235190808517136
Position 1684: 0.0003510175023438104
Position 5039: 0.0003472116198716941
Position 3120: 0.00034609412041601654
Position 4126: 0.00031520222981513567
Position 2451: 0.0003137471704395763
Position 6216: 0.00031081664430422163
Position 527: 0.0003052322153200164
Position 248: 0.00027716754612925286
Position 4802: 0.0002714889183863148
Position 595: 0.0002490792504947809
Position 6896: 0.00023165493624370846
Position 12275: 0.0002086665578724057
Position 635: 0.0001601361348529548
Position 6838: 0.00014130707287206994
Position 6476: 0.00013301513710275441
Position 40: 0.0001315555897494718
Position 478: 0.00012773356339722622
Position 702: 0.00012429119296840239
Position 317: 0.00011170451261829201
Position 663: 0.00010357426773419521
Position 72: 9.636432259107848e-05
Position 516: 9.032884915807648e-05
Position 241: 8.619741711779864e-05
Position 6226: 8.31172485461416e-05
Position 100: 7.643306315608428e-05
Position 187: 5.2046852292789054e-05
Position 7643: 5.171231164148302e-05
Position 279: 4.8497472569128164e-05
Position 1817: 4.17957677109737e-05
Position 2485: 4.129425541127962e-05
Position 2414: 3.834282393021472e-05
Position 11139: 3.5708599531529935e-05
Position 6530: 3.565184967935763e-05
Position 2366: 3.2784753083686696e-05
Position 393: 3.0814132709343243e-05
Position 6238: 3.027512469384356e-05
Position 2466: 2.980772198859174e-05
Position 509: 2.9665994948115298e-05
Position 2500: 2.8994447104293842e-05
Position 2471: 2.8372539130393986e-05
Position 1212: 2.8345567570093416e-05
Position 660: 2.5306636748071135e-05
Position 6579: 2.382560324260306e-05
Position 6122: 2.3578018630411884e-05
Position 2819: 2.2452497284093493e-05
Position 33: 2.157135981006337e-05
Position 4140: 2.11356089221279e-05
Position 1689: 1.951632932931792e-05
Position 2123: 1.9382467365686142e-05
Position 1853: 1.8364870584239724e-05
Position 719: 1.7604750470992292e-05
Position 173: 1.6933023722938492e-05
Position 1082: 1.6797075573030085e-05
Position 1281: 1.6687903649899867e-05
Position 89: 1.618438469158031e-05
Position 387: 1.5672714922411143e-05
Position 1709: 1.565394931943767e-05
Position 6741: 1.4407629254050046e-05
Position 4319: 1.3291389682347836e-05
Position 1530: 1.2307727357192652e-05
Position 4574: 1.1554513191596972e-05
