Gene = 1700019A02Rik
index = 12
Annotated 5SS: [   83  2422  5142  5794  9867 17249 17399 24411]
Annotated 3SS: [ 2345  5091  5740  9808 17177 17375 24390 28847]
SMsplice 5SS: [  83 2422]
SMsplice 3SS: [2345 6206]
top_k =  1000
Partition function (log Z): -13.339841221782343

Sorted 5' Splice Sites (High to Low Probability):
Position 83: 0.9857917873613666
Position 2422: 0.9700116855151094
Position 309: 0.5208975410548303
Position 5142: 0.2930992327437783
Position 2635: 0.09870099011583303
Position 2640: 0.09842250554587625
Position 2914: 0.027432881238229703
Position 7034: 0.025096378476533236
Position 5798: 0.020401542867077963
Position 815: 0.013326522973213987
Position 6415: 0.012317749055254368
Position 4733: 0.011406739038903482
Position 6543: 0.0095593899417052
Position 5794: 0.008073520260901336
Position 1182: 0.00745630456055596
Position 1410: 0.0052585023329848124
Position 1437: 0.005158457489526242
Position 6835: 0.004875116719693324
Position 5021: 0.004220771213278381
Position 6349: 0.003795108073357442
Position 6302: 0.003735551643794606
Position 836: 0.0033470186306374787
Position 782: 0.0032842266633525794
Position 9184: 0.00321293201873179
Position 5910: 0.003049223278801045
Position 1362: 0.0025957181487303114
Position 795: 0.0021703664973070106
Position 368: 0.002024011123674584
Position 9911: 0.0018030538127937713
Position 1312: 0.0017781516925939763
Position 1595: 0.0014465287639813936
Position 6506: 0.0014322989584208258
Position 151: 0.001335230380645564
Position 9867: 0.0013330562213558221
Position 322: 0.0013312103412581222
Position 6490: 0.0013295304958850318
Position 1027: 0.0012194194795955191
Position 2436: 0.0010462168781233286
Position 5873: 0.000918539866294539
Position 6074: 0.0008800519821707788
Position 6332: 0.0008404742739720678
Position 264: 0.000821783773476072
Position 4821: 0.0008152683981152196
Position 4900: 0.0007796289304168041
Position 128: 0.0006811504328649223
Position 1989: 0.0006675837607858747
Position 3546: 0.0006621567013413222
Position 6398: 0.0006329081937686428
Position 404: 0.0006210898459729893
Position 3872: 0.0006028908370122088
Position 631: 0.0005790166212095697
Position 376: 0.0005520055840316912
Position 614: 0.0005341112170369976
Position 5826: 0.0005302244180020206
Position 1501: 0.0005082248964629237
Position 2588: 0.0004910492099060951
Position 242: 0.00042203043380793174
Position 278: 0.00040776523840454354
Position 95: 0.00037639971578753355
Position 1765: 0.0003496221042789106
Position 1724: 0.0003402648431731223
Position 2578: 0.00031687366498743736
Position 2226: 0.0003119853053296375
Position 1849: 0.0003055341162017525
Position 1509: 0.0003002072453143886
Position 1497: 0.00024911446016538235
Position 2212: 0.00022953954807614552
Position 634: 0.00021630243733558545
Position 331: 0.00020713550273711724
Position 4261: 0.00020249436152052733
