Gene = Smim20
index = 992
Annotated 5SS: [  221 10062]
Annotated 3SS: [10004 10758]
SMsplice 5SS: [  221  5932 10062]
SMsplice 3SS: [ 5836 10004 10758]
top_k =  1000
Partition function (log Z): -5.252993844050177

Sorted 5' Splice Sites (High to Low Probability):
Position 221: 0.9814970150292347
Position 10062: 0.7451696783427199
Position 5932: 0.6111793817140613
Position 6560: 0.2872179301107727
Position 10375: 0.23220426512945272
Position 3417: 0.19466466052706155
Position 7360: 0.15862785551857062
Position 6204: 0.1543174018420203
Position 5922: 0.1524160842644544
Position 9068: 0.1495698022906883
Position 10266: 0.10787110442532519
Position 450: 0.08912738568491844
Position 6489: 0.073872643406768
Position 3737: 0.06479586518713261
Position 10123: 0.05294117948945477
Position 474: 0.04794506406814029
Position 6026: 0.04657249590396713
Position 1580: 0.04571299624257817
Position 6176: 0.041905532635478894
Position 4412: 0.039867968521449346
Position 2782: 0.03745789120914474
Position 1745: 0.03395405595804466
Position 2009: 0.02753499408058519
Position 6220: 0.026037278795980404
Position 655: 0.024148725425744477
Position 2968: 0.02002074821516672
Position 768: 0.019397683830656525
Position 10291: 0.014269914460523062
Position 10108: 0.012758291706392177
Position 370: 0.010857082162506086
Position 6620: 0.01043122904484031
Position 10702: 0.009191483067833794
Position 10100: 0.009167453383431237
Position 11132: 0.008325133521762897
Position 4236: 0.008099177754701568
Position 507: 0.007832085942472774
Position 3791: 0.007143663492366407
Position 1194: 0.0061931706117349
Position 9253: 0.006002909266958047
Position 5915: 0.00563796536715446
Position 6349: 0.0056209738444170715
Position 6499: 0.005476148758014767
Position 7558: 0.005471833313044305
Position 7375: 0.0053373535304428125
Position 1373: 0.00499194819258815
Position 4078: 0.0035183520832819406
Position 662: 0.003395657382928996
Position 1378: 0.0032830147563602426
Position 6460: 0.003278861969005905
Position 10365: 0.003046454104462823
Position 163: 0.002966197237912415
Position 10130: 0.0028870509145975257
Position 3039: 0.002697274695910238
Position 1586: 0.002580459091039321
Position 8905: 0.002341261138760289
Position 2076: 0.002033826912553634
Position 5058: 0.0019977109545643848
Position 6518: 0.0018793078560851006
Position 2447: 0.0016690992109893476
Position 7511: 0.0016081299519989682
Position 5842: 0.0016014539355691886
Position 8125: 0.0015072254516140331
Position 5587: 0.0013037015982989145
Position 3601: 0.0012876526861853009
Position 973: 0.0011179965317866583
Position 779: 0.0011004254487428122
Position 10339: 0.0010658203512388755
Position 10127: 0.0009562208772875681
Position 2768: 0.0008908626078159442
Position 330: 0.0008846172630908343
Position 10387: 0.0008246448646235135
Position 6378: 0.0008081901365588766
Position 10369: 0.000767993674203985
Position 2611: 0.0007565955163296409
Position 4558: 0.0007537265294275827
Position 1462: 0.0007327087641067319
Position 1819: 0.0006969050114529411
Position 10737: 0.0006296281089230556
Position 408: 0.00048268856578721645
Position 2666: 0.00048189859252813645
Position 4110: 0.00045812774638429954
Position 481: 0.00044444555458743133
Position 2946: 0.0004404537407632289
Position 1843: 0.00039977971565307506
Position 3481: 0.00037407872014504247
Position 2748: 0.0002670309039159975
Position 1256: 0.0002570596159459375
Position 1889: 0.00023593236250021046
Position 534: 0.000232643312410816
Position 225: 0.00023204069380447246
Position 65: 0.000224137651659163
Position 2811: 0.0001660149030779841
Position 729: 0.00015202987484467273
Position 1473: 0.00013663316490489577
Position 615: 0.00013053704370132163
Position 2001: 0.00012214993954741136
Position 1363: 0.00011202796049853443
Position 1543: 3.3970366430944786e-05
Position 465: 1.1577363311419975e-05
Position 344: 6.0636543325995875e-06
Position 836: 5.814035503052079e-06
Position 1200: 5.048016324690926e-06
Position 479: 5.047592767657208e-06
Position 29: 4.946332378955513e-06
Position 55: 4.044168486605206e-06
Position 318: 3.0257619126850394e-06
Position 569: 2.5703317703442944e-06
Position 294: 2.3517219467706357e-06
Position 245: 1.317043215986066e-06
Position 760: 7.947545970951552e-07
Position 562: 6.616853191781505e-07
Position 804: 5.995256136140069e-07
Position 846: 5.103560355366518e-07
Position 360: 4.797552082967388e-07
Position 303: 4.4982875771750693e-07
Position 643: 4.465247183419378e-07
Position 523: 2.592693802567543e-07
Position 585: 2.0303305205920267e-07
Position 1057: 1.936349794845021e-07
Position 939: 7.403222399266275e-08
Position 937: 6.709421564247611e-08
Position 659: 4.9226158248732824e-08
Position 691: 1.1217972999331244e-08
Position 770: 1.0158121498240653e-08
Position 737: 7.435875429198061e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 10004: 0.9339190779822922
Position 5836: 0.8427167025580715
Position 10758: 0.5852111510649904
Position 6377: 0.2638731475013876
