Gene = Crym
index = 296
Annotated 5SS: [  357  1035  2864  4462  6787 11660 12386]
Annotated 3SS: [  883  2800  4359  6602 11537 12300 15412]
SMsplice 5SS: [  357  1035  2864  4462  6787 11660 12386]
SMsplice 3SS: [  883  2800  4359  6602 11537 12300 15412]
top_k =  1000
Partition function (log Z): 2.008059494819739

Sorted 5' Splice Sites (High to Low Probability):
Position 2864: 0.9702531834290905
Position 1035: 0.9416633896589335
Position 4462: 0.9123646940722799
Position 12386: 0.8968042775968862
Position 11660: 0.7742523036624157
Position 357: 0.7577331552911323
Position 6787: 0.7171406838055918
Position 686: 0.41814989365483307
Position 4760: 0.3422897517816627
Position 5210: 0.2485681602665215
Position 6431: 0.19024574643971084
Position 4749: 0.1613451380367653
Position 9851: 0.14207397327625643
Position 13070: 0.1085512569359241
Position 9826: 0.0860291878052765
Position 6703: 0.06596497210196779
Position 2678: 0.06232490887698942
Position 6603: 0.05884406239933538
Position 11602: 0.05597094765234007
Position 571: 0.04556772189282924
Position 4739: 0.03973752698055545
Position 1426: 0.03852328605940745
Position 9343: 0.03782834433775815
Position 296: 0.03425603145865069
Position 223: 0.034036075515544835
Position 5931: 0.03339618443396043
Position 13573: 0.031162032572181607
Position 363: 0.03109053006242785
Position 6762: 0.030323960093979384
Position 9537: 0.02944940383459742
Position 11757: 0.025454927226210834
Position 4642: 0.024455163368873944
Position 1764: 0.02315869995624243
Position 3611: 0.022457136140771668
Position 15215: 0.02238758108601095
Position 4660: 0.022369400527745106
Position 4664: 0.01958247085063698
Position 2671: 0.018525080514071497
Position 6672: 0.015301008413355384
Position 7896: 0.01457039361635733
Position 7370: 0.014270295431276983
Position 4505: 0.013745460687121347
Position 2069: 0.013173016939222298
Position 4282: 0.012259120464504336
Position 5764: 0.01102171109112132
Position 15474: 0.010314852305744188
Position 528: 0.009812646364345205
Position 2118: 0.009794875319543329
Position 6414: 0.009488139429564396
Position 5341: 0.00834793355985231
Position 5345: 0.008021432655488787
Position 10156: 0.007607409207771331
Position 13267: 0.007364032399580454
Position 12123: 0.006737155735014059
Position 6368: 0.006279787380424955
Position 2888: 0.006252597788343219
Position 4205: 0.005922940820683605
Position 609: 0.005162378444079346
Position 1068: 0.00496741297107424
Position 322: 0.004461327092971256
Position 2905: 0.004152844014288681
Position 1301: 0.0038854418044064537
Position 2528: 0.0036883266301432367
Position 938: 0.0035330356111809525
Position 11645: 0.0032788784218460206
Position 1231: 0.003236070227399083
Position 15567: 0.0030390033473800915
Position 996: 0.0027689310767414696
Position 7518: 0.0023167584114110974
Position 1247: 0.0019287879273129365
Position 2965: 0.0018250595539327273
Position 1379: 0.001738912496644336
Position 10219: 0.0015794286459225944
Position 3793: 0.0015566678387920025
Position 1177: 0.0014634725888219534
Position 5386: 0.001354240759797272
Position 11597: 0.0013302012859666601
Position 1386: 0.0012765439721529647
Position 3634: 0.001234164492792731
Position 4026: 0.0012309913204718575
Position 30: 0.0012094661582318774
Position 3996: 0.001178538511598575
Position 2682: 0.0011597354239429284
Position 14777: 0.001121218539299061
Position 4302: 0.001014958635282798
Position 340: 0.0008449467823545872
Position 1360: 0.0007616650361865523
Position 3734: 0.0007067191564872758
Position 167: 0.0006391957096801423
Position 3646: 0.0005969984858968556
Position 4732: 0.0005914348639796212
Position 4650: 0.0005880938100088625
Position 1799: 0.0005217539188304341
Position 9573: 0.0004696771731306092
Position 310: 0.0004670541348209633
Position 540: 0.00043172714750831656
Position 2457: 0.00039961303087112494
