Gene = A830018L16Rik
index = 80
Annotated 5SS: [   533  97961 104605 131178 148887 174442 182213 333987 384462 415787
 519487 536952 557998]
Annotated 3SS: [ 97812 104472 131048 148857 174268 182045 333859 384375 415709 519438
 536857 557940 560817]
SMsplice 5SS: [   533   9139  12282  35701  66328  97961 104605 128447 131178 174442
 181949 182213 190033 210531 211422 229090 238479 286165 312795 333996
 338035 367797 374791 384462 389857 391367 399875 415467 415787 449445
 536952 547371 557998]
SMsplice 3SS: [  9050  12165  35599  66253  97812 104472 128337 131048 174268 181798
 182045 189920 210450 211332 228992 238410 286058 312677 333859 337906
 367707 374548 384375 389750 391283 399750 415331 415709 449348 536857
 547260 557940 560817]
top_k =  1000
Partition function (log Z): -250.97469671588178

Sorted 5' Splice Sites (High to Low Probability):
Position 9139: 0.8336566153554302
Position 533: 0.7725090398122684
Position 12282: 0.621464372467555
Position 8579: 0.5104206113292088
Position 6813: 0.3136299501186229
Position 6104: 0.29860697869399255
Position 1501: 0.2835818326653586
Position 230: 0.16445264825628342
Position 7071: 0.14613338965627898
Position 4288: 0.14043399624981018
Position 732: 0.09528241469319045
Position 1278: 0.04513162289340678
Position 12729: 0.040748810329522434
Position 13103: 0.025310016230771743
Position 8004: 0.024854849826842784
Position 7320: 0.024475463959159668
Position 9956: 0.017902018870797492
Position 11964: 0.014246666125899178
Position 13501: 0.013083486639560268
Position 3940: 0.01233676314484047
Position 5565: 0.00843425340422353
Position 831: 0.007459641576169473
Position 4874: 0.006580868206025002
Position 2498: 0.006483620639614281
Position 207: 0.006022453043649414
Position 631: 0.005636628128027047
Position 11019: 0.005085228033701145
Position 6082: 0.004446936462303118
Position 6805: 0.004215419441271816
Position 4520: 0.0029089876199928887
Position 3782: 0.0024564339474058947
Position 1233: 0.002231456685973572
Position 400: 0.0020588301587439483
Position 1506: 0.0019860232753284492
Position 6167: 0.0013581332783314545
Position 546: 0.001328849821474565
Position 2897: 0.001197938073178217
Position 6298: 0.0010628165675909732
Position 5262: 0.0009340728876084278
Position 4058: 0.0009031091300299393
Position 1554: 0.0008161264763938698
Position 290: 0.0007068645443023418
Position 1224: 0.0006871697575806614
Position 1842: 0.0005955244835590506
Position 3357: 0.0005398945767630854
Position 5248: 0.0004685131134117357
Position 3184: 0.00045819530294203794
Position 5979: 0.0004298939738954489
Position 2941: 0.0004022446904977249
Position 6017: 0.00030304201586245567
Position 3680: 0.0002935291525057439
Position 255: 0.0002873851607208775
Position 1863: 0.0002690786298775023
Position 5748: 0.00022871020909895405
Position 3737: 0.00015635886829563927
Position 1286: 0.0001458526518584091
Position 405: 0.00013847426335811792
Position 821: 0.00012738481563765255
Position 12714: 0.00011297413043915064
Position 286: 7.013833886451551e-05
Position 556: 6.405856944638847e-05
Position 966: 5.457494720850538e-05
Position 519: 4.921330841748601e-05
Position 1314: 3.469717826334271e-05
Position 1152: 3.0784966635166396e-05
Position 840: 2.745730345028628e-05
Position 1242: 2.6557816136282555e-05
Position 1216: 2.308566146397974e-05
Position 577: 2.0533848437361882e-05
Position 56: 7.497871262633636e-06
Position 347: 6.760089225715119e-06
Position 277: 5.292665663185008e-06
Position 89: 5.100468302392854e-06
Position 413: 4.219616217695261e-06
Position 1264: 4.020517185586497e-06
Position 586: 3.998416007466103e-06
Position 1629: 3.830845417022097e-06
Position 68: 3.47799643462219e-06
Position 580: 2.416033498754538e-06
Position 1577: 2.390708661782812e-06
Position 258: 2.3584423439357293e-06
Position 306: 2.3182857083768464e-06
Position 583: 2.098236605730132e-06
Position 799: 9.054062449713251e-07
Position 526: 7.948762017095969e-07
Position 39: 3.487935800416154e-07
Position 2910: 3.1113308294090624e-07
Position 2431: 3.0893026597887686e-07
Position 8: 2.75136715309875e-07
Position 678: 2.4308721498574073e-07
Position 363: 2.1140680667168214e-07
Position 456: 1.589559949973594e-07
Position 713: 1.5837548777920645e-07
Position 474: 1.5339792079928587e-07
Position 280: 1.1336207875998064e-07
Position 2922: 1.1224165134221485e-07
Position 433: 7.403912791584498e-08
Position 842: 2.0583813195917186e-08
Position 787: 1.0388880975623782e-10
Position 974: 4.641385189227994e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 9050: 0.7293913086274383
Position 8467: 0.5129902158828491
Position 12165: 0.5093610786994951
Position 23849: 0.3356864402263945
Position 6558: 0.31180624498833615
Position 5798: 0.1466737462210981
Position 1340: 0.14298108415287963
Position 12200: 0.1266442480649789
Position 6922: 0.09867848501953126
Position 1367: 0.09319357087245812
Position 13390: 0.08959933348055624
Position 17204: 0.07850322743882712
Position 13565: 0.06905385914334004
Position 14308: 0.06563667334160467
Position 12522: 0.061192593040299496
Position 4198: 0.05972016781597924
Position 5978: 0.05868224963677543
Position 9089: 0.0572679822060455
Position 4233: 0.05671185650765417
Position 8991: 0.05224871233539024
Position 13002: 0.0518032869539567
Position 7047: 0.04781378118595855
Position 6052: 0.046486019836582244
Position 12368: 0.04343295578690606
Position 1045: 0.04232540150348027
Position 13628: 0.039152727035111454
Position 1400: 0.03851763878007463
Position 5948: 0.03047400656324443
Position 13408: 0.028461017636952024
Position 21123: 0.028047875129929324
Position 11663: 0.02093541113443001
Position 13266: 0.020579035608564344
Position 13102: 0.01991682740018193
Position 5710: 0.019872187549516338
Position 7800: 0.019405656016264206
Position 9752: 0.017826090164775297
Position 4151: 0.016601056726878578
Position 12901: 0.016387852549884237
Position 6522: 0.015185624450203319
Position 493: 0.014261773547767809
Position 14336: 0.012404332155118023
Position 7190: 0.012076466443596194
Position 677: 0.011596555531608065
Position 3707: 0.010647157636737216
Position 9781: 0.009903416087520565
Position 630: 0.009767225347419745
Position 12471: 0.008865574593783208
Position 9730: 0.006703182139024858
Position 4767: 0.006614273954228365
