Gene = Tssc4
index = 1150
Annotated 5SS: [265 602]
Annotated 3SS: [505 686]
SMsplice 5SS: [265]
SMsplice 3SS: [686]
top_k =  1000
Partition function (log Z): -7.997162146937793

Sorted 5' Splice Sites (High to Low Probability):
Position 265: 0.9084327687664817
Position 572: 0.21557263164229234
Position 687: 0.03615513213805203
Position 17: 0.02794690617826636
Position 236: 0.025979758698402022
Position 248: 0.02303139456078655
Position 445: 0.02284894553624483
Position 602: 0.020067306777991883
Position 1044: 0.013930066756947326
Position 40: 0.006713706865562096
Position 1618: 0.006329038691548072
Position 58: 0.004283359478528596
Position 828: 0.0035807275087973243
Position 820: 0.0032264461361960883
Position 29: 0.0027629577622121817
Position 777: 0.0016312974547762877
Position 1709: 0.0011643868196395232
Position 703: 0.0007322314342928862
Position 576: 0.0006211955928117998
Position 1143: 0.00042711669488748827
Position 1272: 0.0003732668338996797
Position 564: 0.0003283695050123617
Position 1087: 0.00020167581138820444
Position 1414: 0.00020057732344072157
Position 1725: 0.0001991235870245655
Position 1500: 0.00019460335699139826
Position 65: 0.00016769031630311365
Position 1506: 0.00016379568671236763
Position 458: 0.00012745001072200676
Position 834: 0.00011241242568127215
Position 817: 9.564785031787191e-05
Position 27: 8.797826412460122e-05
Position 1219: 8.284754564091769e-05
Position 52: 7.285428309444943e-05
Position 21: 4.76475537072092e-05
Position 955: 3.869918087944122e-05
Position 472: 3.838931438610031e-05
Position 1701: 2.847240865557029e-05
Position 383: 2.8265440523276258e-05
Position 432: 2.2985506664732956e-05
Position 6: 1.9731010023985092e-05
Position 341: 1.2803806273840984e-05
Position 329: 1.0231505189715469e-05
Position 158: 9.832076061339303e-06
Position 415: 9.110835103138999e-06
Position 449: 6.721963017694594e-06
Position 350: 6.3947775218446564e-06
Position 106: 4.614871180627474e-06
Position 1363: 1.9451017941614396e-06
Position 836: 1.9388010940787007e-06
Position 706: 1.86662525848741e-06
Position 112: 1.3085666159244198e-06
Position 822: 1.2971510060455439e-06
Position 306: 9.82922615954877e-07
Position 109: 8.15366867121836e-07
Position 246: 8.080175650905055e-07
Position 312: 3.8871143922508066e-07
Position 511: 3.265379870785744e-07
Position 517: 3.047783605314398e-07
Position 696: 1.7241086061761142e-07
Position 596: 1.3428824472566062e-07
Position 698: 6.893124521274127e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 686: 0.6234083605377789
Position 505: 0.2062565106121745
Position 1579: 0.0601159162299695
Position 527: 0.04640340112361485
Position 547: 0.044703843309488824
Position 787: 0.040332491628000136
Position 357: 0.03812155723040008
Position 1042: 0.03167478914291861
Position 846: 0.03154310185790706
Position 927: 0.019026967273764423
Position 112: 0.018662832567155133
Position 166: 0.017864003846522137
