Gene = Aagab
index = 90
Annotated 5SS: [  112 14217 14425 14938 16572 32728 33824 36485 36983]
Annotated 3SS: [14025 14327 14847 16487 32644 33723 36379 36932 37546]
SMsplice 5SS: [  112  8737 14217 14425 14938 16572 31448 32728 33824 35281 36485 37639
 38092]
SMsplice 3SS: [ 8649 14025 14327 14847 16487 31353 32644 33613 35111 36379 37546 38023
 40023]
top_k =  1000
Partition function (log Z): 15.771669833421413

Sorted 5' Splice Sites (High to Low Probability):
Position 14938: 0.9995933284669644
Position 16572: 0.997166095453411
Position 31448: 0.9907858149994522
Position 112: 0.9888500269440386
Position 36485: 0.9387013076385535
Position 14217: 0.9241787851611573
Position 32728: 0.865295128818683
Position 33824: 0.8335274718182345
Position 8737: 0.7791209082228497
Position 38092: 0.6843292813549773
Position 14425: 0.5596246484744503
Position 37639: 0.5190724539639524
Position 24641: 0.49584649221358706
Position 24207: 0.42693862913335745
Position 35281: 0.3902410774957538
Position 40250: 0.3786022816564097
Position 15744: 0.3400859231572408
Position 14693: 0.3238805320525138
Position 3791: 0.3238526510842756
Position 35081: 0.27707310324139744
Position 36999: 0.26439483847079254
Position 25666: 0.22911798162319957
Position 39440: 0.22697016060749955
Position 19929: 0.19405670742972794
Position 24736: 0.1863336781658712
Position 24707: 0.18501226187826345
Position 19634: 0.15113454032044402
Position 21728: 0.12207493887699754
Position 33782: 0.11844129022626684
Position 36983: 0.11816965179630382
Position 37366: 0.114795311611734
Position 15373: 0.10404441960579165
Position 10021: 0.10052118037154673
Position 40137: 0.09094424822635243
Position 32913: 0.09068928939142026
Position 36826: 0.08682842178921277
Position 3715: 0.08281998199089195
Position 21252: 0.08088169074925533
Position 33116: 0.07691005215660308
Position 35310: 0.07609296309016914
Position 20490: 0.07511881807087051
Position 18432: 0.07458026380596584
Position 40224: 0.07337736570551749
Position 34859: 0.07224934908465043
Position 37877: 0.0710030668757485
Position 5779: 0.06871612247172781
Position 38234: 0.06070070452930534
Position 15683: 0.060371081178269594
Position 362: 0.052416095440464744
Position 34779: 0.05043437981264917
Position 2587: 0.049378614708511966
Position 35197: 0.04832345682151694
Position 35070: 0.04764969619935587
Position 37012: 0.04466479558598226
Position 14388: 0.044226434122716665
Position 37676: 0.0409447139637691
Position 40101: 0.03901733238994852
Position 14177: 0.03795820947300714
Position 7818: 0.036707672926267046
Position 34958: 0.036447817132192806
Position 23181: 0.03601098253919138
Position 40686: 0.03363299302330252
Position 3679: 0.03303028928061354
Position 38126: 0.032448570746102315
Position 35984: 0.031857705982683886
Position 9878: 0.025263865575217145
Position 19081: 0.02515013174885012
Position 3014: 0.02428504588502275
Position 14132: 0.023725749609751733
Position 23286: 0.02234192135374463
Position 9924: 0.021588008248992777
Position 21384: 0.020588312836902493
Position 20360: 0.02018836323744367
Position 37421: 0.01903012879605329
Position 16412: 0.01898852165624874
Position 38178: 0.01852475406698798
Position 35183: 0.01823878258080357
Position 10017: 0.01752665550822358
Position 36717: 0.017068083915875096
Position 34758: 0.015568467655740941
