Gene = Sclt1
index = 952
Annotated 5SS: [   520   8347  11654  12224  15422  24786  31432  33046  39129  60233
  60819  67187  71130  75404  78563  80943  85311  95070 110862 112997]
Annotated 3SS: [  8278  11594  12150  15365  24649  31308  32979  39057  60141  60726
  67008  71030  75331  78487  80796  85117  94872 110782 112900 115279]
SMsplice 5SS: [   296    520   8347  12224  24786  31432  33046  42009  60233  60819
  62300  67187  71130  75404  78638  80636  80943  85311  86184  95070
 100287 109753 110862 112997]
SMsplice 3SS: [   372   8278  12150  24711  31308  32979  41868  60141  60726  62217
  67008  71030  75331  78487  80456  80796  85207  86107  94872 100163
 109552 110782 112900 115279]
top_k =  1000
Partition function (log Z): -32.11736641993925

Sorted 5' Splice Sites (High to Low Probability):
Position 24786: 0.9999999081961815
Position 33046: 0.9798556647397225
Position 12224: 0.9728815335700005
Position 296: 0.9663385798298602
Position 31432: 0.9581705941955417
Position 8347: 0.9235842487593439
Position 42009: 0.8726329662166458
Position 520: 0.8253575795326096
Position 15422: 0.6949198191764132
Position 14731: 0.54283416607852
Position 39129: 0.505442440113204
Position 5304: 0.472259549218953
Position 37801: 0.3488431890481112
Position 43380: 0.32481914599582706
Position 7796: 0.317221920054508
Position 3625: 0.2693983211924875
Position 10542: 0.23644814121384075
Position 15035: 0.18637516039675645
Position 5060: 0.14447698198767067
Position 42932: 0.1371792830313002
Position 44487: 0.1257682484042048
Position 42641: 0.10656195958515695
Position 28355: 0.10253951986261069
Position 36068: 0.10008138414668506
Position 9527: 0.08783504338321738
Position 25307: 0.08775767393157065
Position 27575: 0.08579173866618717
Position 27549: 0.075765004595799
Position 43431: 0.06973272479949146
Position 561: 0.05844914404283051
Position 36207: 0.03691004733948528
Position 38302: 0.03208842863048207
Position 39329: 0.03164534811103187
Position 33833: 0.03163361469448081
Position 46360: 0.030358560019802132
Position 6575: 0.026343984976774357
Position 849: 0.023404909283040093
Position 43376: 0.02231864423452186
Position 556: 0.0217684754322052
Position 43728: 0.02020756509535828
Position 43332: 0.020111851873827115
Position 11654: 0.019934038933714267
Position 28819: 0.019688826970252156
Position 6162: 0.018401019930581887
Position 38325: 0.018242193484104705
Position 8824: 0.01808968318089813
Position 27440: 0.016556913037372126
