Gene = Mlip
index = 681
Annotated 5SS: [   83 12438 22345 34853 61158 61506 70478 77871 87065]
Annotated 3SS: [ 12044  20874  34780  61091  61445  70432  77825  86935 149435]
SMsplice 5SS: [    83    503  12126  12438  17044  34853  61158  70478  87065  91514
 104772 113212 134700 137426 143471]
SMsplice 3SS: [   398  12044  12331  16905  34780  61091  70432  86935  91333 104609
 113098 134476 137331 143367 149435]
top_k =  1000
Partition function (log Z): -60.737591709790046

Sorted 5' Splice Sites (High to Low Probability):
Position 83: 0.9599632976469336
Position 12438: 0.9575195921981398
Position 503: 0.9064843392013107
Position 8258: 0.6836943582619215
Position 12126: 0.5917943527255989
Position 17044: 0.5803670104162958
Position 6452: 0.5273636116827729
Position 2781: 0.42916863764019536
Position 1628: 0.4139754013287544
Position 2770: 0.37342911198807516
Position 12704: 0.3090223315507233
Position 12190: 0.2688633283589713
Position 13551: 0.24243549396387687
Position 17459: 0.22960887007239014
Position 7885: 0.11719764264719819
Position 6399: 0.11501438678966988
Position 12668: 0.10954750912661058
Position 11871: 0.09576134620867495
Position 12262: 0.09467872728622222
Position 11916: 0.0887952869067826
Position 1173: 0.053917859200729654
Position 12638: 0.053774543008574746
Position 2528: 0.04153658085801254
Position 2161: 0.04094586719057285
Position 17728: 0.03994628400049224
Position 998: 0.039289239019998104
Position 10842: 0.03592891452656065
Position 3084: 0.03397672350200033
Position 513: 0.03324824486491587
Position 17516: 0.030195735733035283
Position 17012: 0.020135066869945175
Position 15467: 0.019586631984917467
Position 767: 0.019006886974913317
Position 5237: 0.018353175178841042
Position 2344: 0.017128117890338475
Position 1449: 0.014199877113710553
Position 8249: 0.012482892322458217
Position 22345: 0.010460943302146336
Position 7618: 0.009132919906199861
Position 17423: 0.009091720910862989
Position 21036: 0.008526022272355922
Position 139: 0.0061155370476729
Position 23919: 0.005934631004921582
Position 12616: 0.005451669608948703
Position 17041: 0.0048613736874337475
Position 211: 0.003838021684659943
Position 2375: 0.0038336250656528866
Position 13040: 0.0036904836860227443
Position 332: 0.0035622339355158373
Position 15271: 0.0035414061208671626
Position 12782: 0.003378511608019506
Position 298: 0.003370321639447409
Position 2199: 0.0030832899283155988
Position 531: 0.002776534565497027
Position 12688: 0.0020252456163371785
Position 113: 0.0014691751423470958
Position 13142: 0.0013026900325715381
Position 12574: 0.0012707567985391166
Position 12791: 0.000984092084405207
Position 4397: 0.0008817497827623745
Position 2434: 0.0008007022160484135
Position 707: 0.0007822170193315838
Position 2289: 0.0006401496686762329
Position 1415: 0.0006109406337085702
Position 1814: 0.0005959664422289196
Position 153: 0.0005934793626662728
Position 1014: 0.0004972816659384549
Position 304: 0.0004946975542691635
Position 13918: 0.0004876455116519727
Position 12997: 0.000425422653974468
Position 970: 0.00040688815540744364
Position 155: 0.0003718235946277339
Position 760: 0.00033791740684488344
Position 12360: 0.00032455353312774615
Position 12613: 0.00028152234646023635
Position 1819: 0.00027866822683816645
Position 12348: 0.00027228751210081224
Position 13827: 0.00024275403966088439
Position 12592: 0.0002186786755479967
Position 14669: 0.00021018033625147133
Position 316: 0.0002028283643581349
Position 6835: 0.00019080416815822927
Position 13454: 0.0001907164949843475
Position 14603: 0.00017006213095822548
Position 93: 0.00015888197341259387
Position 13205: 0.0001537913374482992
Position 12773: 0.0001423941191311758
Position 5870: 0.00011899844839123662
Position 4184: 0.00011797893137957056
Position 4570: 0.00011557215862741002
Position 1477: 0.00010572432412950087
Position 4550: 0.00010565742782512448
Position 2819: 6.333389770275039e-05
Position 1168: 5.874821592077709e-05
Position 13154: 4.5953053454358966e-05
Position 321: 3.5794612060137934e-05
Position 683: 3.2919304663763904e-05
Position 736: 3.05166869415052e-05
Position 753: 2.5059681435146695e-05
Position 133: 2.3290320329343284e-05
Position 980: 2.278023792867949e-05
Position 484: 1.4143954162755085e-05
Position 220: 1.3482703120056472e-05
Position 258: 1.3256835970253406e-05
Position 188: 6.6415405692716925e-06
Position 197: 6.417849278823132e-06
Position 194: 6.1036377842330155e-06
Position 12: 5.136157095633466e-06
Position 376: 4.761797383234721e-06
Position 192: 4.01641993114134e-06
Position 1552: 3.338976953627168e-06
Position 991: 2.2568103863539843e-06
Position 894: 8.8994523673513e-07
Position 517: 7.214517498651138e-07
Position 4422: 6.584843242487128e-07
Position 373: 3.4389385355467195e-07
Position 494: 3.1061108003151804e-07
Position 630: 2.414234520701325e-07
Position 362: 2.402905001860364e-07
Position 4279: 8.508293087153722e-08
Position 585: 8.188392183350608e-08
Position 1644: 6.768754753149327e-08
Position 755: 6.551749917486948e-08
Position 1160: 6.404799919901206e-08
Position 628: 5.499094465212198e-08
Position 573: 5.254120052478211e-08
Position 1157: 5.0643107778043024e-08
Position 1043: 4.37641011200102e-08
Position 1071: 3.479806278064821e-08
Position 346: 2.5886884435165448e-08
Position 561: 2.519514499751007e-08
Position 353: 1.957384495197349e-08
Position 603: 1.7607633754104658e-08
Position 380: 2.447183180766349e-10
Position 378: 1.4211231557926588e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 398: 0.9170358819796599
Position 12331: 0.9105797693196345
Position 12044: 0.7284478450470965
Position 16905: 0.6293982878724221
Position 2623: 0.6241097036271358
Position 6301: 0.458378317832998
Position 8101: 0.4191450344559128
Position 12508: 0.41811612992541586
Position 13381: 0.2862776916052234
Position 21831: 0.25799147155451263
Position 17240: 0.24791842009017334
Position 12017: 0.2292048774737435
Position 20799: 0.20971530009337916
Position 8160: 0.1801575443140418
Position 6304: 0.1668617914183187
Position 1538: 0.15563290936820787
Position 1545: 0.1508195859676722
Position 23736: 0.09823304685311543
Position 11763: 0.09602711732254056
Position 11630: 0.0885295157929167
Position 12549: 0.08602481158086202
Position 8163: 0.08552836976265066
Position 2606: 0.07904416769813387
Position 2463: 0.07731235325888756
Position 17319: 0.06946116213297378
Position 7610: 0.06820310347107969
Position 7777: 0.057006926382757436
Position 2657: 0.04659214024675066
Position 1326: 0.045739734901547785
Position 17661: 0.04449966356501921
Position 15199: 0.04437673114035059
Position 19916: 0.04413954581699683
Position 716: 0.04305066003904403
Position 1564: 0.042542524917997655
Position 12207: 0.03915395020082412
Position 10740: 0.03592891452656061
Position 21067: 0.03553056710224813
Position 2986: 0.03347942996234882
Position 1057: 0.029493955712947807
Position 20874: 0.025362491013118296
Position 21979: 0.02265035687073637
Position 20100: 0.01999968289704759
Position 14167: 0.01937144315499843
Position 5047: 0.01760978000029948
Position 1579: 0.015720332146859264
Position 1430: 0.014777324146756627
Position 18336: 0.0145585564335386
Position 2058: 0.014108129773831458
Position 18951: 0.013749710741396286
Position 585: 0.012816547518470571
Position 19206: 0.012684474105759413
Position 21320: 0.011082521910252873
Position 17274: 0.009588216976128718
Position 2662: 0.007912709144804523
Position 6175: 0.007817443592554773
Position 6058: 0.007746822864340305
Position 1994: 0.0075714213495767955
Position 12885: 0.007244991800771985
Position 2132: 0.0071533641048722625
Position 12204: 0.007070549797895859
Position 22122: 0.0069498293023887055
Position 18309: 0.006127137287412698
Position 24089: 0.005934631004921582
Position 7982: 0.005744770222667266
Position 2322: 0.005706600414339422
Position 7977: 0.005613376819109024
Position 13732: 0.005544753200477848
Position 23672: 0.0052515393602641436
Position 1927: 0.005081536931384508
Position 2160: 0.004797633890018716
Position 2182: 0.004610500618011179
Position 1071: 0.004102452944062864
Position 14555: 0.004093501816275065
Position 2062: 0.004054599939424864
Position 332: 0.003817865328024141
Position 2210: 0.0037295795028524006
Position 2438: 0.0036928456816719994
Position 13319: 0.0034888796037375416
Position 2248: 0.0034165046408341083
Position 15794: 0.003391031747554726
Position 621: 0.003368397687093291
Position 969: 0.003237395066427375
Position 600: 0.003135256827397074
Position 15624: 0.003122634470594195
Position 18101: 0.002910067879942543
Position 12556: 0.0027438058196554847
Position 740: 0.0026613549692535913
Position 17324: 0.0023495062252623378
Position 14272: 0.0023140743252646145
Position 931: 0.002211087749173137
Position 2489: 0.0021589381065743275
Position 595: 0.0021493165450015127
Position 13428: 0.0020621532403344955
Position 12526: 0.0019303662205833094
Position 883: 0.0017827342505323945
Position 1581: 0.001742098844672582
Position 6209: 0.001573622764230054
Position 13980: 0.0015524121877474985
Position 1756: 0.0015125366308951966
Position 1907: 0.001503011653442386
Position 990: 0.001390578197263906
Position 18076: 0.0013680632849466783
Position 12588: 0.0012999418687783754
Position 12924: 0.0011705399122307412
Position 1783: 0.0011553668504319242
Position 7644: 0.0011307012659904892
Position 12572: 0.0011253998706783255
Position 13697: 0.0010831170319800132
Position 2406: 0.0010765955693395315
Position 14944: 0.0010087022644876804
Position 207: 0.0009967985675813718
Position 2008: 0.000957180192215281
Position 1353: 0.0009338602106294717
Position 13541: 0.0009210085780439224
Position 220: 0.0009205436790417653
Position 1083: 0.0008981002596448703
Position 2233: 0.000785086615850071
Position 5170: 0.0007433951785414863
Position 753: 0.0006698060899758902
Position 879: 0.0005367391157542409
Position 1987: 0.0005292670477284973
Position 1282: 0.000523558875458102
Position 4223: 0.0005006392158988436
Position 336: 0.00043374366178313426
Position 2069: 0.0004152590386983198
Position 2882: 0.0004067622090558627
Position 901: 0.00037975862484899915
Position 4347: 0.00036675816020584627
Position 2012: 0.000355097654566324
Position 406: 0.00031893554400743205
Position 2187: 0.000313737195932729
Position 1874: 0.00029719870184267706
Position 646: 0.00029345433724116106
Position 1013: 0.00026376104442379857
Position 2076: 0.0002222559470796768
Position 12974: 0.00021809973230940422
Position 490: 0.00021345785727098642
Position 1340: 0.00020891685949740114
Position 13592: 0.00020759935380305236
Position 2097: 0.0001945649165322084
Position 1330: 0.0001943473234114823
Position 2037: 0.0001792136090810946
Position 2254: 0.00017270066342594962
Position 4498: 0.00016942017283332492
Position 12996: 0.0001469559064676295
Position 760: 0.00013413631229287914
Position 2017: 0.00011750050330725576
Position 6704: 0.00010569254678144935
Position 296: 0.00010486597326843459
Position 1944: 0.00010471628074240608
Position 1588: 0.0001013240825353566
Position 2222: 9.622293454202424e-05
Position 2235: 9.560529130743975e-05
Position 409: 9.48535541229473e-05
Position 980: 9.059475840118352e-05
Position 268: 8.844415330787447e-05
Position 6673: 8.511162137678029e-05
Position 2219: 7.554309570982413e-05
Position 13966: 7.235917538353237e-05
Position 1456: 7.102997580639656e-05
Position 1360: 6.836276662528689e-05
Position 5686: 6.431253415304962e-05
Position 13123: 5.900067305395587e-05
Position 1122: 5.847397168055356e-05
Position 12528: 5.7188692410041015e-05
Position 12887: 5.2840942366380495e-05
Position 4129: 5.217162477260551e-05
Position 2066: 4.983331952935225e-05
Position 338: 4.8299867511998834e-05
Position 274: 4.6859034967846076e-05
Position 1002: 3.9705357577840615e-05
Position 5813: 3.956202200141535e-05
Position 13773: 3.881769666165231e-05
Position 1157: 3.652486143274943e-05
Position 12672: 3.630936256889038e-05
Position 4037: 3.6104025495394545e-05
Position 1127: 3.479700723665216e-05
Position 4457: 3.418004441788018e-05
Position 561: 3.34614660930663e-05
Position 649: 3.2423616481860675e-05
Position 3994: 2.9155287488818634e-05
Position 452: 2.8785754823688874e-05
Position 1656: 2.790398529470231e-05
Position 1954: 2.5516941717054994e-05
Position 4057: 2.4725912176368265e-05
Position 1684: 2.2546796360232272e-05
Position 3827: 1.9444594354835614e-05
Position 151: 1.839728747351814e-05
Position 12687: 1.8231634711197367e-05
Position 1453: 1.775339785135297e-05
Position 1552: 1.7740621399999632e-05
Position 12818: 1.7226510657122556e-05
