Gene = Lamtor5
index = 622
Annotated 5SS: [ 256 1074 3169]
Annotated 3SS: [1011 3050 4776]
SMsplice 5SS: [256]
SMsplice 3SS: [4776]
top_k =  1000
Partition function (log Z): -5.091138126845606

Sorted 5' Splice Sites (High to Low Probability):
Position 256: 0.7768001887845386
Position 1074: 0.5687662393628765
Position 1432: 0.44868714704806667
Position 3146: 0.4445086854776849
Position 2910: 0.42881835460828327
Position 3169: 0.15991745277615776
Position 158: 0.11076950969465306
Position 2017: 0.05129188979390619
Position 3393: 0.047532904460547816
Position 165: 0.037593812136635464
Position 2173: 0.03493340248978786
Position 1185: 0.021921600993692003
Position 369: 0.01727388367447644
Position 815: 0.015611084731278717
Position 583: 0.009227285305768999
Position 560: 0.006701677424545858
Position 2569: 0.006097749722898684
Position 149: 0.0053241345381597185
Position 263: 0.005064742028505842
Position 139: 0.004931620161299487
Position 2265: 0.004862143153354076
Position 2386: 0.004416377788593895
Position 4607: 0.003548261294398975
Position 2959: 0.0034623148427176853
Position 1733: 0.0034417498458977243
Position 405: 0.0033653681294395343
Position 830: 0.0025906743938628823
Position 494: 0.0019446147337080747
Position 2798: 0.0017744993166371621
Position 3351: 0.0016371232092058632
Position 3746: 0.0009190658258831695
Position 413: 0.0007973738143474524
Position 3398: 0.0007043672934421049
Position 276: 0.0006876041659961036
Position 192: 0.0006455937618864887
Position 4582: 0.0006254135068223654
Position 4611: 0.0006033202681326626
Position 3795: 0.0004980210863861922
Position 2811: 0.0004633025822425903
Position 2109: 0.0004348051764460215
Position 267: 0.0004115585752129801
Position 549: 0.0003692717069311212
Position 595: 0.00036584945081558713
Position 177: 0.0003074329308295522
Position 4879: 0.0002959481876733341
Position 1080: 0.0002808679229207536
Position 260: 0.00024645250326415965
Position 408: 0.00023190713596273432
Position 144: 0.00020815508315089097
Position 4846: 0.00020796390365676677
Position 50: 0.00018210058136807386
Position 1270: 0.00015100019312022395
Position 3825: 0.00013574177548592847
Position 564: 0.00013242845927027383
Position 3173: 0.00013058054348303368
Position 637: 0.00012395785258348507
Position 441: 0.00011681630354395931
Position 4902: 0.00011317205609854911
Position 3241: 0.0001103335261190581
Position 179: 0.00010753011006117957
Position 926: 0.00010339358486825015
Position 836: 8.648048528256816e-05
Position 4937: 7.750310412635494e-05
Position 866: 6.12350640911467e-05
Position 4858: 4.6622374547276944e-05
Position 4888: 4.370716136410256e-05
Position 121: 3.955028161070745e-05
Position 2548: 3.869340476031651e-05
Position 952: 3.749785705596122e-05
Position 427: 3.4572019334088916e-05
Position 792: 3.456540552986414e-05
Position 328: 3.409220578575676e-05
Position 578: 3.195453999243503e-05
Position 617: 3.189848169532408e-05
Position 330: 3.0507703300591546e-05
Position 342: 2.945508580296155e-05
Position 1078: 2.9233531000259336e-05
Position 455: 2.6734904065767492e-05
Position 42: 2.6595852243092126e-05
Position 804: 2.5489345075488752e-05
Position 1104: 2.5457978265814828e-05
Position 69: 2.4948321341993256e-05
Position 1244: 2.3328362782909644e-05
Position 553: 2.286821338565118e-05
Position 1037: 2.01010598517422e-05
Position 1288: 1.987155277161072e-05
Position 4916: 1.7677815087962796e-05
Position 418: 1.3087421724674446e-05
Position 397: 1.2900801889848052e-05
Position 644: 1.0529101435586317e-05
Position 734: 1.01893336786398e-05
Position 1255: 9.865379025764965e-06
Position 841: 6.694493019627526e-06
Position 53: 4.144020740082091e-06
Position 912: 2.9279334600161955e-06
Position 600: 1.290257698658615e-06
Position 104: 6.008687970652543e-07
Position 473: 3.9383227145461953e-07
Position 496: 1.1999166422492778e-07
Position 47: 1.0229841337038074e-07
Position 517: 8.420235622007142e-08
Position 983: 4.2812205421399714e-08
Position 425: 2.2678633901837806e-09
Position 639: 3.612645972685532e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4776: 0.9821171408561308
Position 3050: 0.5578677171986858
Position 2728: 0.35745342519372586
Position 952: 0.3338580336063202
Position 1345: 0.2551107215462174
