Gene = Spc24
index = 1010
Annotated 5SS: [ 185 2619 3014 3187]
Annotated 3SS: [2473 2908 3109 4007]
SMsplice 5SS: [185]
SMsplice 3SS: [2473]
top_k =  1000
Partition function (log Z): -7.370335196951785

Sorted 5' Splice Sites (High to Low Probability):
Position 185: 0.9625559589337209
Position 1036: 0.18127641609113584
Position 684: 0.11385183083129738
Position 2692: 0.1050120357599384
Position 2566: 0.037800433680625335
Position 52: 0.02843291382554114
Position 3014: 0.027766438783996563
Position 3110: 0.01616954025860799
Position 1856: 0.014538256890745671
Position 2528: 0.012262564326680984
Position 1658: 0.011872218181079053
Position 2032: 0.011705062543736242
Position 643: 0.008922020018058356
Position 2367: 0.007555033967433995
Position 2138: 0.0072854752668076285
Position 1260: 0.006826040600130326
Position 3357: 0.005292702126832803
Position 458: 0.005162856404262886
Position 195: 0.005072267587905732
Position 905: 0.004227455159210483
Position 921: 0.003147698307198168
Position 3187: 0.0025487062212855003
Position 2861: 0.0022071299612166973
Position 2600: 0.002180621243154098
Position 3073: 0.0017336350452541146
Position 2018: 0.001485642698500914
Position 238: 0.001371701992072184
Position 986: 0.0012816233988433576
Position 2638: 0.001119329425354426
Position 3018: 0.0010916622544533462
Position 2711: 0.0009929692636777062
Position 1203: 0.0008950705993123527
Position 1669: 0.0008534849485789008
Position 1673: 0.000813165771438931
Position 1634: 0.00080051154455381
Position 481: 0.0006525378336450852
Position 4198: 0.000644792517487552
Position 503: 0.0005000980764138814
Position 2161: 0.0004931740373526347
Position 1384: 0.00048506832113662647
Position 1438: 0.0004254333759750003
Position 645: 0.0004235120507624625
Position 994: 0.00034186596516555133
Position 1289: 0.0003123077827972822
Position 1349: 0.0002687399486098327
Position 865: 0.00022795849986297914
Position 2028: 0.00017037778203521592
Position 2602: 0.00015788195308820383
Position 2633: 0.00013609462878954112
Position 946: 0.0001337652791630295
Position 839: 0.0001251301028794537
Position 466: 0.00012157918108423471
Position 2318: 0.0001164893701725776
Position 2760: 0.00011098415053443059
Position 665: 4.8454875377774195e-05
Position 341: 3.5084529586308236e-05
Position 1341: 2.7072682479110082e-05
Position 254: 2.696379596011956e-05
Position 1272: 1.7332716131207333e-05
Position 2165: 1.6819080194645103e-05
Position 411: 1.616484587629255e-05
Position 1905: 1.56455966262986e-05
Position 2219: 1.4257372862417029e-05
Position 1309: 1.3880895283688503e-05
Position 810: 1.3710163199970481e-05
Position 334: 1.2550971627929559e-05
Position 518: 1.0498942851817274e-05
Position 1061: 7.8049093074607e-06
Position 362: 6.8454354239068496e-06
Position 1831: 5.459698989115866e-06
Position 401: 2.0876373450892074e-06
Position 46: 1.699203575148765e-06
Position 667: 1.6689971917342909e-06
Position 628: 1.2002545329145906e-06
Position 677: 1.0337309598877942e-06
Position 722: 9.29431813159871e-07
Position 732: 7.3328426298064e-07
Position 636: 6.798868683807068e-07
Position 22: 6.561224579802642e-07
Position 567: 6.404303217539739e-07
Position 774: 5.437095669893029e-07
Position 289: 4.373308708003914e-07
Position 938: 4.340312397064883e-07
Position 484: 4.265888014216641e-07
Position 1095: 4.245529160807277e-07
Position 299: 4.020673127109451e-07
Position 469: 3.1739056154745723e-07
Position 429: 2.4704393107022055e-07
Position 301: 6.828001157523543e-08
Position 889: 7.053616662178442e-09
Position 688: 6.522988911315096e-09
Position 709: 2.56494616889885e-09
Position 699: 1.888450537199042e-09
Position 704: 6.215584224808562e-10

Sorted 3' Splice Sites (High to Low Probability):
