Gene = Eed
index = 361
Annotated 5SS: [  572  4087  8753  9444 10678 11413 13271 16255 18728 24729 25453]
Annotated 3SS: [ 3933  8659  9377 10551 11330 13178 16120 18621 24569 25378 25919]
SMsplice 5SS: [  572  4087  8753 10678 11413 13001 13271 16255 24729 25453]
SMsplice 3SS: [ 3933  8659 10551 11330 12893 13178 16120 24569 25378 25919]
top_k =  1000
Partition function (log Z): 2.4418888627687725

Sorted 5' Splice Sites (High to Low Probability):
Position 4087: 0.9399841681530564
Position 11413: 0.8954940679451077
Position 13271: 0.8942219770083688
Position 16255: 0.8390590936584522
Position 8753: 0.8144977188821376
Position 572: 0.7597059547962551
Position 19933: 0.6579335740435565
Position 10678: 0.6419846058988269
Position 13001: 0.515263297504197
Position 24729: 0.44073866044389437
Position 2297: 0.40057248114458044
Position 25453: 0.3739597641423947
Position 67: 0.37007339566448405
Position 18728: 0.35969979543430847
Position 9625: 0.2451797584357715
Position 4670: 0.1889829275964245
Position 8774: 0.14002285666993852
Position 12997: 0.12337068568119175
Position 917: 0.1199392481933345
Position 11671: 0.11898131617545081
Position 16340: 0.10899221109561148
Position 24640: 0.09960237026880031
Position 21568: 0.08669918758644954
Position 14897: 0.08666550037570445
Position 11403: 0.07829482567479244
Position 5952: 0.060693410729804706
Position 9651: 0.051108293973489254
Position 12920: 0.046798483716920455
Position 3002: 0.04037321202868186
Position 13287: 0.03875043345288905
Position 9378: 0.036410033078846944
Position 13435: 0.03234792724913215
Position 4980: 0.03188967596408282
Position 6944: 0.031495123351123804
Position 10036: 0.030525513765167746
Position 14621: 0.030389854187878672
Position 6607: 0.02905243026273822
Position 2776: 0.028944397441561888
Position 7759: 0.02832409889348899
Position 5631: 0.025401115586111557
Position 5772: 0.025079655637242026
Position 13515: 0.02409058759440761
Position 9288: 0.02399331214385242
Position 8764: 0.022272256144720032
Position 18255: 0.02140290933724535
Position 5926: 0.021198578176023646
Position 15659: 0.02099027157819658
Position 2134: 0.020130742412257124
Position 13892: 0.018272887346718045
Position 9855: 0.017683179741290262
Position 3021: 0.016679812945665645
Position 23148: 0.01666697147909826
Position 1531: 0.016625032891986847
Position 16793: 0.015715304587012795
Position 8006: 0.0150761384051354
Position 9109: 0.014399595135080932
Position 810: 0.014085946578815133
Position 13521: 0.012017472689001196
Position 9619: 0.011925310627623613
Position 15259: 0.011895191322213271
Position 2192: 0.011147549753717099
Position 12681: 0.009725203705106126
Position 5948: 0.009651943201812625
Position 6505: 0.009567045303113511
Position 8585: 0.009085011775542523
Position 3341: 0.008993449232441919
Position 8908: 0.008722428233397892
Position 1628: 0.008533851832198661
Position 13542: 0.008527996988197069
Position 258: 0.008040235551473122
Position 4779: 0.007674751153195244
Position 1982: 0.00726450703661795
Position 16797: 0.007209029217095429
Position 17320: 0.006425299677273706
Position 12348: 0.006303226330443342
Position 1869: 0.006274670007249949
Position 6724: 0.006157609657003559
Position 15237: 0.0061114088364061575
Position 791: 0.005606908674422899
Position 4927: 0.005584900145639399
Position 5260: 0.005481135769311001
Position 12102: 0.00542352967613124
Position 2551: 0.005392236310218578
Position 4878: 0.00515074722985795
Position 6181: 0.004934850055564588
Position 10478: 0.004913120670681258
Position 627: 0.004536466843849927
Position 4614: 0.0035645864317381246
Position 9444: 0.0032950920972822386
Position 3213: 0.003077202730201691
Position 4272: 0.0029760098667422005
Position 2826: 0.0028506289108511324
Position 16805: 0.002705659355435559
Position 2370: 0.0024150764169995217
Position 2834: 0.0023760112229110042
Position 11435: 0.0023574593580097097
Position 111: 0.0022967912747025258
Position 13005: 0.0020764420406932296
Position 619: 0.0020486116217566046
Position 15778: 0.0019528700071077812
Position 1963: 0.0017347236190679933
Position 7085: 0.001631007291147193
Position 16943: 0.0015212918850662554
Position 2506: 0.0014485594449191426
Position 19700: 0.001359995644594815
Position 9646: 0.001350149321867554
Position 12854: 0.00127294567200756
Position 9615: 0.001257217715081343
Position 2873: 0.0012497039928919987
Position 13236: 0.0011906994255953798
Position 13779: 0.0011880918147151346
Position 1231: 0.0010481739626600295
Position 15242: 0.0009854116214777881
Position 26061: 0.0008337818287433904
Position 7659: 0.0007915687740248246
Position 11707: 0.0007604763686470721
Position 7909: 0.0007394191575045057
Position 948: 0.00072561539162187
Position 6951: 0.0006880415145871909
Position 7780: 0.0005423924575376026
Position 7048: 0.000541407120817672
Position 240: 0.000526008686708388
Position 13503: 0.0005033203354942213
Position 10336: 0.0004992790611967507
