Gene = Dusp23
index = 351
Annotated 5SS: [347]
Annotated 3SS: [1135]
SMsplice 5SS: [347]
SMsplice 3SS: [2036]
top_k =  1000
Partition function (log Z): -9.911547163386654

Sorted 5' Splice Sites (High to Low Probability):
Position 347: 0.6410757930908683
Position 359: 0.1935146848237438
Position 860: 0.15993338194891094
Position 1493: 0.08132588199020019
Position 1074: 0.05731754233258839
Position 183: 0.039698766360284285
Position 1273: 0.03877936697638977
Position 740: 0.029230507098299018
Position 458: 0.002897095916206891
Position 970: 0.00237711881112285
Position 637: 0.0022157083786374762
Position 1943: 0.0019658352634945473
Position 1390: 0.001931689278979545
Position 1909: 0.001743730035241925
Position 1406: 0.001664195474830532
Position 197: 0.001607509774740368
Position 185: 0.0015755771089881845
Position 39: 0.0014491966740136084
Position 445: 0.001309959183236279
Position 541: 0.0013025851813143075
Position 398: 0.001194463479093743
Position 2063: 0.0011458468936238466
Position 18: 0.0008925037065187534
Position 1766: 0.0008108335037626332
Position 430: 0.0007515867620264443
Position 64: 0.0007367712995400943
Position 228: 0.000509374196233938
Position 1300: 0.0004924824388305424
Position 615: 0.00039501445422455815
Position 1062: 0.0003288176352899193
Position 419: 0.0003280765806514378
Position 110: 0.0003225131411026283
Position 987: 0.00031796619446790997
Position 286: 0.0002764023689594907
Position 139: 0.0002210638451915647
Position 662: 0.0001974175877033344
Position 199: 0.00017387677886576382
Position 531: 0.0001716205766179
Position 1067: 0.00017020769543249462
Position 476: 0.00013227521347369928
Position 745: 0.00012722118781188262
Position 311: 0.00012025729621976501
Position 237: 0.00011983168185817519
Position 320: 0.00011301437688514793
Position 1866: 0.0001041589916114772
Position 166: 9.497669136317119e-05
Position 1292: 9.209033574358939e-05
Position 922: 7.854064452908073e-05
Position 1432: 7.273871610871958e-05
Position 932: 6.945813256104057e-05
Position 1380: 6.814120738795914e-05
Position 567: 6.593916930640056e-05
Position 1017: 6.342593894779996e-05
Position 1199: 5.993677447967604e-05
Position 1024: 4.713745050818636e-05
Position 1531: 3.181252680796801e-05
Position 864: 2.7689628583092795e-05
Position 1088: 2.4754191300413733e-05
Position 601: 1.7003780834105923e-05
Position 754: 1.173109751048876e-05
Position 557: 9.93376173997056e-06
Position 645: 8.827253736226898e-06
Position 471: 6.763528839006547e-06
Position 1069: 4.445854078309573e-06
Position 769: 4.3456263424073835e-06
Position 86: 2.220462218166851e-06
Position 584: 1.1800974664635232e-06
Position 1043: 1.1316512809056309e-06
Position 825: 3.272370532891363e-07
Position 1121: 2.0963873731983407e-07
Position 509: 1.7665986734414572e-07
Position 534: 1.251479686799639e-07
Position 562: 1.1428691983070223e-07
Position 689: 3.357804542142854e-08
Position 1878: 3.0112544556236365e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2036: 0.42646445187511023
Position 1135: 0.22441667892924408
Position 853: 0.13370282909397896
Position 1160: 0.08028500038806183
Position 1405: 0.0492219054058857
Position 904: 0.035216196179623585
Position 1907: 0.032068618380576466
Position 1223: 0.029894000871678584
Position 2107: 0.021637230928192655
Position 298: 0.02129608704641872
Position 525: 0.018111734812543027
Position 879: 0.015445479930944684
Position 792: 0.01454435403153973
Position 1259: 0.014176558378152317
Position 1869: 0.014148395437315789
Position 1448: 0.013067670499556329
Position 681: 0.012942651729727776
Position 1187: 0.012424448965702306
Position 2150: 0.011108951452517573
Position 1035: 0.00949996295828163
Position 1755: 0.008391634294550221
Position 1121: 0.008219031801988403
Position 2056: 0.00802201609933716
Position 2062: 0.0075451243627426105
Position 684: 0.006665813562897149
Position 1466: 0.005888960805091127
Position 1226: 0.004826416543536438
Position 581: 0.0032816156278774196
Position 724: 0.0031304886729200936
Position 1367: 0.0026525725461643544
Position 1811: 0.0023633895909347187
Position 1204: 0.002092422301324597
Position 509: 0.0018935478366820747
Position 1626: 0.0017498377871739798
Position 1207: 0.001624583979976176
Position 1841: 0.0014373821662163847
Position 830: 0.00133367619444488
Position 1282: 0.0012896141546803429
Position 1937: 0.001170239112565025
Position 530: 0.0010257587657350395
Position 884: 0.0008577479339396058
Position 1838: 0.000800350618350946
Position 769: 0.0007606142552430425
Position 1432: 0.000585989109412946
Position 1435: 0.000581875581368898
Position 1300: 0.0005071831560924053
Position 228: 0.00045355646242189286
Position 820: 0.00038514036694737333
Position 1659: 0.0003493741344672549
Position 943: 0.0003437401048823354
Position 1715: 0.0003427992374277435
Position 1006: 0.0002365806197416704
Position 913: 0.00022217811058417933
Position 1808: 0.00021601540426917192
Position 181: 0.00021558111195394534
Position 2113: 0.00020517005083057279
Position 1672: 0.0001843222828875684
Position 528: 0.00017422826790398837
Position 1309: 0.0001472644328003925
Position 464: 0.0001466599763937378
Position 486: 0.0001151991137410729
Position 557: 0.0001146791324309122
Position 736: 0.00011352028564704672
Position 166: 0.00011273366242296757
Position 739: 0.00011006711761132334
Position 234: 9.402753174936619e-05
Position 544: 8.906784088030865e-05
Position 973: 8.361970212922248e-05
Position 733: 8.202136844464932e-05
Position 1675: 6.827014824587842e-05
Position 1757: 6.674038030308473e-05
Position 1914: 6.556143916068182e-05
Position 2071: 6.506776290998107e-05
Position 1285: 6.317356768536858e-05
Position 1056: 6.088884123171139e-05
Position 1817: 5.639488681761421e-05
Position 1634: 5.612597250246123e-05
Position 634: 5.5591560048448355e-05
Position 952: 5.287831775159515e-05
Position 947: 4.582061277836284e-05
Position 745: 4.5312976202876235e-05
Position 1083: 4.415268923179633e-05
Position 589: 3.6764042426455194e-05
Position 922: 3.179393457960331e-05
Position 1527: 3.1718364570140105e-05
Position 584: 2.6864622024004047e-05
Position 1078: 2.5339421178706565e-05
Position 651: 2.0049473521201535e-05
Position 211: 1.851353437548208e-05
Position 1333: 1.667278294501582e-05
Position 551: 1.4246845474206097e-05
Position 316: 1.224775821222337e-05
Position 1288: 1.2016668130219713e-05
Position 636: 8.390076974059879e-06
Position 605: 4.700465519882098e-06
Position 1017: 4.514075368850736e-06
Position 615: 3.2108945738854325e-06
Position 959: 2.67944483063079e-06
Position 567: 2.3227247255377203e-06
Position 864: 1.5528754263767018e-06
Position 997: 1.2387540963343222e-06
Position 593: 1.1558934052105348e-06
Position 653: 1.1465205961162376e-06
Position 964: 1.030990649709382e-06
Position 541: 3.685996641848817e-07
Position 1058: 3.442871067707462e-07
Position 987: 2.9304591070878794e-07
Position 346: 2.2165025657946049e-07
Position 622: 1.9001014758974946e-07
Position 555: 1.7942562523514632e-07
Position 413: 1.6164323926790732e-07
Position 351: 8.343901768558583e-08
Position 328: 8.205703391092168e-08
Position 471: 7.819572204508532e-08
Position 344: 7.490798130828764e-08
Position 553: 2.751464783058281e-08
Position 436: 2.5883843173949086e-08
Position 428: 2.2631418957445383e-08
Position 367: 1.978749252795746e-08
Position 369: 1.1616194885865934e-09
Position 419: 6.594514782731761e-10
Position 373: 3.931205961013098e-11
Position 390: 1.2776505567278358e-11
Position 363: 1.0841527866592162e-11
Position 438: 5.42141473960611e-12
Position 375: 4.390482088388332e-12
Position 430: 3.674836913613503e-12
Position 398: 9.623335929240004e-13
