Gene = Pag1
index = 789
Annotated 5SS: [   469  46418  81267 127597 128976 131722 134455 137561]
Annotated 3SS: [ 46358  81192 127389 128923 131624 133867 137500 139549]
SMsplice 5SS: [   469  11124  23661  31257  35058  46418  70733  81267  96861 103620
 127597 128976 131722]
SMsplice 3SS: [ 11002  23553  31160  34955  46358  70646  81192  96747 103548 127389
 128923 131624 143289]
top_k =  1000
Partition function (log Z): -67.563198600725

Sorted 5' Splice Sites (High to Low Probability):
Position 469: 0.9486504254811018
Position 11124: 0.9092432944051466
Position 5917: 0.3383919355504173
Position 12791: 0.19564274090827846
Position 4714: 0.18935936535493214
Position 4086: 0.1702647193394872
Position 4801: 0.15606224470096064
Position 3361: 0.09369999225946316
Position 12195: 0.06504716484146698
Position 8301: 0.046675192734103206
Position 4524: 0.04614670938896218
Position 5699: 0.04012775009454682
Position 8192: 0.03871339137601359
Position 5701: 0.03523461911611765
Position 517: 0.03010196475461552
Position 699: 0.028630469425228882
Position 4827: 0.02309225110241201
Position 2211: 0.022921661645632897
Position 302: 0.02204669896335479
Position 5616: 0.017939788436616488
Position 2277: 0.016050734480677672
Position 2388: 0.014144760425796024
Position 11742: 0.01387266757576049
Position 4805: 0.012601134951011936
Position 135: 0.008598293709261623
Position 4233: 0.008093189862841453
Position 2894: 0.006438065832334774
Position 105: 0.005385810761928688
Position 1878: 0.0052300098376582725
Position 2640: 0.004053717507247179
Position 6437: 0.0038755587314104724
Position 8327: 0.0037669041086728873
Position 3630: 0.003470886776035889
Position 13095: 0.0026252923483745284
Position 4611: 0.0020180791017542976
Position 2295: 0.001951333780443294
Position 1237: 0.0019047358313185054
Position 1531: 0.0016491393169165002
Position 1114: 0.0015851248097488195
Position 2685: 0.0015536261979169528
Position 2636: 0.001532143853616729
Position 11411: 0.001494735624637343
Position 11056: 0.0013520845391629724
Position 13369: 0.0011811212859620418
Position 2554: 0.0008297652592655219
Position 4090: 0.0005367642790564778
Position 163: 0.0005217573806473631
Position 2300: 0.00046526238986675463
Position 3721: 0.00042177743754421264
Position 4188: 0.00042021894965988944
Position 2794: 0.00035097558396019363
Position 274: 0.0002614442536582571
Position 74: 0.00023338461600142692
Position 110: 0.00020148955268765512
Position 4873: 0.00016333468051431838
Position 1888: 0.000116277607022886
Position 492: 0.00011199448173600513
Position 176: 0.00010854496303525637
Position 3573: 9.869283526905154e-05
Position 1801: 9.841072107021629e-05
Position 598: 9.482727755459925e-05
Position 3662: 8.027177556745835e-05
Position 1131: 7.914137737158188e-05
Position 3412: 7.884480708645413e-05
Position 1903: 7.380099698566597e-05
Position 683: 6.261726436538587e-05
Position 86: 6.081949592161596e-05
Position 2192: 5.380804830762085e-05
Position 181: 4.4038654241054955e-05
Position 588: 3.9333277436449266e-05
Position 3287: 3.664339574395262e-05
Position 3244: 3.400062444569435e-05
Position 3268: 2.883817761421831e-05
Position 3508: 2.860308495871968e-05
Position 3767: 2.674359478466312e-05
Position 179: 2.018968241540222e-05
Position 11933: 1.8035486438257102e-05
Position 267: 1.3789702007118505e-05
Position 285: 1.0802471574583735e-05
Position 257: 9.594749678302357e-06
Position 21: 2.4499846935342475e-06
Position 1924: 2.4364747416065603e-06
Position 419: 1.9198422041571547e-06
Position 1557: 1.8951350130880407e-06
Position 279: 1.8574998228197447e-06
Position 480: 1.7314962410322017e-06
Position 49: 1.6481372071004267e-06
Position 473: 1.2229022974175264e-06
Position 364: 1.120717982630434e-06
Position 777: 8.241073367070612e-07
Position 483: 7.448627277152317e-07
Position 548: 3.4479438885734773e-07
Position 3488: 2.753885003877034e-07
Position 3251: 2.558751456247562e-07
Position 3490: 1.8266210773955436e-07
Position 1476: 1.1800174415802933e-07
Position 768: 3.0086766424924165e-08
Position 638: 2.649473147104403e-08
Position 920: 2.5209236172311075e-08
Position 668: 2.4036990457968456e-08
Position 560: 1.2634782723635954e-08
Position 504: 7.701731046834991e-09
Position 1054: 1.832833652703779e-09
Position 1220: 8.616484452384906e-10
Position 1018: 4.2233112340554136e-10
Position 1062: 3.414887965140216e-10
Position 763: 1.6659547836729268e-10
Position 3492: 1.349701885869382e-10
Position 1205: 1.0512904099766562e-10
Position 1191: 7.202251158124319e-11
Position 535: 7.724901718499023e-13
Position 532: 7.518331193460503e-13
Position 521: 5.188941323842663e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 11002: 0.7275405042375115
Position 4602: 0.2800341898889358
Position 5838: 0.22506332181603556
Position 12691: 0.21309216435787165
Position 23553: 0.2098320721354004
Position 11100: 0.206142127589213
Position 3937: 0.15173727082914848
Position 12890: 0.1435331006562439
Position 14805: 0.0997039026866728
Position 5505: 0.09861436488998959
Position 11570: 0.08998499740061243
Position 8065: 0.08582696286927786
Position 3309: 0.08145808960673592
Position 5690: 0.07692784455597709
Position 16080: 0.06776504774119617
Position 4667: 0.06640017023014069
Position 14769: 0.0597858614847891
Position 12084: 0.05036607590269857
Position 14294: 0.037358192220106765
Position 14311: 0.030949152310593493
Position 3940: 0.029739862656004513
Position 16781: 0.02911454735249505
Position 13188: 0.028917305976546986
Position 11300: 0.02563098782231896
Position 2210: 0.024262798920390276
Position 541: 0.022087617696092278
Position 4713: 0.020845362267864386
Position 12034: 0.0199777344332002
Position 2096: 0.018690367738494536
Position 4441: 0.01728098800999175
Position 4575: 0.01727956548195024
Position 5739: 0.016103693928366532
Position 11186: 0.01492521315723859
Position 4316: 0.012890370418557525
Position 18799: 0.012564965642197917
Position 5557: 0.011464302465911779
Position 11333: 0.008746710765595227
Position 14165: 0.008527199016139984
Position 16218: 0.008511702951704392
Position 564: 0.008402893250132631
Position 14360: 0.007870732268727022
Position 13256: 0.007644944602340355
Position 3562: 0.007127654433918736
Position 4417: 0.007127439956388349
Position 3286: 0.007015802887662015
Position 11848: 0.0065082594954993045
Position 2066: 0.005927946186793782
Position 4364: 0.005921412042812752
Position 8185: 0.0050916962778675785
Position 2947: 0.004993341132399015
Position 12486: 0.0049913222827537235
Position 5772: 0.004973621280793088
Position 279: 0.004790426910891603
Position 2472: 0.004627499729373253
Position 13917: 0.0044591245028621496
Position 338: 0.0043373305170283935
Position 14788: 0.004326633528546
Position 399: 0.0042215231770524105
Position 11280: 0.0038898036010377103
Position 2762: 0.00341286831473954
Position 13154: 0.003402262843495755
Position 11318: 0.0033645713552493944
Position 4484: 0.0031697214520555322
Position 12724: 0.003008584107861676
Position 2475: 0.002735828594963986
Position 13678: 0.002711189329523394
Position 11705: 0.0026467938563953432
Position 5756: 0.0025997754216121297
Position 3854: 0.0024541031092708385
Position 14739: 0.00220982018798261
Position 7826: 0.002096859473806347
Position 3242: 0.0020671259578917893
Position 11153: 0.0018164203565756779
Position 2874: 0.0018043932085240173
Position 2113: 0.0017980348578694183
Position 6323: 0.001777878850039765
Position 14240: 0.0017615136942939584
Position 195: 0.0017555396003502617
Position 6152: 0.0017285844365366749
Position 1710: 0.0017266064120180378
Position 1770: 0.0017094582275809487
Position 11865: 0.0014707051506457113
Position 1148: 0.0013767006722244129
Position 2073: 0.0013569322980423397
Position 8629: 0.0013557744278324786
Position 2825: 0.0013522547653134788
Position 1430: 0.0012844945402586965
Position 5669: 0.0011773212826736072
Position 2127: 0.001155993644789675
Position 11770: 0.0011533499401292602
Position 2099: 0.001127949788668944
Position 2665: 0.0011037058897248931
Position 6281: 0.0009711754807395652
Position 913: 0.0009287359293317932
Position 2522: 0.0008329721915122697
Position 4717: 0.0008108671260454603
Position 12396: 0.0007959075977755005
Position 1810: 0.0007464130554937269
Position 10829: 0.0007452656615056017
Position 1584: 0.0006670703040683684
Position 359: 0.0006096935426032178
Position 1782: 0.0006079318447997568
Position 4467: 0.0005936867920629353
Position 229: 0.0005806361497585714
Position 1289: 0.000545412344983198
Position 5041: 0.00052374145249168
Position 3146: 0.0004864616286213521
Position 999: 0.0004505641495741559
Position 1050: 0.00042338650743474346
Position 2048: 0.00041002912073177924
Position 2226: 0.0004035673669092539
Position 547: 0.0003771606925584574
Position 4151: 0.0003656622354717332
Position 796: 0.00031772791864336853
Position 1690: 0.0002631517348220588
Position 7609: 0.0002534075152734487
Position 1327: 0.000240542934042303
Position 1191: 0.00022906953894718805
Position 4186: 0.00022854767256310808
Position 2303: 0.00021589992474443503
Position 3573: 0.00020834485710580515
Position 7106: 0.00019810123381836835
Position 8326: 0.0001890686127992029
Position 2129: 0.00018465314943500081
