Gene = Snorc
index = 997
Annotated 5SS: [ 141 4935]
Annotated 3SS: [4751 5057]
SMsplice 5SS: [ 141 4935]
SMsplice 3SS: [4751 5057]
top_k =  1000
Partition function (log Z): -3.3261630289960555

Sorted 5' Splice Sites (High to Low Probability):
Position 141: 0.9516180231349861
Position 4935: 0.5377606737361249
Position 3680: 0.3393434671632809
Position 2512: 0.3166446061502638
Position 4981: 0.29185460660639184
Position 1819: 0.25102165076910765
Position 1235: 0.0866741105764593
Position 3689: 0.08072773022091302
Position 1689: 0.0777383176529713
Position 310: 0.0323291601381888
Position 4364: 0.03086971349686196
Position 1396: 0.022699072530852318
Position 249: 0.02203705169603307
Position 4220: 0.021270775582144456
Position 1442: 0.017785154725795796
Position 1700: 0.017750637537089727
Position 2503: 0.011207102040007444
Position 2751: 0.01056605489573138
Position 2532: 0.009618570090413505
Position 320: 0.0080845782304477
Position 4572: 0.007748417800910502
Position 4037: 0.007597167315945878
Position 3306: 0.006394572239998734
Position 2112: 0.005326310015301611
Position 4080: 0.005230622419624569
Position 1140: 0.004264703422563351
Position 4818: 0.003589737255885797
Position 4631: 0.0035305257577680736
Position 1836: 0.003277396725592521
Position 4458: 0.0028802625093049404
Position 4812: 0.0026858825569345173
Position 3937: 0.0022358265089917275
Position 403: 0.0009421658789852123
Position 1407: 0.0006572889641553573
Position 571: 0.000555145048340835
Position 1029: 0.0005428160828929065
Position 375: 0.0005345030975505503
Position 1651: 0.0005213373931923924
Position 229: 0.000502385963695818
Position 913: 0.0004638951492198358
Position 1471: 0.0004000042652920752
Position 922: 0.00037060327807751154
Position 1467: 0.00034997352347644476
Position 267: 0.0002636699177631053
Position 362: 0.00023061867071230444
Position 1402: 0.00023017273626577074
Position 299: 0.00017659055369936754
Position 1337: 0.0001621605779083224
Position 1390: 0.00013496010622885714
Position 2491: 0.00012216046329995405
Position 1240: 9.228664170931937e-05
Position 2383: 9.1392948672888e-05
Position 1767: 7.253326657991079e-05
Position 1693: 7.138661084448973e-05
Position 4137: 6.951886328573697e-05
Position 131: 6.62944268362631e-05
Position 1679: 5.28051380524903e-05
Position 3763: 5.024586916260106e-05
Position 919: 4.887875404541694e-05
Position 2844: 4.677018815218578e-05
Position 1756: 4.394237424135933e-05
Position 2399: 3.8624701012224995e-05
Position 1381: 3.708916936680448e-05
Position 370: 3.452994093139654e-05
Position 1618: 3.308498256504229e-05
Position 1250: 2.821491173321742e-05
Position 218: 2.597448646240576e-05
Position 1610: 2.1559672398366754e-05
Position 116: 1.8285616822245857e-05
Position 619: 1.7543855567740987e-05
Position 644: 1.5806859592054343e-05
Position 1858: 1.5233030949798105e-05
Position 1932: 1.4110163218213818e-05
Position 1149: 1.1411878355190813e-05
Position 324: 1.046004466311898e-05
Position 2011: 7.932870010970706e-06
Position 926: 7.638225462370015e-06
Position 1113: 6.01806717093608e-06
Position 1900: 4.835530320715588e-06
Position 1987: 2.648866137848812e-06
Position 1131: 2.642307604089488e-06
Position 1138: 1.98840341935262e-06
Position 694: 1.369264650879391e-06
Position 36: 1.0394678273423852e-06
Position 933: 7.193412375664866e-07
Position 1195: 5.394555840338409e-07
Position 1219: 5.188492894356321e-07
Position 340: 3.9375349082403764e-07
Position 1058: 3.8380481653150114e-07
Position 29: 3.8232726195908956e-07
Position 576: 3.3941585992060815e-07
Position 38: 1.6196349364476862e-07
Position 871: 1.0433337015560229e-07
Position 92: 7.946352416158226e-08
Position 78: 1.4491872171669184e-08
Position 264: 1.1805562513293973e-09
Position 767: 9.233454577008856e-10
Position 658: 7.677857373420253e-10
Position 1228: 6.364255608226221e-10
Position 798: 5.106693427893153e-10
Position 1118: 3.745750245689892e-10
Position 1022: 3.7108851650111636e-10
Position 394: 6.062540594971332e-12
Position 387: 4.559639630240996e-12
Position 838: 5.300243889656046e-13

