Gene = Proser3
index = 857
Annotated 5SS: [   65  1515  2666  3232  5970  6148  8582  8786 11352 12354 12524]
Annotated 3SS: [ 1437  2568  3063  5844  6046  8498  8657 11175 11434 12441 12693]
SMsplice 5SS: [   65  2666  3232  8582  8786 11352 11879 12524]
SMsplice 3SS: [ 2568  3063  8498  8657 11175 11746 12441 12689]
top_k =  1000
Partition function (log Z): 4.857390547905853

Sorted 5' Splice Sites (High to Low Probability):
Position 8786: 0.9903112049451268
Position 2666: 0.9731291987094999
Position 8582: 0.8890972362250456
Position 11352: 0.8580160438044431
Position 65: 0.8136491341820249
Position 3232: 0.6310764482677228
Position 12524: 0.6268872691512405
Position 5970: 0.4843611190956219
Position 11879: 0.3993376040305981
Position 12354: 0.3731145433705158
Position 11900: 0.31866899803544
Position 6148: 0.23606507850174685
Position 3708: 0.17358819325782537
Position 7411: 0.17305695002728336
Position 10063: 0.1674459177215881
Position 70: 0.13202929342156117
Position 1515: 0.10923449903525054
Position 9441: 0.09869689095942595
Position 11630: 0.05337900822137642
Position 10650: 0.04562472538718645
Position 9768: 0.04404214069111705
Position 40: 0.0427708674737737
Position 11305: 0.04127599840064468
Position 276: 0.040385860190116946
Position 11377: 0.036014414494726275
Position 665: 0.03574550743762732
Position 12261: 0.03191395841467369
Position 5193: 0.025353301928622573
Position 9006: 0.024684246783620904
Position 6139: 0.02363152666601561
Position 9245: 0.022007194860542603
Position 9495: 0.02018756268647707
Position 6098: 0.020113137012685394
Position 5670: 0.01724904961140212
Position 6750: 0.015696503048589903
Position 5146: 0.015132301611844132
Position 11990: 0.012159349337214598
Position 6250: 0.011620596993611612
Position 444: 0.011207275990332652
Position 4398: 0.010169109684134875
Position 233: 0.00897203457526092
Position 9752: 0.008164091205652037
Position 957: 0.007817059073375234
Position 11747: 0.007473199068983245
Position 423: 0.006874003853514419
Position 4307: 0.006624909539052478
Position 449: 0.005426182865156744
Position 123: 0.005272243285916837
Position 8376: 0.004644739283892688
Position 621: 0.004587124162808604
Position 272: 0.003658227495432048
Position 2072: 0.0034587631579796074
Position 513: 0.0032668569538522605
Position 2509: 0.0026755576907397387
Position 6083: 0.0025513875218815367
Position 454: 0.0022421808410053377
Position 11365: 0.002238214129988127
Position 550: 0.0021349326506111344
Position 11930: 0.0020890482492605497
Position 11600: 0.0020095617433014577
Position 1858: 0.0018639826658432973
Position 308: 0.001615731637379298
Position 2937: 0.0015350569203916625
Position 280: 0.0015018019750694099
Position 5058: 0.0014395581752367518
Position 1593: 0.001431289577261836
Position 12586: 0.0013840914104259797
Position 11017: 0.0013629707105478474
Position 716: 0.0013106382482230962
Position 345: 0.001182362355127188
Position 3606: 0.0010856738134930066
Position 2349: 0.0010557369147500657
Position 12774: 0.001032080067088582
Position 9319: 0.0009838128140994488
Position 701: 0.0009691694689799028
Position 2914: 0.0009134357088814453
Position 1766: 0.000891760473903069
Position 12565: 0.0007379177397753254
Position 1994: 0.0007138319195903423
Position 3180: 0.0005784584655925218
Position 2309: 0.0005467937627643243
Position 467: 0.0004820048298447826
Position 8807: 0.0004755163366189499
Position 2481: 0.00045880478084941946
Position 8615: 0.00042883415973643546
Position 12225: 0.0004260464907026028
Position 5346: 0.00042178416642759336
Position 3517: 0.0004085955735620301
Position 1884: 0.00039245381722569886
Position 310: 0.00038496948294730653
Position 6284: 0.0003534888238115466
Position 12762: 0.0003491194879221678
Position 6364: 0.00033826125347759316
Position 7388: 0.0003358937366621769
Position 636: 0.0003335165582687961
Position 473: 0.00029342078361724473
Position 11453: 0.0002611813872574623
Position 12646: 0.00023429841336945707
Position 2758: 0.00021878683191793198
Position 1565: 0.000207780047595762
Position 5845: 0.00019949815703162487
Position 8799: 0.00016904753621247129
Position 12694: 0.00015897656592315002
Position 633: 0.00012974854258879012
Position 364: 0.0001126881093244052
Position 735: 0.00010879327797422185
Position 3224: 8.39367359678662e-05
Position 12114: 6.630241605979763e-05
Position 2619: 4.3874231571925623e-05
Position 9264: 4.263953722325202e-05
Position 3236: 4.142523874973876e-05
Position 2525: 2.942673488882954e-05
Position 3162: 2.6066888431922124e-05
Position 2572: 2.5945904834398627e-05
Position 2998: 2.286074994036703e-05
Position 2820: 2.1971401411777973e-05
Position 134: 1.822433408825579e-05
