Gene = Ube2m
index = 1158
Annotated 5SS: [ 653 1708 1840 2062 2432]
Annotated 3SS: [1612 1800 1957 2367 2518]
SMsplice 5SS: [ 653 1708 2062 2432]
SMsplice 3SS: [1612 1800 2250 2518]
top_k =  1000
Partition function (log Z): -2.455592168100756

Sorted 5' Splice Sites (High to Low Probability):
Position 1708: 0.9061328500916099
Position 2432: 0.7696741446611776
Position 2062: 0.7488225823068012
Position 1840: 0.3989565025567369
Position 653: 0.33639984902000075
Position 98: 0.2857242876034165
Position 2106: 0.17024189826837982
Position 1861: 0.1449449077271944
Position 108: 0.138758514811725
Position 1156: 0.11673770339717564
Position 2732: 0.10743019549928834
Position 679: 0.09201640475011594
Position 181: 0.06418624787223504
Position 2661: 0.03659453413325207
Position 1958: 0.0323685714202811
Position 1883: 0.02425640848673959
Position 719: 0.022008357528810536
Position 1690: 0.018354673217087517
Position 2616: 0.01604174013707279
Position 733: 0.016024381543949407
Position 1058: 0.014632901533798254
Position 443: 0.01151586568036864
Position 1714: 0.010426194404126789
Position 762: 0.0078743091508805
Position 450: 0.006810945729134121
Position 2737: 0.006712491792700938
Position 1368: 0.006160326372210673
Position 390: 0.00449847650730406
Position 340: 0.0042904058638345895
Position 1991: 0.0033326102967021006
Position 1697: 0.002814157801198392
Position 659: 0.002754019084186138
Position 728: 0.002400547063954678
Position 1016: 0.0019593949358610806
Position 939: 0.0018829676972352996
Position 1177: 0.0018806438373942683
Position 1239: 0.0016777185057377875
Position 911: 0.0015270006592388481
Position 2163: 0.0014590806282875541
Position 1283: 0.0014383932578673475
Position 2419: 0.0013840530123804874
Position 2441: 0.0013655057755569383
Position 1520: 0.001272258000303922
Position 980: 0.001221114002520069
Position 2597: 0.0011668903803391754
Position 2629: 0.0008794834518001426
Position 767: 0.0008571658442643695
Position 2436: 0.0008355410162317561
Position 204: 0.0007302836745099099
Position 216: 0.00070280040598396
Position 1039: 0.0006775059194520537
Position 2561: 0.00048796844480778487
Position 989: 0.00041164366455482404
Position 624: 0.00034690691220720844
Position 742: 0.00033936953421668576
Position 1497: 0.0002890704492442922
Position 2941: 0.0002855256727500925
Position 725: 0.0002788025956538225
Position 2235: 0.00024780004067658824
Position 1276: 0.00023175897059195616
Position 2299: 0.00021770739999284333
Position 280: 0.00021330197661069663
Position 1163: 0.00020708458235818016
Position 309: 0.00020019317067341422
Position 385: 0.0001530941468688373
Position 1853: 0.00014651797321805539
Position 2619: 0.00014574608885887302
Position 1851: 8.996942191822157e-05
Position 1821: 8.48441053255493e-05
Position 929: 7.013020059711399e-05
Position 492: 6.94630891273039e-05
Position 745: 6.640305178052648e-05
Position 501: 6.309179025283475e-05
Position 2294: 6.074222200507945e-05
Position 848: 5.907324992637106e-05
Position 1064: 5.540497771521603e-05
Position 689: 5.485389721085183e-05
Position 1844: 5.430354816796142e-05
Position 2687: 4.755803535932654e-05
Position 672: 4.595585746999074e-05
Position 1323: 4.4786625780237736e-05
Position 1160: 3.8001664802702476e-05
Position 1869: 3.677643995385546e-05
Position 1764: 3.5518952163411994e-05
Position 2266: 2.6282198949682212e-05
Position 2143: 2.253583468413469e-05
Position 2584: 1.6317855556751455e-05
Position 2183: 1.2533931971656522e-05
Position 2462: 8.132870204462118e-06
Position 1825: 4.81691848490962e-06
Position 16: 3.850944029739542e-06
Position 1968: 3.7386013350773794e-06
Position 2177: 2.9468965662246676e-06
Position 1996: 2.3441646865137195e-06
Position 2384: 1.2137363233950721e-06
Position 886: 8.594200031437527e-07
Position 946: 7.772247256994151e-07
Position 1123: 7.052186130139403e-07
Position 780: 6.575075691091823e-07
Position 44: 6.089735583937425e-07
Position 1429: 5.168557336730669e-07
Position 1207: 4.578971774470057e-07
Position 588: 4.211523249918491e-07
Position 1998: 4.054445024447605e-07
Position 1477: 3.837418085148959e-07
Position 1236: 3.7683838314343014e-07
Position 905: 3.0448296262285613e-07
Position 2009: 1.4584101068239573e-07
Position 2314: 1.0795587939534121e-07
Position 2042: 1.9485151756216816e-09
Position 2171: 3.947892852859624e-10
Position 2122: 7.425552223620271e-11
Position 1068: 1.1397290141642491e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1800: 0.9268190977018516
Position 1612: 0.9161459977012467
Position 2518: 0.888451560472769
Position 1957: 0.41285223383255315
Position 2250: 0.4024695011588015
Position 2367: 0.2999720428296468
Position 2799: 0.18596701795078993
Position 1990: 0.1372582596160243
Position 2183: 0.07366649395279323
Position 570: 0.037638394887115526
Position 567: 0.03283448821648289
Position 542: 0.029872224795458542
Position 2061: 0.028222188334818567
Position 2335: 0.025186038434296253
Position 1953: 0.02034732269300502
Position 2521: 0.012691484214169269
Position 2273: 0.010346478322940228
Position 1078: 0.010306434087835615
