Gene = Psmd8
index = 868
Annotated 5SS: [ 425 1559 1783 3636 4629 5291]
Annotated 3SS: [1485 1679 3469 4527 5178 5953]
SMsplice 5SS: [ 425 1559 1783 3636 4629 5291]
SMsplice 3SS: [1485 1679 3469 4527 5178 5953]
top_k =  1000
Partition function (log Z): 5.559627076980686

Sorted 5' Splice Sites (High to Low Probability):
Position 425: 0.934067428533869
Position 5291: 0.8590258782838921
Position 3636: 0.8454320850127298
Position 4629: 0.8327358421172404
Position 1783: 0.8299370841616001
Position 1559: 0.6957409629252093
Position 213: 0.44513361493506226
Position 4212: 0.22982740034672342
Position 1788: 0.15042600497254055
Position 5593: 0.1487799840750009
Position 2877: 0.1165984328041008
Position 689: 0.08025625645645756
Position 4388: 0.06650926885141806
Position 4046: 0.043805365429917656
Position 3672: 0.042365249145115934
Position 3090: 0.040819331996735445
Position 5077: 0.030582232594511084
Position 1574: 0.030174928100770708
Position 5341: 0.027462703841934614
Position 6061: 0.02587418121110387
Position 3667: 0.019020579592556135
Position 1959: 0.0179609726409211
Position 1439: 0.016536422748557322
Position 2579: 0.016118843369834508
Position 5699: 0.012469868136091513
Position 5317: 0.010162921521504723
Position 269: 0.009388379204946149
Position 5888: 0.009110047013217711
Position 1298: 0.009101156758756489
Position 3901: 0.008537263863477784
Position 4357: 0.00840806088088401
Position 5326: 0.005569559690915781
Position 2348: 0.004339271938781038
Position 5876: 0.00414367226552721
Position 346: 0.004134158475260939
Position 222: 0.004000390582287224
Position 648: 0.0033158034476880173
Position 4223: 0.0031579692052688935
Position 4555: 0.0031018777415897348
Position 5000: 0.0029762080207459685
Position 4097: 0.0027613821958309835
Position 1585: 0.002603043587423883
Position 468: 0.0025935737875321446
Position 432: 0.0021061741280124155
Position 1310: 0.0020116745869848875
Position 1353: 0.001875126972504646
Position 5302: 0.0016792901753208112
Position 69: 0.0014891560437430265
Position 2575: 0.0014745453694468202
Position 4302: 0.0014283710571030505
Position 4443: 0.0014124407415548683
Position 4061: 0.001401583559940159
Position 5435: 0.0013963163079292874
Position 4664: 0.0012546986487138672
Position 4261: 0.0012302947317271097
Position 4396: 0.001182416170113684
Position 137: 0.0010474735167528026
Position 5737: 0.0010020443838799826
Position 2692: 0.0009906618590500038
Position 1414: 0.0009906422032913236
Position 5589: 0.0009742549155335942
Position 1821: 0.0009521366405116305
Position 2861: 0.0008372951968577845
Position 317: 0.0007905866303672611
Position 5485: 0.0007637181097500587
Position 5036: 0.0007560625362572042
Position 1288: 0.0006335116827127373
Position 710: 0.000624595365977311
Position 393: 0.0005958521195215175
Position 1825: 0.0005374367790748179
Position 5300: 0.0005236518958926591
Position 2640: 0.000507236356459545
Position 3309: 0.00042757707626389294
Position 4908: 0.0004256450126253925
Position 5103: 0.00041088880603174757
Position 6107: 0.00040174421214890076
Position 1206: 0.0003719360333319033
Position 440: 0.0003020196683380927
Position 565: 0.0002977538110853842
Position 492: 0.000284928159545114
Position 5081: 0.0002752916417500564
Position 1605: 0.0002582008692810401
Position 3197: 0.0002481714250638321
Position 3959: 0.00024130693848727834
Position 1388: 0.00022448697213599717
Position 1599: 0.00021978479293651882
Position 2968: 0.00020507079433020463
Position 1241: 0.00020176646894498867
Position 1384: 0.0001712000274279771
Position 4981: 0.00015332387565226283
Position 509: 0.00015124247603575595
Position 3621: 0.00012028257678037449
Position 2520: 0.00011466057887833122
Position 5851: 0.00011201118542101553
Position 399: 0.00010515872154587398
Position 6053: 8.775235117630862e-05
Position 1578: 8.682975931304307e-05
Position 1215: 8.593851299695579e-05
Position 5599: 7.448209745858807e-05
Position 4633: 4.7804849257934056e-05
Position 6134: 4.7446518547882875e-05
Position 696: 4.2405828150466895e-05
Position 277: 4.106180774009299e-05
Position 204: 4.091237263550592e-05
Position 4285: 3.908143598834577e-05
Position 1563: 3.651497400366505e-05
Position 4323: 3.231359021661385e-05
Position 58: 2.7994686926889153e-05
Position 17: 2.438234203230221e-05
Position 1253: 2.3324635026789588e-05
Position 3679: 2.0657856859249612e-05
Position 287: 1.7948333740252558e-05
Position 2071: 1.1922077030124721e-05
Position 1443: 1.1627527075723852e-05
Position 152: 1.1264110734449363e-05
Position 2380: 9.523056128387344e-06
Position 1940: 7.685380270044352e-06
Position 2316: 5.797711055381105e-06
Position 897: 5.466651351468819e-06
Position 217: 4.9408402904707754e-06
