Gene = Aamdc
index = 91
Annotated 5SS: [  132 14347 21367]
Annotated 3SS: [14196 21270 28755]
SMsplice 5SS: [  132  3910 14347 21367 23558]
SMsplice 3SS: [ 3805 14196 21270 23418 28755]
top_k =  1000
Partition function (log Z): -6.288981132969367

Sorted 5' Splice Sites (High to Low Probability):
Position 14347: 0.9969465717423704
Position 3910: 0.8026398279994602
Position 21367: 0.729965237060564
Position 132: 0.7136920447998133
Position 23558: 0.6925904691368877
Position 17607: 0.52109587196245
Position 8329: 0.31181487299573085
Position 905: 0.258551728617337
Position 8223: 0.21175865416004402
Position 7035: 0.20208139816795642
Position 258: 0.1861621774095823
Position 21652: 0.16677835736058497
Position 6892: 0.12387391101817338
Position 3464: 0.11053341650818785
Position 1240: 0.0912314442538959
Position 7506: 0.08076204199755166
Position 8217: 0.07985988283653621
Position 4551: 0.0780705491951211
Position 26627: 0.07487376294069042
Position 16239: 0.07439571016109503
Position 9841: 0.054468337449449386
Position 23899: 0.050416806293137766
Position 6978: 0.04585808062231801
Position 3089: 0.04505344975119939
Position 242: 0.04382099200736026
Position 26907: 0.0437544499674839
Position 1040: 0.03607323020785291
Position 23936: 0.03487125967810907
Position 1757: 0.03203325000657588
Position 10328: 0.029850681861834365
Position 11011: 0.02827368985893874
Position 808: 0.02720513589336907
Position 84: 0.02568441347251892
Position 9811: 0.024853593344146167
Position 1470: 0.02276919472273049
Position 26463: 0.021924779590000117
Position 3947: 0.02115649768823108
Position 28867: 0.019360377704523042
Position 3108: 0.019126902844385892
Position 16207: 0.01879975383158452
Position 24886: 0.015351594701406537
Position 6872: 0.013618521545959597
Position 16942: 0.013081029139729722
Position 2558: 0.01268602439621739
Position 3736: 0.008529661360718402
Position 3811: 0.007522135664684868
Position 23658: 0.006799432314469244
Position 366: 0.006624683345204549
Position 15613: 0.00647098229839187
Position 2004: 0.005105546116969204
Position 7199: 0.004744120519599171
Position 24914: 0.0036557262110065076
Position 2705: 0.003283776960436468
Position 3472: 0.003279222846259719
Position 7285: 0.002835495518411867
Position 3126: 0.002454290605459949
Position 18151: 0.0018900641775206279
Position 15765: 0.001809226162173727
Position 2671: 0.0017246872539016115
Position 2504: 0.0015924756202263443
Position 18120: 0.001458330991363837
Position 543: 0.00138849502069878
Position 2232: 0.0012876185285133341
Position 944: 0.0010497161956626907
Position 4320: 0.0010315802977150569
Position 1031: 0.0010178388929304551
Position 606: 0.0009877724138286858
Position 1086: 0.000956388377868342
Position 6050: 0.0009520755568204234
Position 2675: 0.0009018441575618618
Position 480: 0.0008580277820461581
Position 21433: 0.0008357220722511837
Position 18854: 0.0007772531352160216
Position 2188: 0.0006992881298120312
Position 2182: 0.0005781145822301697
Position 2256: 0.000507772038975526
Position 1221: 0.00039865768973226893
Position 2685: 0.00026311090746194163
Position 3510: 0.00015989744844245485
Position 1371: 0.0001525545586938226
Position 411: 0.0001427063113265224
Position 28861: 0.00011823229338366296
Position 615: 0.00011491131269716482
Position 304: 7.899958508296424e-05
Position 14785: 7.21023672555237e-05
Position 136: 6.715329699977453e-05
Position 263: 6.570034883047351e-05
Position 294: 5.845539848252276e-05
Position 190: 5.104278908788388e-05
Position 14396: 4.3317029703223895e-05
Position 14296: 2.62401233303172e-05
Position 316: 1.6863465704372236e-05
Position 888: 1.1829375631720559e-05
Position 428: 1.1807645319668993e-05
Position 595: 1.1456093786286542e-05
Position 318: 1.1293937469241772e-05
Position 450: 1.126088997657803e-05
Position 668: 7.578280982446596e-06
Position 340: 7.421187704037667e-06
Position 35: 5.123244461706737e-06
Position 335: 5.0010207580256085e-06
Position 587: 3.0723790572196362e-06
Position 59: 3.0240829685947476e-06
Position 1328: 2.664025066086075e-06
Position 681: 2.2397855130920763e-06
Position 774: 1.0904483197582711e-06
Position 333: 9.483145986204996e-07
Position 266: 9.46412503936293e-07
Position 1214: 6.962415789536546e-07
Position 812: 6.118531499207291e-07
Position 693: 3.673959857314991e-07
Position 852: 3.17355091314949e-07
Position 4984: 2.7311356165789784e-07
Position 4294: 2.6128629562647365e-07
Position 841: 2.526404644287855e-07
Position 3895: 2.379830310132229e-07
Position 857: 2.123237034786817e-07
Position 1323: 1.822840177049959e-07
Position 5474: 1.3016819472316885e-07
Position 3974: 1.1313127223598766e-07
Position 4443: 7.041770167414956e-08
Position 747: 4.196690807503468e-08
Position 4: 3.458175939855138e-08
Position 338: 3.314569141122961e-08
Position 5048: 3.2173488694091067e-08
Position 49: 2.8937384655687076e-08
Position 4969: 2.761439780157882e-08
Position 4370: 2.5612009456160956e-08
Position 702: 2.2137145719831597e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 14196: 0.9970280608723691
Position 28755: 0.9961538373994331
Position 21270: 0.7247197465499262
Position 3805: 0.7191855440607677
Position 23418: 0.6576888308513466
Position 17514: 0.5212387502633167
Position 8078: 0.477123899744479
Position 6844: 0.25078224411788935
Position 732: 0.143676456118155
Position 8184: 0.12631089082622138
Position 3786: 0.10622151904439454
Position 21462: 0.09838260618758445
Position 6780: 0.09107003389302401
Position 23696: 0.08585834231282796
Position 9722: 0.07932289545069633
Position 26511: 0.07487376294069042
Position 7343: 0.07439095998731768
Position 16083: 0.07274332062190914
Position 21584: 0.06846540001021867
Position 864: 0.0649078624138861
Position 1123: 0.060843885844864234
Position 4214: 0.04843236850051181
Position 26809: 0.04390709156519042
Position 23477: 0.04225196784542817
Position 787: 0.04208150132317291
Position 2897: 0.036215747263962685
Position 3382: 0.034734346342814255
Position 1430: 0.03326225566861761
Position 6887: 0.0327194000145229
Position 3408: 0.03016855779022586
Position 10223: 0.02985105243505793
Position 10881: 0.028273740450815234
Position 2952: 0.026468655972296848
Position 26284: 0.022076300778307887
Position 631: 0.019921461933755085
Position 3341: 0.019698917922504812
Position 818: 0.01617275433233042
Position 15999: 0.01444859416433444
Position 16835: 0.013106356239725682
Position 24708: 0.011829111521840135
Position 3368: 0.011561957577200814
Position 2338: 0.01017649336169894
Position 6971: 0.009968621019795683
Position 1685: 0.00897359914628731
Position 15459: 0.00847794112668859
Position 29102: 0.008021115898505755
Position 3379: 0.007992232321163487
Position 4370: 0.007922436656016312
Position 24847: 0.007247119467833481
Position 3640: 0.0067729557140341415
Position 1135: 0.00666593263314927
Position 660: 0.006527483579927523
Position 29006: 0.006473082296474846
Position 1640: 0.006447793104450123
Position 878: 0.0064232474788444675
Position 4404: 0.006186382213937447
Position 21027: 0.0061091864806130415
Position 4442: 0.006094602108299849
Position 7407: 0.005961720408790025
Position 812: 0.0050881188529336
Position 4461: 0.004783174036939706
Position 2480: 0.004657102141046818
Position 7175: 0.004467832184274445
Position 464: 0.004204689651610038
Position 3766: 0.004097392093568049
Position 3404: 0.0039861674170778546
Position 6814: 0.003970866029554374
Position 3026: 0.0038804242249333774
Position 1892: 0.003677976344363424
Position 18006: 0.003567601598025145
Position 16009: 0.0034408874089643256
Position 2132: 0.00331991152269081
Position 4347: 0.0030713193372607856
Position 1146: 0.0027793296976990037
Position 15930: 0.0025722990100848554
Position 2297: 0.0022892072420635187
Position 866: 0.002283175042515884
Position 29043: 0.0021788794405990593
Position 28950: 0.0019123572212949012
Position 385: 0.0015223925361689354
Position 693: 0.001504586751425096
Position 3810: 0.0014391243300593205
Position 4088: 0.001402284812748262
Position 2514: 0.0013980160522776455
Position 3311: 0.0013436059512122096
Position 1347: 0.001331068947906224
Position 747: 0.0012400328304460226
Position 606: 0.0011529292488725595
Position 1725: 0.0011272517015849738
Position 3159: 0.0010998371992222199
Position 984: 0.0010511345477148084
Position 1521: 0.0010017419140347765
Position 896: 0.0009851914396482445
Position 26048: 0.000978804143052449
Position 1008: 0.000944800841822284
Position 2938: 0.0009276860575409074
Position 1150: 0.0008763908598414955
Position 1323: 0.0008351844508100658
Position 3548: 0.000817826209867932
Position 635: 0.0008153585121912491
Position 3136: 0.0008012003625934125
Position 18734: 0.0007978011533445607
Position 1649: 0.0007688591272480902
Position 2575: 0.000764049541056254
Position 5975: 0.0007421827387185349
Position 29137: 0.0007317277641223211
Position 1158: 0.0007020158955319263
Position 3583: 0.000695028699171269
Position 1756: 0.0005777787043597635
Position 4286: 0.0005699182064044913
Position 2920: 0.000555997559047387
Position 1410: 0.0005079655565353207
Position 3413: 0.0004931479527131273
Position 2589: 0.0004801024825938975
Position 7386: 0.0004097410108630958
Position 927: 0.0004023989006846796
Position 698: 0.00036738551428620257
Position 664: 0.0003626782735597427
Position 3601: 0.000359036941271965
Position 1871: 0.0003293183065033832
Position 789: 0.00032240568549518373
Position 4176: 0.0003161971373053465
Position 1083: 0.00031543236894762363
Position 1800: 0.0003019628791187339
Position 389: 0.000297851012287677
Position 793: 0.0002973033937465903
Position 3210: 0.00028227471609363513
Position 2342: 0.00027664758876121365
Position 3420: 0.00026987885141171563
Position 753: 0.00025617579116314913
Position 831: 0.0002153424169971449
Position 1920: 0.00021505234989231472
Position 5554: 0.0002127311262808854
Position 1125: 0.00021167501205595572
Position 3120: 0.00020436176347195462
Position 28962: 0.00016144737690982722
Position 537: 0.00015803660372871103
Position 1702: 0.00014574176532317423
Position 3435: 0.00014196307201486482
Position 1105: 0.00013970964179229033
Position 4020: 0.00013817332996622248
Position 904: 0.00012017143269059764
Position 1576: 0.00011863884438763362
Position 404: 0.00011689391113346419
Position 22327: 0.00011602955740602106
Position 2077: 0.000114111492923942
Position 791: 0.0001042269537310778
Position 18431: 0.00010357223902342184
Position 4233: 9.765648684496366e-05
Position 22254: 9.302235032534918e-05
Position 4225: 8.819241580385378e-05
Position 1013: 8.741963029011696e-05
Position 21651: 8.132180872471793e-05
Position 1620: 8.00983109296027e-05
Position 1230: 7.939154683115642e-05
Position 14639: 7.51112346798638e-05
Position 679: 7.503906792146213e-05
Position 26981: 7.272456269753801e-05
Position 549: 7.125065450035498e-05
Position 574: 6.43405914911992e-05
Position 841: 5.6790782394931174e-05
Position 1299: 5.5298024168724285e-05
Position 1060: 5.327861621870258e-05
Position 1236: 5.035432527929284e-05
Position 7151: 3.332216937360921e-05
Position 22279: 3.0571192545875046e-05
Position 391: 2.5696727244589208e-05
Position 19074: 2.4973885576903868e-05
Position 3460: 1.943896736207293e-05
Position 3457: 1.9067437721876278e-05
Position 19939: 1.7939689210357607e-05
Position 2654: 1.5299713081032936e-05
Position 1202: 1.456206902110067e-05
Position 2167: 1.0476226760647131e-05
Position 15821: 1.0463104749979925e-05
Position 20915: 9.175942778295095e-06
Position 525: 8.862326372800772e-06
Position 17789: 8.777715480253132e-06
Position 16489: 8.695941472708549e-06
Position 567: 8.059141421108357e-06
Position 15171: 8.020549699908782e-06
Position 2528: 7.254774753901443e-06
Position 15175: 6.046389423953493e-06
Position 15190: 6.002705626184221e-06
Position 15018: 5.7326380027743876e-06
Position 18048: 5.695789876255718e-06
Position 17718: 5.490378109988489e-06
Position 757: 4.734056702624334e-06
Position 19206: 4.517653318067998e-06
Position 467: 4.028873415104949e-06
Position 2061: 4.011022041927403e-06
Position 241: 3.913275935706892e-06
Position 2483: 3.897659346420585e-06
Position 490: 3.864409613462032e-06
Position 17090: 3.324626207693962e-06
Position 230: 3.2796120549349543e-06
Position 1036: 2.993509168114322e-06
Position 2418: 2.9462724355751164e-06
Position 1193: 2.9073707505277514e-06
Position 1086: 2.8302131814815936e-06
Position 1064: 2.7165039671959563e-06
Position 14844: 2.4345536740604424e-06
Position 14788: 2.379188276896894e-06
Position 3196: 2.2891546194159756e-06
Position 411: 2.226466483606436e-06
Position 17138: 2.0456293456316867e-06
Position 15062: 2.037911192839072e-06
Position 1090: 1.559950752473537e-06
Position 1030: 1.4146816416630997e-06
Position 1098: 1.3960251039284802e-06
Position 10394: 1.3916136207930977e-06
Position 681: 1.283074751647946e-06
Position 578: 1.1253693056224665e-06
Position 17852: 1.1198184814429524e-06
Position 333: 9.093010828255837e-07
Position 11447: 8.909438692807567e-07
Position 1102: 8.38796574846779e-07
Position 1207: 7.76737821657525e-07
Position 640: 7.687835630715612e-07
Position 161: 7.41100240756865e-07
Position 16767: 7.359268930689281e-07
Position 1667: 6.77017625243351e-07
Position 11234: 6.423255199780907e-07
Position 710: 6.360854271782299e-07
Position 496: 6.344910497686322e-07
Position 14605: 6.220931352402125e-07
Position 214: 5.1149933177091e-07
Position 208: 5.043985751764172e-07
Position 4759: 4.889267253519479e-07
Position 1356: 4.862442863735974e-07
Position 1923: 4.525425992904158e-07
Position 416: 4.077307949544314e-07
Position 1821: 4.027510569915746e-07
Position 958: 4.0102481986184563e-07
Position 1853: 3.7923937684841987e-07
Position 493: 3.36785086245969e-07
Position 294: 3.1365129999480833e-07
Position 1328: 2.882946336514222e-07
Position 9545: 2.799473986017971e-07
Position 8857: 2.696024982455037e-07
Position 220: 2.66967289411919e-07
Position 234: 2.2091818741382304e-07
Position 252: 1.868650627326034e-07
Position 237: 1.8335891351353548e-07
Position 513: 1.7429933830552245e-07
Position 5266: 1.6034076023053018e-07
Position 1671: 1.4881118864917464e-07
Position 196: 1.2591999248211178e-07
Position 289: 1.1560080343069122e-07
Position 1973: 1.1013471913757624e-07
Position 300: 1.0089097027862548e-07
Position 6424: 9.671432474905665e-08
Position 8577: 9.562019057433856e-08
Position 170: 9.492656007870627e-08
Position 995: 9.481804060252485e-08
Position 257: 8.03224352673261e-08
Position 755: 7.360591157084625e-08
Position 246: 5.648836272732785e-08
Position 239: 5.02172789697368e-08
Position 507: 4.7914314027748424e-08
Position 182: 3.989413397417571e-08
Position 428: 3.477233906067562e-08
Position 176: 3.250022691990826e-08
Position 3986: 3.0048863066803754e-08
Position 3978: 2.9152417927133266e-08
Position 9213: 2.417500724539758e-08
Position 6483: 2.320910343383034e-08
Position 174: 1.3294777351081838e-08
Position 178: 1.3129168458294249e-08
Position 6607: 7.3787155735271505e-09
Position 4060: 7.24094416977089e-09
