Gene = 1700017B05Rik
index = 11
Annotated 5SS: [ 184 6227]
Annotated 3SS: [3471 8282]
SMsplice 5SS: [ 184 6227]
SMsplice 3SS: [6051 8282]
top_k =  1000
Partition function (log Z): -8.645811167770992

Sorted 5' Splice Sites (High to Low Probability):
Position 184: 0.9645204779704807
Position 6227: 0.566754993537738
Position 3845: 0.15028294208043846
Position 2832: 0.10768728358146266
Position 8103: 0.10612849992170047
Position 3656: 0.09502754430327875
Position 802: 0.07723547157250392
Position 8387: 0.06412477001085999
Position 3986: 0.06320923311664066
Position 1729: 0.05582959342294883
Position 8125: 0.050778103004275627
Position 4164: 0.039119819341400554
Position 4792: 0.029782476712326676
Position 9047: 0.020866940613544056
Position 321: 0.02022260972113144
Position 4187: 0.01731700601205638
Position 4000: 0.01656616965358016
Position 5114: 0.015514885450632957
Position 864: 0.014545359038265222
Position 6095: 0.0074865655236766564
Position 4596: 0.007463414189753685
Position 8460: 0.007334290662670163
Position 339: 0.007098871447320762
Position 1136: 0.006233510865430608
Position 1024: 0.00607410336050154
Position 5303: 0.005518105573839965
Position 9105: 0.004547926152955005
Position 1803: 0.004211797066556864
Position 3683: 0.00299119341935234
Position 407: 0.0027800930939914158
Position 1392: 0.002389378839019294
Position 6303: 0.0023877468933802175
Position 931: 0.002202762271055226
Position 3564: 0.001525754760172931
Position 3773: 0.0013931846692330995
Position 6533: 0.0013531028534477566
Position 8502: 0.0013282240132576268
Position 6110: 0.0012111071584408608
Position 4203: 0.0011928108643645544
Position 7115: 0.001082403291233837
Position 528: 0.0009216670080073951
Position 6158: 0.0007335315274719202
Position 770: 0.0006534624751179307
Position 6647: 0.0006519028042383981
Position 563: 0.0005935823239758828
Position 6209: 0.0005780890447499696
Position 3472: 0.0005432005288708662
Position 1348: 0.0005372837132586805
Position 2161: 0.0005188969853941885
Position 677: 0.0005093929765168681
Position 3749: 0.00041517360415491025
Position 2708: 0.00038027333734896044
Position 3338: 0.00036995990901804654
Position 989: 0.00034763932851549883
Position 241: 0.00031934967480767065
Position 6665: 0.0003138846270957969
Position 6104: 0.00026062812832652264
Position 1707: 0.00023162472063482117
Position 3144: 0.00020649206679776324
Position 1697: 0.00020542399327272274
Position 2079: 0.0001805833636553844
Position 173: 0.0001285657053705397
Position 3708: 0.0001043008054595507
Position 40: 0.000103629198104496
Position 1442: 9.428707729695307e-05
Position 3343: 7.902745673600775e-05
Position 152: 6.50777650469586e-05
Position 2506: 4.078417999999937e-05
Position 3148: 3.8030199648820425e-05
Position 2053: 3.798180710828283e-05
Position 2819: 3.565632907538029e-05
Position 3879: 3.230230377661986e-05
Position 1656: 2.9809605537654973e-05
Position 796: 2.8598120425373385e-05
Position 1313: 2.5396225044291333e-05
Position 1929: 2.4070165560360785e-05
Position 3389: 2.3149252936993424e-05
Position 981: 2.1837588688836117e-05
Position 3129: 2.1519081570121543e-05
Position 3863: 1.7133902107894648e-05
Position 2508: 1.5075518264796693e-05
Position 2070: 1.3807493634920919e-05
Position 1787: 1.2156488011544808e-05
Position 226: 8.358859474716085e-06
Position 1179: 6.884650001685737e-06
Position 256: 6.781235219842684e-06
Position 758: 6.6463301332072784e-06
Position 870: 6.4288331883338266e-06
Position 535: 5.0307510945448235e-06
Position 439: 2.7646528414555135e-06
Position 456: 2.6597968916644027e-06
Position 522: 1.798718697163692e-06
Position 52: 1.774528503222307e-06
Position 545: 1.7111286779892726e-06
Position 841: 1.1547696747167885e-06
Position 610: 1.1182519164896168e-06
Position 357: 1.0013666359164228e-06
Position 763: 6.19155439907844e-07
Position 1288: 3.151961038502505e-07
Position 822: 1.9104239893479468e-07
Position 589: 1.3869708270068944e-07
Position 830: 1.3480294585511812e-07
Position 735: 1.0054716734340659e-07
Position 665: 7.65650663148939e-08
Position 843: 2.2868056863191184e-08
Position 740: 1.940890175222898e-08
Position 576: 1.8530428387019626e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 8282: 0.6852980242581486
Position 6051: 0.4231881446408335
Position 8006: 0.1682128672654555
Position 6018: 0.13861897638075285
Position 8912: 0.13024861310130947
Position 3679: 0.12825633105065207
Position 3471: 0.11653102977342646
Position 3870: 0.0783949153464102
Position 4707: 0.06866715853843496
Position 9147: 0.06567485053078886
Position 4045: 0.06285618310789753
Position 2695: 0.060462454445257045
Position 1554: 0.04684557560846641
Position 6398: 0.0371963173879519
Position 647: 0.02852636302552011
Position 5959: 0.025720167527502325
Position 2668: 0.023214012443863855
Position 9252: 0.018036655488571703
Position 712: 0.01622394848250752
Position 618: 0.015130023686675183
Position 3757: 0.013631726885500649
Position 3817: 0.012507161011998943
Position 2641: 0.01216946794974792
Position 598: 0.010829517878911251
Position 7976: 0.008588221063149793
Position 941: 0.008124696669395656
Position 720: 0.007096598303171943
Position 8321: 0.006948545125434932
Position 6557: 0.006809305762762697
Position 4051: 0.005461899773515183
Position 6953: 0.005223846348197461
Position 1597: 0.004971019953866426
Position 270: 0.004751768308206437
Position 4746: 0.00465545093244087
Position 2787: 0.004385301926147157
Position 6000: 0.004363457815574373
Position 735: 0.004202470356492102
Position 5036: 0.003977715110026717
Position 4980: 0.003881388001180257
Position 2673: 0.003769072929734713
Position 4344: 0.0034358288022305543
Position 4420: 0.003383131883077791
Position 8537: 0.0032056823582946536
Position 1483: 0.0030570488505306916
Position 288: 0.0029348970817396503
Position 1629: 0.0028959046737069265
Position 2712: 0.0028223503931993545
Position 8620: 0.0027023751772844782
Position 4149: 0.002690389473311558
Position 9157: 0.0025684818624964073
Position 6093: 0.0022375044412291626
Position 873: 0.0021684257634532293
Position 1395: 0.0021081610823240693
Position 4375: 0.0020056370103630657
Position 673: 0.0020037798197323465
Position 5193: 0.0018550334263621852
Position 4712: 0.0017848371632568963
Position 6704: 0.0017746416639989764
Position 8475: 0.0017593294199068667
Position 3820: 0.0017402120099716022
Position 5070: 0.0017148430829988964
Position 294: 0.0016980390513551026
Position 6198: 0.0016728956873807135
Position 9436: 0.001551398705517413
Position 5662: 0.0013520309041292857
Position 7643: 0.0012009211283843721
Position 7457: 0.0011894331515026903
Position 1308: 0.0011207271745011765
Position 2346: 0.0010174385460911962
Position 903: 0.0010073311546911483
Position 2752: 0.0009408219912523866
Position 4552: 0.0009050588936085827
Position 3023: 0.0009043406455502668
Position 2007: 0.0008491768435152883
Position 6867: 0.0008457095663716845
Position 3632: 0.0008287408554240534
Position 9006: 0.0007225128460054707
Position 7573: 0.0007101003158568601
Position 1424: 0.0007084209621811787
Position 2538: 0.0006612200535692386
Position 5680: 0.0006449457256285387
Position 2343: 0.0006394415339923709
Position 7260: 0.0006129455485249225
Position 1614: 0.0005996786317954058
Position 7355: 0.0005949421566760605
Position 3203: 0.0005856530342573376
Position 8210: 0.0005764085673818221
Position 3629: 0.0005625696720199867
Position 770: 0.0005428094910949036
Position 1253: 0.0005307881814413096
Position 3239: 0.000522925441756937
Position 5638: 0.0005227323015569802
Position 4916: 0.00048460136598428306
Position 6840: 0.00047588116951877385
Position 4006: 0.0004570556010902413
Position 915: 0.0004290665616014444
Position 8128: 0.0004150421559306991
Position 2994: 0.0004107633095061155
Position 1189: 0.00039212617217945957
Position 320: 0.00039029237404240917
Position 2945: 0.00036122305636518165
Position 490: 0.0003520716138786777
Position 3520: 0.0003378084623036531
Position 5250: 0.0003343328788592249
Position 4519: 0.0003318264522445953
Position 653: 0.00033108635566343254
Position 879: 0.0003123296038125457
Position 3476: 0.0003055663118624029
Position 5788: 0.0003046774831029386
Position 4939: 0.00029273304676461393
Position 1000: 0.00026890931743340867
Position 5461: 0.00025409587660124973
Position 676: 0.00022450147853729169
Position 6631: 0.00021640331381677662
Position 1305: 0.00020523059566425833
Position 8143: 0.00019674744644415583
Position 4731: 0.00018960782287379325
Position 4595: 0.000179516539439884
Position 1115: 0.00017801488228036717
Position 976: 0.00017038911927093618
Position 7950: 0.000170256364862861
Position 848: 0.00016636960776250016
Position 6561: 0.00015349062413814643
Position 1861: 0.0001520724684386551
Position 5812: 0.00014898231437010447
Position 2907: 0.0001256586678217859
Position 6222: 0.00010529589788157566
Position 1871: 0.00010287520857094327
Position 1245: 9.990433576790425e-05
Position 5517: 9.90981258447236e-05
Position 740: 9.851697611414043e-05
Position 1347: 9.666670843990477e-05
Position 4643: 9.217032020398302e-05
Position 2038: 8.594690656852359e-05
Position 1432: 8.407482088849079e-05
Position 1820: 8.35299396549912e-05
Position 2076: 7.411247283136469e-05
Position 443: 7.332617942496498e-05
Position 4853: 6.953576735229021e-05
Position 410: 6.8137350262136e-05
Position 3958: 6.64380255325962e-05
Position 1556: 6.458169326149056e-05
Position 1456: 6.425070882266879e-05
