Gene = 4930579F01Rik
index = 59
Annotated 5SS: [  175  2063 46069 51275 56080 60166 63206 64952 66142 73847]
Annotated 3SS: [ 1949 45839 51184 55872 60100 63061 64869 65939 73802 75127]
SMsplice 5SS: [  175  2063 12837 15707 51275 56080 60166 63206 64952]
SMsplice 3SS: [ 1949 12675 15542 51184 55872 60100 63061 64869 75127]
top_k =  1000
Partition function (log Z): -33.49078081439189

Sorted 5' Splice Sites (High to Low Probability):
Position 12837: 0.9099892025018332
Position 2063: 0.8184269943736641
Position 175: 0.7227631712068334
Position 11675: 0.5724977390102681
Position 15707: 0.5553664260878307
Position 2806: 0.50410453643071
Position 442: 0.3915461491242064
Position 9802: 0.368892216329508
Position 7569: 0.3520142642642298
Position 15665: 0.2589313567083658
Position 18227: 0.19622991408862547
Position 5484: 0.1632768794131536
Position 1323: 0.14829973841760757
Position 2102: 0.06568474182917368
Position 18183: 0.06029407634396962
Position 5475: 0.05177066584699538
Position 2574: 0.029752882367690442
Position 3743: 0.028644226309193183
Position 22172: 0.026241638938476107
Position 15693: 0.025373993988719354
Position 17137: 0.024812286311076306
Position 5254: 0.022702527609517128
Position 5730: 0.020696575641978333
Position 14333: 0.02027899640785161
Position 4499: 0.01888288140766311
Position 1350: 0.01877036299952155
Position 16051: 0.018318960844151015
Position 17148: 0.01704212484003045
Position 1208: 0.015449882100711184
Position 16958: 0.014723883246781711
Position 4451: 0.013471516657673295
Position 134: 0.012601992971827599
Position 4850: 0.012242938855412997
Position 15987: 0.011758251700166152
Position 853: 0.00849236657697275
Position 815: 0.008216649496660755
Position 2147: 0.007530347648795379
Position 15995: 0.007040057482954202
Position 2501: 0.0067555525161134
Position 6776: 0.006540706141725703
Position 10618: 0.005608587752965429
Position 16069: 0.004561784371830111
Position 7557: 0.004163428004012034
Position 8831: 0.0040748833465588385
Position 4049: 0.003898038892035638
Position 1012: 0.0031934099753334216
Position 10459: 0.003019616958010797
Position 11280: 0.002811776948268466
Position 1268: 0.002736388392523402
Position 15716: 0.0025467635990247474
Position 346: 0.0024343023963855777
Position 11772: 0.002423538804272934
Position 7038: 0.0023048126390386664
Position 1551: 0.0020163508623745846
Position 126: 0.0019514299161859472
Position 5324: 0.0016018880153922104
Position 8446: 0.0015556120506699902
Position 10453: 0.0015071759866865301
Position 10901: 0.0013940096990789877
Position 10: 0.0011856677953421247
Position 251: 0.0011583253706886982
Position 8670: 0.0011519932346281934
Position 8893: 0.0010440482392068862
Position 1741: 0.0010319751935142921
Position 5101: 0.0009812868617408508
Position 9176: 0.000922407503331371
Position 2229: 0.0008700942895778535
Position 3179: 0.0008196375508979484
Position 150: 0.0008127758736704505
Position 740: 0.0006977150703441203
Position 627: 0.000694961809574436
Position 5286: 0.000684051286332905
Position 5445: 0.0006147622732590323
Position 6577: 0.0006116711101786325
Position 15906: 0.0005848263788771419
Position 1577: 0.0004911206621741182
Position 2660: 0.0004693916342267976
Position 2531: 0.00045991980464866816
Position 15980: 0.00032906885743948244
Position 388: 0.00032676330627404897
Position 2644: 0.0002795748632890614
Position 210: 0.00018266275034093792
Position 2537: 0.00016335643621011065
Position 1438: 0.0001413418546655516
Position 978: 8.239500069953623e-05
Position 980: 7.192490230933695e-05
Position 1458: 6.825318633904998e-05
Position 2880: 6.520414379313477e-05
Position 4195: 6.324492041477114e-05
Position 2980: 5.470076258436765e-05
Position 4661: 5.280498494852968e-05
Position 54: 2.8043165287599592e-05
Position 402: 2.3022395868243457e-05
Position 191: 1.704912139176182e-05
Position 243: 1.4740259521996481e-05
Position 241: 1.3206555982768807e-05
Position 2036: 7.775944071352146e-06
Position 534: 5.45506241903678e-06
Position 3865: 4.870560184855766e-06
Position 483: 4.645049410646605e-06
Position 386: 3.4739120818809303e-06
Position 229: 3.3085876709867416e-06
Position 1045: 2.89293791111508e-06
Position 703: 2.7245940702377456e-06
Position 1030: 1.3614454287413612e-06
Position 465: 7.190935308763823e-07
Position 2033: 5.151470102136482e-07
Position 255: 5.010832155019907e-07
Position 521: 1.0667568783671567e-07
Position 504: 8.303051825276113e-08
Position 602: 7.007602231613832e-08
Position 474: 5.88012570569447e-08
Position 561: 5.0055911864376804e-08
Position 268: 4.401038921458212e-08
Position 266: 4.0524636080212455e-08
Position 326: 3.763826798007329e-08
Position 519: 3.0241369159479517e-08
Position 758: 2.204151014024236e-08
Position 502: 2.145559565576244e-08
Position 785: 1.5408558440922124e-08
Position 778: 1.500117443812937e-08
Position 485: 1.33004112661506e-08
Position 609: 1.106453588089607e-08
Position 494: 8.564521255503843e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1949: 0.8698012200357732
Position 18073: 0.6848882913567885
Position 15542: 0.6729517441827843
Position 12675: 0.6318916685687285
Position 11567: 0.5523492849878158
Position 9712: 0.3722651050029134
Position 7436: 0.3563530175627392
Position 22539: 0.27410790393418955
Position 2659: 0.2731551327769292
Position 5372: 0.19902580711711879
Position 12479: 0.1470314517399947
Position 284: 0.1311234363966452
Position 12710: 0.12661695563058298
Position 2742: 0.11256372630258715
Position 15580: 0.1012086402748237
Position 2697: 0.08184009556138772
Position 1166: 0.07715332478086959
Position 15794: 0.07315810958748474
Position 1116: 0.07265363729226347
Position 16872: 0.06319591702603876
Position 18350: 0.05320351060018448
Position 22082: 0.0435573765230369
Position 21762: 0.04303000003435518
Position 15458: 0.04216274581361798
Position 15554: 0.034215928706283906
Position 2389: 0.032040868421436886
Position 5171: 0.02716059878203888
Position 22581: 0.02650657438654891
Position 4407: 0.025330935943700155
Position 5587: 0.020614810761190542
Position 258: 0.02052831744537836
Position 2415: 0.020161656405503596
Position 2536: 0.018321960823746174
Position 18277: 0.018226175952719532
Position 14161: 0.01661515897432452
Position 18476: 0.016276397638520356
Position 3652: 0.014159433149618256
Position 4747: 0.01228456764935791
Position 12491: 0.011568538559622915
Position 11626: 0.011445562421378019
Position 11399: 0.011318122077649373
Position 16898: 0.010404388968117158
Position 3449: 0.00933629698185906
Position 20386: 0.009015771908322142
Position 2062: 0.00839783130436711
Position 5339: 0.008336060247999653
Position 19373: 0.007526027961336754
Position 19815: 0.007391694546752324
Position 10261: 0.007388364423052751
Position 16541: 0.00681202109016119
Position 6672: 0.006557613233319979
Position 4342: 0.0064687366701582805
Position 13802: 0.006090371904042878
Position 16515: 0.004712490740767186
Position 625: 0.004689257490093303
Position 14174: 0.004544778497650307
Position 1973: 0.004504321792738473
Position 16577: 0.0043177576448196146
Position 1192: 0.004161220875582287
Position 5327: 0.003987798726904191
Position 721: 0.0038559079361068956
Position 1213: 0.003825781312224937
Position 1118: 0.003778492527681592
Position 4949: 0.003244013643436126
Position 10599: 0.0030302864604720356
Position 11094: 0.0030235686283357527
Position 8734: 0.002874782805081087
Position 288: 0.002806734402028509
Position 2530: 0.002680435610378843
Position 3946: 0.0026161813149495807
Position 1808: 0.0025535979835779447
Position 881: 0.002482321960317467
Position 1777: 0.002447782500859036
Position 6913: 0.002304812639038668
Position 8600: 0.002157831955991833
Position 13737: 0.0021466871543027416
Position 1169: 0.0020759722564039004
Position 916: 0.0018134232356562694
Position 8348: 0.0018042660407315825
Position 1634: 0.0017101850930573992
Position 1437: 0.0016795700916113212
Position 14453: 0.0016637581517919063
Position 8673: 0.0014799218012823826
Position 1121: 0.001478243625423136
Position 3511: 0.001446630837526318
Position 10762: 0.0013940096990789877
Position 16684: 0.001386190593151021
Position 3971: 0.001307162546232883
Position 532: 0.0012515223636849577
Position 3629: 0.0011701941143159678
Position 972: 0.0011550008421247276
Position 1653: 0.0010930476493888272
Position 1226: 0.0009894676781668555
Position 1877: 0.0009674365210576534
Position 13155: 0.0009282021531981199
Position 9012: 0.0009224075033313714
Position 3682: 0.0009116894178991267
Position 345: 0.0008880425461279736
Position 602: 0.0007606032659814641
Position 3065: 0.0007177245807271723
Position 1309: 0.0007058444762640813
Position 1272: 0.0006964061914199485
Position 3739: 0.0006505098437983574
Position 3250: 0.0006483781739796377
Position 1741: 0.000640960284178761
Position 1207: 0.0005779672927847286
Position 15706: 0.0005538208434381634
Position 2452: 0.0005534946628955246
Position 6477: 0.00041175767942166434
Position 4426: 0.0004015257393951581
Position 1185: 0.000365810041232993
Position 14567: 0.00035693653605928146
Position 290: 0.00034911447107328816
Position 2604: 0.0003310352137248557
Position 1453: 0.0003066928792239147
Position 1780: 0.00029890119322819605
Position 1144: 0.00027862332797724706
Position 1792: 0.00027575628156459016
Position 5400: 0.0002713706941250712
Position 441: 0.00021248258921177836
Position 6430: 0.00020681591753548526
Position 3614: 0.00020433338928735884
Position 3838: 0.00020399401013269304
Position 2359: 0.0001918889508946617
Position 4366: 0.0001817338370638989
Position 674: 0.0001800348507168513
