Gene = Erich3
index = 385
Annotated 5SS: [  223  2985  9172 16473 22519 28210]
Annotated 3SS: [ 2765  8990 16285 22213 27984 37210]
SMsplice 5SS: [  931  9172 16473 22519 28210]
SMsplice 3SS: [ 8990 16331 22213 27984 37210]
top_k =  1000
Partition function (log Z): -12.202064156988975

Sorted 5' Splice Sites (High to Low Probability):
Position 9172: 0.9964311392637414
Position 22519: 0.9947100486708051
Position 16473: 0.8126181994777314
Position 931: 0.6760272555797391
Position 6536: 0.3216981326868169
Position 28159: 0.3091659129145414
Position 2567: 0.2622558698531257
Position 7884: 0.2482204295155133
Position 2985: 0.23816115282111092
Position 13557: 0.1902167913871353
Position 223: 0.18426865905188602
Position 25463: 0.165526457245458
Position 22692: 0.1484712668922199
Position 13271: 0.1284382988425745
Position 13715: 0.10585791847257202
Position 10319: 0.10379064044014147
Position 7852: 0.1026473239698699
Position 16627: 0.09066971857327995
Position 3081: 0.08884834072570066
Position 1897: 0.08862427697227102
Position 1151: 0.08028284750129082
Position 17841: 0.07588991003541369
Position 28214: 0.06285288980822942
Position 16437: 0.06014795422425238
Position 17347: 0.05235166481532496
Position 10407: 0.04989829378009896
Position 7026: 0.04903575999464645
Position 3060: 0.048816556032160396
Position 22839: 0.04812527389829142
Position 4355: 0.041612948587114326
Position 91: 0.03790731251724871
Position 892: 0.029172651758327846
Position 1902: 0.022525844810841716
Position 22: 0.022522415802113234
Position 3405: 0.018790499393364437
Position 27047: 0.018690114608810367
Position 4949: 0.017624758887669616
Position 7015: 0.016488439850493627
Position 1143: 0.01646697631176425
Position 4727: 0.015227956394669112
Position 6625: 0.014508159671591726
Position 2912: 0.013749152106521641
Position 38: 0.013555833056567138
Position 16741: 0.011516153117972343
Position 17889: 0.01099424685515254
Position 9396: 0.010520470745682126
Position 593: 0.010319487459231145
Position 28234: 0.009146064733958854
Position 123: 0.008601236227300637
Position 27514: 0.00854240815463357
Position 396: 0.008452011649476489
Position 9509: 0.008015569301780538
Position 28096: 0.007923626207854393
Position 7829: 0.0076806727512166145
Position 28227: 0.007299379413295601
Position 27229: 0.005193694102169774
Position 31349: 0.004851974326997395
Position 868: 0.004749299368291564
Position 27292: 0.00467124403575279
Position 794: 0.004555213920829561
Position 3000: 0.003987727551166967
Position 7077: 0.0036339161709262073
Position 3442: 0.003102136514969954
Position 12992: 0.002863254028138877
Position 1455: 0.0019515865018215751
Position 5864: 0.0019486204613527228
Position 7921: 0.0018468076767117728
Position 7100: 0.0017313111121199905
Position 2076: 0.001714076388298752
Position 269: 0.0013128645966601668
Position 912: 0.0010074466249574785
Position 16360: 0.0008598250816441615
Position 9184: 0.0008499956242554833
Position 2659: 0.0007970606838123158
Position 759: 0.000682923102007525
Position 9203: 0.0006715936512169105
Position 706: 0.0006242325249329565
Position 9541: 0.0005583362778081492
Position 2678: 0.0004937564409051827
Position 465: 0.0004759363932871594
Position 9609: 0.00041581826638118077
Position 166: 0.00032670291122805113
Position 1047: 0.0003149114703018791
Position 1114: 0.0002873692508776226
Position 111: 0.00025768349813959563
Position 4348: 0.00021109620660900838
Position 2521: 0.00020151613496438656
Position 2756: 0.00018774830115612833
Position 656: 0.00014593901718696492
Position 951: 0.00013661608519393583
Position 418: 0.00012528085933491846
Position 665: 0.00012454292985511633
Position 1337: 0.0001239751812400495
Position 409: 9.787599106739095e-05
Position 530: 8.433955161701112e-05
Position 141: 7.616144322107665e-05
Position 3016: 6.627072146886002e-05
Position 2250: 6.151497573257012e-05
Position 113: 6.054869455999446e-05
Position 1813: 5.837052049765748e-05
Position 715: 5.7854912110790094e-05
Position 634: 4.891849839141235e-05
Position 388: 4.7347164353002635e-05
Position 213: 4.0259865208045666e-05
Position 1173: 3.690710972881194e-05
Position 494: 3.639084780344166e-05
Position 920: 3.597004496695031e-05
Position 7: 3.329987667349761e-05
Position 1220: 2.798481344308e-05
Position 10244: 2.6391537133771223e-05
Position 1572: 2.634312188751264e-05
Position 12320: 1.8599689348820027e-05
Position 11127: 1.849242904988427e-05
Position 1511: 1.8247135514675294e-05
Position 2301: 1.745497211920174e-05
Position 1109: 1.6925523312013526e-05
Position 3107: 1.2366399948952596e-05
Position 3025: 1.0328634337966144e-05
Position 2941: 7.739922075842334e-06
Position 515: 7.598578763427118e-06
Position 486: 4.980562693649386e-06
Position 258: 3.4027630910185398e-06
Position 469: 3.1947468891821386e-06
Position 202: 2.886276024797685e-06
Position 935: 2.3101343890818478e-06
Position 835: 2.2730159761563293e-06
Position 190: 1.7530538270071332e-06
Position 763: 1.6066472367723766e-06
Position 11670: 6.799777157704432e-07
Position 463: 3.398844587904413e-07
Position 523: 2.575503629408312e-07
Position 251: 1.330499109426031e-07
Position 1214: 1.978881629542171e-08
Position 2578: 1.646829981547606e-08
Position 776: 5.030996808918955e-09
Position 319: 5.104193041716534e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 8990: 0.9982686309010629
Position 22213: 0.99722215042574
Position 27984: 0.5296927198384523
Position 16331: 0.41262061369385417
Position 7715: 0.35135999599510664
Position 31255: 0.31628152039174606
Position 16285: 0.27355686618525366
Position 2879: 0.25857827365391217
Position 6344: 0.2257212852220857
Position 37210: 0.22424393616001387
Position 2426: 0.21491698114963995
Position 25276: 0.20087198002863738
Position 16359: 0.1724035948352003
Position 22604: 0.1469041821029927
Position 13436: 0.1379756486811472
Position 13144: 0.13033251418915895
Position 36208: 0.12028819695186957
Position 10177: 0.11857993830194417
Position 16543: 0.10033068111948942
Position 26983: 0.09149237901667812
Position 6380: 0.09113255686141895
Position 2765: 0.09087328234907326
Position 1801: 0.0670779014751353
Position 13635: 0.057401398860672005
Position 13335: 0.052668866274177
Position 17256: 0.05233039037471633
Position 1007: 0.05138036957544193
Position 6999: 0.045830560726506424
Position 17756: 0.04409175394713398
Position 2396: 0.04377575968186499
Position 1739: 0.04207002783758507
Position 31617: 0.04104954026967695
Position 4235: 0.03958522218202247
Position 17627: 0.039482264815899164
Position 13556: 0.03424921770952638
Position 27403: 0.026759599537746277
Position 3199: 0.021892809636665365
Position 2673: 0.020661094833192294
Position 6940: 0.02014140382411669
Position 10106: 0.0175110420044849
Position 22729: 0.017446534453192337
Position 4808: 0.015365737975490599
Position 16050: 0.015150960430132617
Position 4632: 0.013154057697537459
Position 22649: 0.012850885881767936
Position 23185: 0.012091309996412197
Position 13689: 0.011890565773954257
Position 6527: 0.011121473285849942
Position 10312: 0.010017013563047641
Position 9279: 0.009278343940149156
Position 1017: 0.009105746290010722
Position 6410: 0.008231244594352939
Position 27316: 0.008061895809963816
Position 22808: 0.007180304694240781
Position 1033: 0.007091606169433663
Position 834: 0.00700003388878333
Position 1070: 0.006873410917802238
Position 9360: 0.006839687532116919
Position 793: 0.006824013379072474
Position 2848: 0.00645092833879553
Position 290: 0.006350870749899741
Position 2984: 0.005880584612520059
Position 7695: 0.005618220536608972
Position 22691: 0.005360444282675709
Position 22789: 0.005140798001681135
Position 6951: 0.004917575065362035
Position 26377: 0.004636628678226674
Position 28261: 0.004475056079957228
Position 10277: 0.0041669170318553135
Position 22608: 0.003719494896903696
Position 4615: 0.003461683716483593
Position 17798: 0.0034302818605870602
Position 7851: 0.003418181014562658
Position 27098: 0.0030782764251732386
Position 2889: 0.002940382591875261
Position 12713: 0.0029084987700165083
Position 1083: 0.0025361756285656447
Position 10133: 0.002316136428727516
Position 16614: 0.0021048636960842772
Position 26940: 0.0020666787273871537
Position 4188: 0.002023101571574871
Position 5752: 0.0019486554751737932
Position 579: 0.001915217606215164
Position 2459: 0.0018105912404440946
Position 2725: 0.0017872917007252574
Position 2816: 0.00171628804818545
Position 2813: 0.0017089373316801762
Position 988: 0.0015489700506009273
Position 22654: 0.0015350089798284077
Position 24453: 0.0012757568788537962
Position 2819: 0.0012254330070195411
Position 23561: 0.0011880557116869857
Position 2791: 0.0011728536010865579
Position 10318: 0.0011417745712062242
Position 9493: 0.0011366906673434334
Position 825: 0.0010211444068564586
Position 2481: 0.0010031804797300506
Position 23753: 0.0009448600648056168
Position 2619: 0.0008986550550762394
Position 30155: 0.0008916427023007583
Position 1295: 0.000860052960851722
Position 2279: 0.0007518528808173692
Position 27971: 0.0007272491179758033
Position 1372: 0.0006434877907917882
Position 27163: 0.0006367922226885119
Position 27439: 0.0006354640746041884
Position 9419: 0.000625193788247384
Position 23737: 0.0006235701131160815
Position 26960: 0.0006196897994514064
Position 28924: 0.0006055703516115784
Position 24412: 0.0005941689997271666
Position 832: 0.000584637999261708
Position 4681: 0.0005031427666760021
Position 24345: 0.0004947897812369006
Position 994: 0.0004888267632114674
Position 26777: 0.0004766427485223334
Position 654: 0.0004470445473861923
Position 2291: 0.00043949158254219544
Position 614: 0.00043434638734041864
Position 9445: 0.00043050049810697765
Position 827: 0.0004221053214851507
Position 24276: 0.0004010968819802797
Position 1619: 0.00030862212080595133
Position 9314: 0.00030562836543954956
Position 25734: 0.0003007032121557458
Position 9402: 0.0002816694389047314
Position 1773: 0.00027894079045439376
Position 756: 0.00025740834007548544
Position 862: 0.0002541096686216554
Position 766: 0.00025404016515708617
Position 4486: 0.0002493877658713194
Position 2352: 0.00024232748419106723
Position 23346: 0.00023698996247552815
Position 4213: 0.0002157210401259816
Position 24549: 0.00021056603414258953
Position 1023: 0.00020459881331155063
Position 2496: 0.00020051484957701605
Position 24640: 0.000200236628539716
Position 1957: 0.00019477229741012158
Position 2335: 0.0001812401986603827
Position 2933: 0.0001679225333215152
Position 776: 0.00016679164982760526
Position 24008: 0.0001603131701297877
Position 1426: 0.00015378851249629098
Position 886: 0.0001482384156585517
Position 797: 0.00014153778162100163
Position 23919: 0.00013759441277651186
Position 692: 0.00012417263476524165
Position 2147: 0.00012077648131112279
Position 1880: 0.00012016216718828605
Position 1225: 0.00011943122119105538
Position 4561: 0.00011873701466790946
Position 333: 0.00011373320769542252
Position 1634: 0.0001013950931649972
Position 1572: 9.925045906420078e-05
Position 23393: 9.570061283827237e-05
Position 23094: 9.44811788969277e-05
Position 23212: 8.755430115375292e-05
Position 2024: 8.571568746189721e-05
Position 23010: 8.467250527608819e-05
Position 17118: 8.002168988512525e-05
Position 17009: 7.629222978735667e-05
Position 1140: 7.279204438311681e-05
Position 752: 7.100530902589117e-05
Position 867: 6.936582839675042e-05
Position 9294: 6.879169172604817e-05
Position 1337: 6.171752949862773e-05
Position 2599: 5.675629047814685e-05
Position 20213: 5.631849796620327e-05
Position 9303: 5.5625827106426084e-05
Position 734: 5.410101277712485e-05
Position 9345: 5.292382736334107e-05
Position 1526: 5.280177311622728e-05
Position 19205: 4.981215188864652e-05
Position 9322: 4.711987588319343e-05
Position 9508: 4.481872144827089e-05
Position 9367: 4.431162747307842e-05
Position 2050: 4.006694185616713e-05
Position 703: 3.9876553115283e-05
Position 19299: 3.503105559072003e-05
Position 1266: 3.2766981958120235e-05
Position 20300: 3.2633783739365416e-05
Position 2470: 3.205277254487946e-05
Position 20732: 3.108560065012292e-05
Position 19811: 2.8020525781018766e-05
Position 2248: 2.483832845288388e-05
Position 2935: 2.1704536906421528e-05
Position 222: 2.049855068024125e-05
Position 2267: 2.016205574409498e-05
Position 12192: 1.859968934882009e-05
Position 721: 1.804031057247399e-05
Position 688: 1.7596015627915356e-05
Position 1655: 1.7264001789258137e-05
Position 10990: 1.5277079489794527e-05
Position 11786: 1.4662809199690048e-05
Position 186: 1.355726136823171e-05
Position 883: 1.1993038316856724e-05
Position 481: 1.055005944411509e-05
Position 14002: 9.785998949370689e-06
Position 11669: 8.90671203354435e-06
Position 990: 8.144028654780932e-06
Position 544: 6.8957742285308874e-06
Position 2886: 6.853932277344803e-06
Position 850: 6.639701262985494e-06
Position 787: 6.587997271783956e-06
Position 1901: 6.195471738521711e-06
Position 15199: 5.867899660650726e-06
Position 9813: 4.982447928815043e-06
Position 1933: 4.912269608349811e-06
Position 2359: 4.772561702334259e-06
Position 584: 4.542663094629911e-06
Position 2055: 4.349162661698098e-06
Position 873: 4.273322656261464e-06
Position 127: 4.222455302259529e-06
Position 11044: 3.7616958720316703e-06
Position 11349: 3.64970456827368e-06
Position 534: 3.306590871114217e-06
Position 12457: 3.080889787706205e-06
Position 647: 2.4193672563587713e-06
Position 892: 2.209827526573962e-06
Position 12670: 1.991329021888675e-06
Position 11729: 1.9378447850055223e-06
Position 14241: 1.901803839694098e-06
Position 11818: 1.5688924289752043e-06
Position 2771: 1.5631382417938702e-06
Position 11562: 1.4210065892939656e-06
Position 190: 1.2441213464967205e-06
Position 2505: 9.8078267555577e-07
Position 10784: 8.755007020458769e-07
Position 12056: 8.097317340388549e-07
Position 12543: 7.688769235201514e-07
Position 11854: 6.873810517782786e-07
Position 12293: 6.802050158514872e-07
Position 486: 5.970401016138613e-07
Position 11857: 5.926333737930275e-07
Position 623: 5.403316246213053e-07
Position 2688: 5.399649496244954e-07
Position 841: 5.153367260443136e-07
Position 10533: 5.077486083907451e-07
Position 912: 4.943942056425505e-07
Position 1302: 4.763085630789982e-07
Position 1107: 4.176368838957368e-07
Position 10795: 4.0128688756884276e-07
Position 242: 3.363884649050038e-07
Position 308: 3.260219141429635e-07
Position 10481: 3.2329649126884627e-07
Position 1103: 2.9287272229334284e-07
Position 951: 2.9199040886552617e-07
Position 297: 2.538137958564043e-07
Position 9750: 2.388781825945257e-07
Position 319: 2.369547049936462e-07
Position 461: 2.2179231760976416e-07
Position 7153: 1.3413637909901506e-07
Position 930: 8.2802537515569e-08
Position 382: 6.521857985035163e-08
Position 723: 4.090485105220199e-08
Position 890: 3.454895918450346e-08
Position 627: 3.2596065738060955e-08
Position 5863: 2.2127344863620804e-08
Position 634: 2.072611888699328e-08
Position 603: 1.999933462150593e-08
Position 515: 1.989123393539133e-08
Position 251: 1.718787055161515e-08
Position 10144: 1.63206663520596e-08
Position 169: 1.4655052372204303e-08
Position 10347: 1.1146260285214689e-08
Position 497: 9.868948855857208e-09
Position 157: 9.333003552247208e-09
Position 132: 6.516193801642526e-09
Position 523: 4.2351811384527425e-09
Position 463: 4.231175959824924e-09
Position 512: 3.74658009143741e-09
Position 396: 3.716041560933642e-09
Position 631: 3.6957453670960146e-09
Position 10383: 3.663418704106661e-09
Position 90: 3.4921848212150094e-09
Position 920: 3.300844226402255e-09
Position 597: 2.4867961862032248e-09
Position 1491: 7.222983397453973e-10
Position 1125: 3.8863281311318196e-10
Position 1202: 2.5862502960785947e-10
Position 258: 1.7736635826533786e-10
Position 79: 1.4500522019913197e-12
Position 81: 4.702552663054275e-13
