Gene = Acbd6
index = 94
Annotated 5SS: [   738   6600   9560  43415  57851  66837 119113]
Annotated 3SS: [  6534   9462  43331  57744  66746 119081 128826]
SMsplice 5SS: [   372   6600   9560  37978  43415  57851  66837  68941  92289  93024
 118943 128922]
SMsplice 3SS: [  6534   9462  37909  43331  57777  66746  68831  92162  92823 118858
 128826 132584]
top_k =  1000
Partition function (log Z): -56.430254902775594

Sorted 5' Splice Sites (High to Low Probability):
Position 9560: 0.9782503976259634
Position 6600: 0.9434735627134427
Position 372: 0.5461003410254421
Position 13068: 0.3574874859129903
Position 738: 0.3108115167660745
Position 2204: 0.30448988910327895
Position 1042: 0.24665492350717624
Position 690: 0.22467082689317042
Position 29: 0.19658976923962085
Position 7027: 0.19656291630060582
Position 185: 0.1675451138027961
Position 2154: 0.15733384639142498
Position 8038: 0.10925661765618061
Position 8782: 0.09462373565523323
Position 7624: 0.06342300721163725
Position 10098: 0.06322176793140917
Position 163: 0.060529438116899814
Position 6630: 0.04939069416392925
Position 14480: 0.04735960703803248
Position 10919: 0.03860136292451116
Position 2794: 0.03797950033438514
Position 2652: 0.03554795914923055
Position 18981: 0.033104459269655544
Position 14703: 0.03022501619640705
Position 8663: 0.026064432106662077
Position 14316: 0.025352599717232936
Position 8540: 0.022451975380356048
Position 11693: 0.019070828459232504
Position 9041: 0.017692244036602186
Position 3607: 0.01643596254513877
Position 7848: 0.01355503759165464
Position 2052: 0.012698921839672797
Position 3590: 0.011329405055344587
Position 11466: 0.011128249451516768
Position 1214: 0.009797690686364371
Position 9670: 0.008548459671931925
Position 7628: 0.008226116743832057
Position 4652: 0.006793573157596079
Position 104: 0.0067766490908857235
Position 3110: 0.005961869789897164
Position 7871: 0.005306292283583049
Position 13693: 0.005195522339660829
Position 8829: 0.00470424323924677
Position 11256: 0.003951036773784991
Position 191: 0.0038019397736652047
Position 362: 0.0037757222289083957
Position 6805: 0.003315465942441897
Position 11011: 0.003309512077919729
Position 12748: 0.0031393691561416924
Position 2668: 0.002460625436061322
Position 719: 0.0023383404467370757
Position 2646: 0.002294133646616181
Position 728: 0.002098567564121165
Position 11918: 0.0018753303542011091
Position 562: 0.001844813786072723
Position 454: 0.0016806625033550782
Position 357: 0.0014454980498886686
Position 1377: 0.0013939129956736269
Position 4997: 0.0010718130439472152
Position 6325: 0.0010221651444101798
Position 2716: 0.0007284832765682562
Position 6670: 0.0007142772491621973
Position 829: 0.0006549727123148474
Position 2835: 0.0005917689352783807
Position 5705: 0.0005617892520987739
Position 6793: 0.0005196535097102496
Position 1387: 0.0004457966874090916
Position 592: 0.0003673960692282265
Position 15282: 0.00034289089024164764
Position 817: 0.00030984068374683934
Position 2732: 0.0002862292874434194
Position 8449: 0.00023787171091306763
Position 8428: 0.00023566681822181774
Position 1853: 0.00023211907554290432
Position 1877: 0.00022200793708501297
Position 1027: 0.00020335335516757978
Position 177: 0.00019301244552454963
Position 825: 0.00015979206526582458
Position 2600: 0.00014632598073714549
Position 10026: 0.00014087404121833507
Position 510: 0.00013859175144355972
Position 7101: 0.00012838979164079883
Position 672: 0.0001247358146661927
Position 6860: 0.00011872337388767773
Position 833: 9.534339930750435e-05
Position 87: 7.338581480625714e-05
Position 10819: 7.162995196792605e-05
Position 684: 7.07101134846925e-05
Position 10657: 6.334218137575185e-05
Position 80: 6.151909057160217e-05
Position 763: 5.791508065811841e-05
Position 10355: 5.416868648903827e-05
Position 11922: 5.403329507349692e-05
Position 810: 5.256545128692444e-05
Position 13606: 3.953514475057311e-05
Position 770: 3.494228826242736e-05
Position 33: 3.364196903171204e-05
Position 235: 3.05712746263339e-05
Position 713: 2.7432258140394332e-05
Position 835: 2.1581684454430594e-05
Position 11614: 1.8834310408591757e-05
Position 41: 1.1253886342153888e-05
Position 9776: 9.661286097715772e-06
Position 11100: 9.631821275522248e-06
Position 45: 8.039622252737159e-06
Position 10499: 7.90454588003672e-06
Position 91: 7.32666003129766e-06
Position 306: 6.8768792259305916e-06
Position 56: 5.1936650799833315e-06
Position 527: 4.702148262176324e-06
