Gene = Thyn1
index = 1080
Annotated 5SS: [ 337 4059 5495 5930 6728 7232]
Annotated 3SS: [3876 5425 5836 6631 7080 7437]
SMsplice 5SS: [  46  369 4059 5495 5930 6728 7232]
SMsplice 3SS: [ 230 3876 5425 5836 6631 7080 7437]
top_k =  1000
Partition function (log Z): 4.921701032139288

Sorted 5' Splice Sites (High to Low Probability):
Position 6728: 0.9457449105728823
Position 5495: 0.9332852822854881
Position 5930: 0.8979046806529662
Position 369: 0.662212134073064
Position 7232: 0.5864645101483338
Position 4059: 0.47545605711726824
Position 4045: 0.4569846359011872
Position 46: 0.4508743280804113
Position 337: 0.3343924316745476
Position 108: 0.1952749341459913
Position 69: 0.1399445406129082
Position 5088: 0.10497702440203266
Position 65: 0.08531926443772464
Position 4326: 0.048437544078874996
Position 6515: 0.0374744998149168
Position 4089: 0.021616949491238175
Position 617: 0.0185827450825898
Position 4793: 0.017740735186165604
Position 3075: 0.015781836211826026
Position 5537: 0.015193793411220237
Position 1457: 0.015057786547670433
Position 2309: 0.013594459375510884
Position 1753: 0.010905939376779437
Position 3782: 0.009385000577699861
Position 4579: 0.00904743326762211
Position 1709: 0.00876872384397096
Position 3118: 0.008133635045860139
Position 1784: 0.007324204110130127
Position 3077: 0.006841874603281665
Position 4098: 0.006761206497712068
Position 2357: 0.00667073103612602
Position 6028: 0.005395752311140711
Position 3167: 0.004512165645844809
Position 6786: 0.004415048649436121
Position 2231: 0.004300793644721091
Position 1740: 0.004291467583467605
Position 4102: 0.0038514358828380542
Position 1788: 0.003705334836288082
Position 658: 0.00364066640932806
Position 6032: 0.0035869189159091147
Position 6400: 0.0028739864677533398
Position 570: 0.002805142712002442
Position 3249: 0.0027425079553804826
Position 847: 0.0024218902079311965
Position 6947: 0.0023821839887737204
Position 1706: 0.002133581705741643
Position 5018: 0.001919793110982613
Position 1897: 0.001899603808324577
Position 3721: 0.0018409152039970096
Position 628: 0.0015327933404688599
Position 3283: 0.0015200527164328525
Position 62: 0.0011674971917461567
Position 1373: 0.0009913451889442468
Position 6314: 0.0009617629962064546
Position 3258: 0.000958858824841856
Position 3309: 0.0008918561495746401
Position 6721: 0.0008707962014492857
Position 6796: 0.0008686983110466532
Position 1546: 0.0008509885181311299
Position 1452: 0.0008472190761947544
Position 2435: 0.0008371517409934492
Position 1189: 0.0008172130665897835
Position 6126: 0.0008123562659782241
Position 2218: 0.0007741359772580738
Position 2570: 0.0007146865862725182
Position 3060: 0.0006102115210451639
