Gene = 1110002E22Rik
index = 1
Annotated 5SS: [5398]
Annotated 3SS: [12111]
SMsplice 5SS: [ 489 1830 5398]
SMsplice 3SS: [ 1741  5202 12111]
top_k =  1000
Partition function (log Z): 0.9400308515147322

Sorted 5' Splice Sites (High to Low Probability):
Position 1830: 0.9939550619956194
Position 5398: 0.9803268513465764
Position 12227: 0.7125046729136122
Position 4176: 0.6204811986024373
Position 2872: 0.5973487311840596
Position 3240: 0.5428362208772727
Position 489: 0.5007693620154572
Position 9054: 0.49678780154043317
Position 8545: 0.4907936440882472
Position 1101: 0.4063362062117414
Position 3288: 0.31654435125588
Position 439: 0.3068317738816353
Position 575: 0.1814320519403435
Position 1111: 0.1448692498561782
Position 3504: 0.14486424620803057
Position 12263: 0.13108362350213332
Position 13914: 0.12310231090417227
Position 5092: 0.11173443884056293
Position 8148: 0.0979731697108538
Position 3961: 0.08267486251368023
Position 9878: 0.07430658840914293
Position 12763: 0.07086085953522715
Position 2035: 0.06857487847473176
Position 2601: 0.06688166360358865
Position 13639: 0.06479124462020813
Position 8300: 0.04947352730041013
Position 15675: 0.04646962571746218
Position 984: 0.04620804044822854
Position 2124: 0.04272477959189439
Position 8726: 0.042194480523563296
Position 6340: 0.03821368537761378
Position 4548: 0.03568936499987277
Position 6802: 0.03384301502661837
Position 6285: 0.030918744956546673
Position 3493: 0.030081674572609313
Position 2133: 0.028525706998669
Position 3756: 0.02613676433349027
Position 16227: 0.02269408003083752
Position 2284: 0.019943534533410988
Position 1368: 0.019654249103650236
Position 4917: 0.018855627574498855
Position 3933: 0.01880263870448851
Position 2727: 0.01878947394023842
Position 1569: 0.018242125322130914
Position 8947: 0.018153883133371244
Position 6272: 0.015327021617512572
Position 7735: 0.01509037110341048
Position 13974: 0.014903178875681218
Position 282: 0.011381386751805203
Position 6289: 0.010887668602908717
Position 1001: 0.010204397602778404
Position 10510: 0.010196708386714602
Position 6349: 0.01005268006892688
Position 4911: 0.009228259166565448
Position 4827: 0.0077236262079109575
Position 12855: 0.006809307797263404
Position 12423: 0.006634718247356461
Position 6251: 0.006368222991155503
Position 4863: 0.006231968207210952
Position 4378: 0.0060822822143796924
Position 13568: 0.005776945256557366
Position 9063: 0.0051939366584117675
Position 12645: 0.0050152172202219455
Position 2236: 0.004990669067227508
Position 2760: 0.004946103951846863
Position 2620: 0.004390369232768734
Position 6680: 0.0041411242568888925
Position 2485: 0.0039075010339161345
Position 7359: 0.0036099165327328716
Position 2184: 0.0035808548495319414
Position 6356: 0.003476639196221502
Position 3517: 0.0032776862233528554
Position 10569: 0.0031917283767201685
Position 1164: 0.0029491293914488455
Position 11050: 0.002702708543115434
Position 12223: 0.0025563169253349787
Position 763: 0.0025218707985376117
Position 548: 0.0024436096445002078
Position 15724: 0.0023218460954405225
Position 10455: 0.0022380556402080806
Position 1042: 0.0021756990091971727
Position 261: 0.0019830145744210792
Position 2630: 0.0017827352603853443
Position 3297: 0.001533572518938145
Position 3469: 0.0015105994318184233
Position 5850: 0.0015101603439523813
Position 15387: 0.0014976426712668364
Position 313: 0.0014637908393918834
Position 1260: 0.0014302564760430177
Position 1975: 0.0013158331876988697
Position 5745: 0.0012266503555274587
Position 4851: 0.001103602224389141
Position 6295: 0.0010739951989138978
Position 5714: 0.001045639984973929
Position 1800: 0.0010445772115739134
Position 12235: 0.0010268745101625447
Position 4841: 0.0010096852571770385
Position 4729: 0.0009086116901496729
Position 4965: 0.0007365598475937879
Position 53: 0.0006608394986491484
Position 1390: 0.0006099319874006778
Position 3495: 0.0005908113184262447
Position 3811: 0.0005875797191877527
Position 5173: 0.000504686259084271
Position 1125: 0.0004921653983964822
Position 1348: 0.0004894952386801385
Position 1025: 0.00043759854141092595
Position 94: 0.0003822391858334538
Position 1375: 0.0003680341486337351
Position 1204: 0.00035279894548479027
Position 2591: 0.0003488078336861169
Position 2637: 0.00034117380050103054
Position 727: 0.0003383706148518005
Position 2117: 0.00030474257689133867
Position 857: 0.0002827142036896735
Position 30: 0.0002492412279757242
Position 2548: 0.0002467778863974399
Position 6684: 0.0002224872349947624
Position 1198: 0.000192817143619725
Position 587: 0.00015967628833300025
Position 6433: 0.00015857173732556078
Position 5402: 0.0001552527871298088
Position 7455: 0.00015497339200696788
Position 3225: 0.0001111902701181828
Position 2605: 9.116295356190373e-05
Position 8535: 8.399525309693372e-05
Position 867: 7.794977940184659e-05
Position 1255: 6.549908784638039e-05
Position 4886: 6.468230154266696e-05
Position 323: 6.417424039695377e-05
Position 1742: 6.241271136985069e-05
Position 5338: 5.3879497132918304e-05
Position 904: 5.38307588618466e-05
Position 7636: 5.259154896863068e-05
Position 7340: 5.064106763735723e-05
Position 1398: 5.006059321945395e-05
Position 9: 4.8952418778670875e-05
Position 807: 4.7450898190870836e-05
Position 4350: 4.6876407351672626e-05
Position 3862: 4.584658454561786e-05
Position 338: 4.393043960089274e-05
Position 5763: 4.332219074734748e-05
Position 3113: 4.091511154284768e-05
Position 5664: 3.976067989192542e-05
Position 2154: 3.938242648962062e-05
Position 743: 3.524851282638028e-05
Position 5704: 3.4842704808621184e-05
Position 579: 2.957338958145339e-05
Position 264: 2.8812957485922486e-05
Position 616: 2.3330562476360063e-05
Position 4372: 2.1483328339655822e-05
Position 589: 2.1301739576148666e-05
Position 661: 2.120806507685719e-05
Position 1969: 2.058081751121958e-05
Position 814: 1.5110961785789746e-05
Position 279: 1.4157400322102731e-05
Position 1946: 1.364487489823107e-05
Position 12189: 1.0297957412802861e-05
Position 443: 9.745862755426124e-06
Position 4707: 7.130972904314448e-06
Position 1929: 5.343880645874951e-06
Position 779: 5.333093338452273e-06
Position 273: 3.998843259853555e-06
Position 401: 3.910172223403998e-06
Position 2047: 2.274655284331536e-06
Position 4521: 2.173937092930018e-06
Position 2096: 2.037938023555278e-06
Position 2121: 3.644080492430794e-07
Position 3078: 1.6767228283343284e-07
Position 2202: 7.505481412198972e-08
Position 2025: 1.5853783499979295e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1741: 0.9692866451778417
Position 12111: 0.9544763914226915
Position 5202: 0.7747153982329007
Position 894: 0.6105859574593899
Position 4101: 0.38464676927545133
Position 2954: 0.34494198774898815
Position 3017: 0.32363332641638365
Position 8385: 0.2931305664456111
Position 8946: 0.2844713446755493
Position 3858: 0.27938962577266685
Position 2664: 0.20864621383885534
Position 8430: 0.19546777574310267
Position 5037: 0.19543868810521023
Position 2786: 0.1749407112235736
Position 8071: 0.15515573214021497
Position 16432: 0.14835270090545055
Position 12349: 0.14359141512040927
Position 15011: 0.14190603313853423
Position 2957: 0.13629449673296537
Position 8828: 0.13337069797355972
Position 6112: 0.12739736076993166
Position 13736: 0.11425671208244842
Position 13460: 0.11322555981678951
Position 12924: 0.09211240492430608
Position 3443: 0.09187493134758591
Position 1929: 0.08209916168427095
Position 3412: 0.07716513266571554
Position 2034: 0.07066116397029436
Position 9729: 0.06806468314704227
Position 2497: 0.06682211721504887
Position 4773: 0.06614670069335943
Position 2724: 0.06115983525019444
Position 8643: 0.058619674498198035
Position 2668: 0.05630264481047893
Position 14944: 0.05600489908606162
Position 12644: 0.05503655908764876
Position 15583: 0.05009007347306861
Position 8971: 0.04806832490612916
Position 13803: 0.047051939861789495
Position 5060: 0.04502492563067004
Position 2754: 0.04194960946214105
Position 16119: 0.030572544798016518
Position 12721: 0.030074220089645227
Position 15837: 0.029606488248988892
Position 3128: 0.02884645591795301
Position 4407: 0.028454226056819718
Position 8789: 0.02571621787734898
Position 1204: 0.025117416782303156
Position 5285: 0.022545225185675418
Position 15306: 0.019819420474981427
Position 3990: 0.019550628669188497
Position 3638: 0.019457555767214068
Position 16397: 0.01860248472699524
Position 2744: 0.01820654556814314
Position 14906: 0.01633630839264758
Position 10409: 0.01583599186537642
Position 4001: 0.015821797184728082
Position 12324: 0.014328812297566372
Position 5272: 0.014144543269188622
Position 12437: 0.01392638331377369
Position 6626: 0.013320905750680267
Position 6668: 0.012902829320501333
Position 2640: 0.012753362616524771
Position 4136: 0.012335234975157676
Position 7705: 0.012228222027228194
Position 15075: 0.011749566974198747
Position 2782: 0.01153735463827007
Position 2362: 0.011399883969731829
Position 13030: 0.009191778870396027
Position 8856: 0.00917499482520673
Position 14362: 0.009164669099600254
Position 6134: 0.009155109800586996
Position 2177: 0.008556656501794095
Position 1683: 0.008297766956477421
Position 12395: 0.008034680591158019
Position 15860: 0.007895136525919106
Position 3405: 0.0077287087626605805
Position 4257: 0.0075667955783578515
Position 12839: 0.007313602937552992
Position 7258: 0.006625562915412999
Position 12588: 0.006610625655731279
Position 9752: 0.006241905262100642
Position 8803: 0.006237293688693043
Position 12039: 0.0059028095152220805
Position 1694: 0.0057882970433118614
Position 3040: 0.005645178569350992
Position 13050: 0.005510630682125425
Position 2504: 0.005456908926424564
Position 5085: 0.005421143025407299
Position 12561: 0.005275005149142277
Position 3651: 0.005212259480302527
Position 4940: 0.004828289332186442
Position 1300: 0.004747747822007826
Position 3113: 0.004714514468454279
Position 3062: 0.004491000439736745
Position 3239: 0.00433028457656664
Position 13490: 0.004245244422956872
Position 2791: 0.004236471832602914
Position 3662: 0.004211599704579971
Position 2810: 0.004026283918491807
Position 3287: 0.003967178359556495
Position 5112: 0.003951398264500297
Position 12676: 0.003871535211392041
Position 15217: 0.0038504845706138348
Position 4492: 0.003499816278794364
Position 2756: 0.0034337879703247266
Position 2398: 0.003195352534362509
Position 4691: 0.0031746851172556228
Position 461: 0.003145278041582346
Position 1657: 0.003099905331963067
Position 13276: 0.003093689820926631
Position 4021: 0.00300233553960657
Position 3191: 0.002711256679754555
Position 10945: 0.002702708543115434
Position 2619: 0.002645195470224378
Position 12751: 0.002620836223912765
Position 5614: 0.0025777145740005663
Position 2236: 0.0025687685682766756
Position 6651: 0.002543816194187577
Position 12897: 0.002501973684654659
Position 2816: 0.002476458275069284
Position 6711: 0.002468753418994487
Position 1638: 0.0023334600835059997
Position 356: 0.0021077658661975704
Position 2727: 0.002018990964181262
Position 2426: 0.001964029827065662
Position 6554: 0.001917895931787213
Position 5744: 0.0019082474640987103
Position 329: 0.0018115193519813865
Position 3562: 0.001745876524356601
Position 1897: 0.0016950060740844855
Position 2180: 0.0016596559744165794
Position 642: 0.001653179599945698
Position 1604: 0.001597534331880471
Position 3047: 0.0015742941271086825
Position 5211: 0.001564578767702803
Position 4902: 0.0015498352722834704
Position 4339: 0.001533825864767758
Position 758: 0.0014397450627023063
Position 570: 0.0014110485349769846
Position 3615: 0.0012612237938959912
Position 1464: 0.0012328934551907097
Position 2087: 0.0011692412209051237
Position 1795: 0.001166720461162509
Position 1470: 0.0011226169841646724
Position 2070: 0.0011180169897239364
Position 1611: 0.0010979513565849584
Position 2746: 0.001084947642337497
Position 2765: 0.0010393011806514663
Position 1335: 0.0010326413697197365
Position 3838: 0.001021732110125619
Position 6576: 0.0010023943841690759
Position 12981: 0.0009745478893641373
Position 1439: 0.000973192989539304
Position 2975: 0.0009670597580036056
Position 420: 0.000893564537612915
Position 5556: 0.0008172171470082882
Position 1495: 0.0007581361551065715
Position 2911: 0.0007462340476754167
Position 1763: 0.0007389110571752556
Position 4516: 0.0007284834454258157
Position 7682: 0.0007137170362352633
Position 934: 0.0007123705296426666
Position 6800: 0.0006976746487854135
Position 504: 0.0006644309232152002
