Gene = Ddias
index = 327
Annotated 5SS: [  107  1486  7677 11923 12848]
Annotated 3SS: [ 1402  7547 11760 12729 13934]
SMsplice 5SS: [  107  1486  6136  7677 11923 12848]
SMsplice 3SS: [ 1402  6048  7547 11760 12729 13934]
top_k =  1000
Partition function (log Z): 0.6772396584044946

Sorted 5' Splice Sites (High to Low Probability):
Position 11923: 0.9952448976678854
Position 107: 0.9866585326112647
Position 12848: 0.8688185951209403
Position 6136: 0.7712410620207623
Position 7677: 0.7708244940826061
Position 1486: 0.6813900507090629
Position 5974: 0.3087982991756759
Position 6802: 0.22476443185205475
Position 7644: 0.17501400580927273
Position 2098: 0.17218102087538595
Position 9570: 0.1460981859147211
Position 12422: 0.13010427362549704
Position 6570: 0.09947868248197862
Position 8860: 0.09207670574522778
Position 3784: 0.08851137653306955
Position 13993: 0.07870053608780782
Position 15010: 0.07401968204392663
Position 8927: 0.06229549907169432
Position 9985: 0.05825130878784052
Position 365: 0.05265992152341768
Position 12584: 0.041859203846684366
Position 7426: 0.04036399211690303
Position 8120: 0.034879744434507656
Position 7430: 0.03453086548725296
Position 10248: 0.0338851573766812
Position 9586: 0.031086938400658556
Position 7779: 0.026858159042535825
Position 8872: 0.024724532768155262
Position 8125: 0.02263275462534681
Position 1325: 0.021146797215628614
Position 1222: 0.020134268715984192
Position 12154: 0.01969825738231776
Position 11491: 0.01949408604582222
Position 8188: 0.019466950556893573
Position 2677: 0.018005558808907553
Position 4448: 0.01776240006532131
Position 378: 0.015128911578687865
Position 12691: 0.014167733916382987
Position 12730: 0.01365142744912919
Position 9016: 0.013597459347218881
Position 14851: 0.012621665315934772
Position 393: 0.011667235493233691
Position 9839: 0.010726251204223927
Position 11315: 0.009527686754172792
Position 8163: 0.009357985923648471
Position 15085: 0.009185966940653838
Position 3344: 0.008964315473106922
Position 9434: 0.00873391433552013
Position 6087: 0.006330689897852452
Position 3210: 0.006062335553442388
Position 7162: 0.006046112945033065
Position 14806: 0.006012705205677919
Position 6123: 0.005306054381030169
Position 12643: 0.005210477148897465
Position 8580: 0.0050932519144076555
Position 231: 0.00503297352012035
Position 15740: 0.004859408718496027
Position 453: 0.0045428744632442855
Position 273: 0.004200947702074367
Position 8779: 0.004027238571120766
Position 8610: 0.0037728145210221614
Position 12842: 0.003754855985642838
Position 9615: 0.0032989728679485575
Position 476: 0.0031704631179972145
Position 5562: 0.0024703674044127604
Position 13190: 0.002320944304057247
Position 6175: 0.0021910390904102376
Position 10500: 0.0021276632379348807
Position 5035: 0.001963277123403467
Position 3771: 0.0019047610910082327
Position 13743: 0.001698440856239397
Position 15550: 0.0016870981224390413
Position 613: 0.0016334855595678496
Position 10834: 0.0016035055274908638
Position 3775: 0.0015387014020180596
Position 3227: 0.00152977844809271
Position 8882: 0.0015215334598871
Position 12372: 0.0014607669602192297
Position 3847: 0.0014237836271866415
Position 960: 0.0008420077879990607
Position 2987: 0.0007967945478200732
Position 12392: 0.0006832755913452225
Position 10022: 0.0006254611619914872
Position 10507: 0.0006215430035753017
Position 1732: 0.0005906849123735671
Position 585: 0.0005493127158197919
Position 12631: 0.0005250648624459177
Position 6142: 0.00048165088210014653
Position 993: 0.00044198377460590103
Position 14811: 0.0004201065384488353
Position 588: 0.0004065796771860888
Position 3232: 0.0003906297263538797
Position 244: 0.0003806742164228588
Position 7683: 0.00035668362945566457
Position 436: 0.0003547617625591114
Position 1020: 0.0003444555915938062
Position 91: 0.0002914527045334626
Position 12400: 0.00025724751694997615
Position 448: 0.000252051421661568
Position 14010: 0.00023379350535353974
Position 8970: 0.00022940146631331257
Position 170: 0.00020056089522688648
Position 8901: 0.0001991070113958457
Position 1703: 0.0001849218103726226
Position 357: 0.00018389350211445374
Position 3475: 0.00016831974602300338
Position 8233: 0.00016785705398910126
Position 185: 0.00016653059976053143
Position 14022: 0.0001505142777610986
Position 964: 0.00013260867001761446
Position 74: 0.00012975224043649253
Position 1710: 0.00012586874471410628
Position 579: 0.00011612617760175007
Position 213: 0.00011054837098283215
