Gene = Cnst
index = 278
Annotated 5SS: [  247 33399 46497 55363 58236 58698 59900 60164 64297 76533]
Annotated 3SS: [32967 46314 55331 58148 58582 59877 60066 63415 76396 78628]
SMsplice 5SS: [  247 33399 41784 46497 58236 60164 76533]
SMsplice 3SS: [33128 41643 46314 58135 60066 76396 78628]
top_k =  1000
Partition function (log Z): -42.73029875816554

Sorted 5' Splice Sites (High to Low Probability):
Position 247: 0.8971133436065315
Position 1166: 0.3377022876941811
Position 1981: 0.08595540545725341
Position 3959: 0.07273599065215414
Position 2758: 0.05526666913172015
Position 411: 0.037544220283179094
Position 1415: 0.037327885092979025
Position 5222: 0.025099575678595377
Position 537: 0.011416947537373042
Position 2142: 0.010299417652610398
Position 1974: 0.01024693990851258
Position 59: 0.009942905813026516
Position 3165: 0.00756160759957054
Position 3647: 0.007358399854814683
Position 3483: 0.00646613561240202
Position 5288: 0.004605747065092083
Position 3973: 0.004312067069504983
Position 2321: 0.0042802953274485404
Position 1989: 0.0029195720579896973
Position 218: 0.0025721471029957117
Position 3366: 0.001984140319633904
Position 3652: 0.0019445961539895132
Position 5397: 0.0012850357998190917
Position 488: 0.0012244394786357536
Position 2097: 0.0011054617802909593
Position 3932: 0.0009640190969866035
Position 3192: 0.0008943125140287442
Position 2495: 0.0005402523125463881
Position 115: 0.0005172078832779676
Position 2177: 0.0004892441303993546
Position 2149: 0.00041657273766688947
Position 6481: 0.0004072520878743136
Position 356: 0.0003991065717649337
Position 155: 0.000334508750285811
Position 179: 0.00032969959860395354
Position 2093: 0.00029331569619030917
Position 1170: 0.0002897611205674638
Position 310: 0.0002459734193008959
Position 2016: 0.000216681928674555
Position 2299: 0.00020195645501968834
Position 1356: 0.00015514024407960975
Position 505: 0.0001295326645175495
Position 1088: 9.54938527658446e-05
Position 2151: 8.513219203540079e-05
Position 80: 7.529145030580964e-05
Position 2384: 7.21370450909124e-05
Position 512: 6.344011103659305e-05
Position 37: 5.4524949532605716e-05
Position 632: 4.6486555780553593e-05
Position 492: 3.846049837870564e-05
Position 428: 3.019758814600586e-05
Position 334: 2.9552904679255816e-05
Position 346: 2.748146152762935e-05
Position 500: 2.615990253679696e-05
Position 1805: 2.5405210566368417e-05
Position 668: 2.423310378695162e-05
Position 167: 2.3264592433353815e-05
Position 1284: 1.574801682929153e-05
Position 2806: 1.4495813535574011e-05
Position 895: 1.3221425771877339e-05
Position 418: 1.3138043225075832e-05
Position 303: 1.1275508903505272e-05
Position 494: 9.117174133027497e-06
Position 904: 9.100105151028698e-06
Position 591: 8.958812995707993e-06
Position 1367: 8.564059510794904e-06
Position 1827: 8.389939732007192e-06
Position 1978: 7.652099139480048e-06
Position 2466: 7.486640726173812e-06
Position 871: 6.972224255141461e-06
