Gene = Hscb
index = 548
Annotated 5SS: [ 282 3471 3798 5123 8842]
Annotated 3SS: [ 3373  3707  4977  8793 10565]
SMsplice 5SS: [ 282 3471 5123]
SMsplice 3SS: [ 3373  4977 10565]
top_k =  1000
Partition function (log Z): -3.564003145041588

Sorted 5' Splice Sites (High to Low Probability):
Position 3471: 0.9294110813378469
Position 5123: 0.8889150277207629
Position 6588: 0.47009653570820986
Position 282: 0.4262532203424123
Position 2939: 0.389292145413075
Position 3146: 0.3828753289736704
Position 91: 0.26909257015966465
Position 8988: 0.2649573525077223
Position 6364: 0.23634065626531894
Position 3803: 0.18605554785257178
Position 8842: 0.12795436045782055
Position 1019: 0.11971973974357225
Position 721: 0.07702872468884504
Position 198: 0.0685664702824347
Position 3416: 0.06264430722875003
Position 1038: 0.05422628525821288
Position 1430: 0.05402811685732218
Position 1562: 0.04970772797882337
Position 3798: 0.047202094942075154
Position 323: 0.03379655904865282
Position 9140: 0.028794175155774485
Position 7503: 0.028019278668444877
Position 731: 0.02637312027912089
Position 483: 0.025042012685323595
Position 8968: 0.024327032321870185
Position 5084: 0.022740545238004853
Position 1072: 0.020817203343792962
Position 29: 0.01908082972301372
Position 80: 0.013898756836892089
Position 10217: 0.013301708501511376
Position 2198: 0.012082038422817272
Position 1804: 0.011058181152237717
Position 365: 0.009759375896278587
Position 6536: 0.0075152567407138614
Position 915: 0.007348576172639602
Position 3744: 0.006867497297756928
Position 4203: 0.00660720949903489
Position 8891: 0.005198464815606058
Position 179: 0.004867127770020419
Position 7165: 0.0045747677226405555
Position 472: 0.0035745774135151572
Position 8990: 0.0030796066429039926
Position 3268: 0.0024977438374176224
Position 8498: 0.0020154957720371664
Position 9758: 0.0018778444486583143
Position 643: 0.0017320026330805021
Position 193: 0.001668853126478937
Position 1365: 0.001653188317356829
Position 1955: 0.0016407442375172346
Position 8958: 0.0015816416786300267
Position 51: 0.0015349571663082844
Position 4727: 0.0014715597809870898
Position 8946: 0.0014202570634285702
Position 8883: 0.0011862610583929516
Position 6748: 0.0009988436464056615
Position 1058: 0.0009925968172729163
Position 3504: 0.0009259931910409073
Position 499: 0.000837914007885241
Position 4653: 0.0008171627451508778
Position 2461: 0.0008104381682470588
Position 4082: 0.0007796268164739677
Position 257: 0.0007121671589050408
Position 4748: 0.0006870359796057695
Position 1687: 0.0006865943319568693
Position 4321: 0.0006656773200100892
Position 1774: 0.0005885109022768221
Position 8318: 0.0005422467108375118
Position 9697: 0.0005119698148534941
Position 8933: 0.0004959743621488577
Position 6389: 0.0004084983027787478
Position 789: 0.0003820319449265511
Position 3674: 0.0003722760688655231
Position 2962: 0.00026299519260002395
Position 295: 0.00025699202388549877
Position 3837: 0.00023018848865290675
Position 6624: 0.0002054285263609891
Position 489: 0.00018104998124025828
Position 389: 0.00017361153631758133
Position 3520: 0.00017331791294496115
Position 9090: 0.00016311937862748845
Position 5286: 0.00015861575473305998
Position 43: 0.0001310182703201704
Position 353: 0.00011020770446784645
Position 105: 0.00011000318846517462
Position 5546: 9.944939872958637e-05
Position 298: 9.263971432754e-05
Position 1572: 8.40610374082299e-05
Position 1701: 6.870697159643131e-05
Position 714: 5.929644916562145e-05
Position 665: 5.90090329895121e-05
Position 3464: 5.879289088738941e-05
Position 625: 5.604632966506881e-05
Position 610: 5.2946895428952513e-05
Position 200: 4.2608470422304344e-05
Position 593: 4.0057751221052954e-05
Position 210: 3.300001495415156e-05
Position 15: 3.0712615389995865e-05
Position 565: 3.0316732046729684e-05
Position 165: 2.833055148155304e-05
Position 606: 2.5976097459742215e-05
Position 1232: 2.450863700485593e-05
Position 409: 2.1114096346584463e-05
Position 68: 1.9020972801798044e-05
Position 7090: 1.6844357374167534e-05
Position 1108: 1.3905775585320551e-05
Position 492: 1.2854932366203624e-05
Position 84: 1.196607438442187e-05
Position 588: 1.1179451593173175e-05
Position 470: 5.069236081276951e-06
Position 577: 4.959395921704307e-06
Position 1023: 4.605551825642449e-06
Position 1153: 4.4696295431363245e-06
Position 630: 4.097928491135164e-06
Position 1042: 4.018814219615091e-06
Position 1445: 3.642045876472666e-06
Position 82: 2.68607829309025e-06
Position 540: 2.0008442762194426e-06
Position 1182: 1.9040683858255256e-06
Position 4011: 1.6179528015843193e-06
Position 3854: 1.5598420023754543e-06
Position 2763: 1.4297254180109828e-06
Position 1482: 1.3385127613622328e-06
Position 1361: 1.3189574248548686e-06
Position 1442: 1.2676177883037404e-06
Position 1207: 8.735162919187415e-07
Position 1150: 7.717243767004728e-07
Position 513: 5.173876396065753e-07
Position 1309: 4.307386150478191e-07
Position 3938: 4.2273548921674856e-07
Position 795: 2.4879647285258696e-07
Position 3524: 2.5228392282135834e-08
Position 799: 5.039493663586426e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4977: 0.8798176387607209
Position 3373: 0.8482239221438976
Position 10565: 0.7506416902824592
Position 8793: 0.6055072093327643
Position 6432: 0.3510713863191309
Position 2863: 0.3406676655233857
