Gene = Acmsd
index = 96
Annotated 5SS: [  130  9183 10627 16413 19813 24469 28687 30419 36566]
Annotated 3SS: [ 9137 10529 16362 19575 24374 28590 30245 36466 36869]
SMsplice 5SS: [  130 10627 24465 28687 30419 36566]
SMsplice 3SS: [10529 24374 28590 30245 36466 36869]
top_k =  1000
Partition function (log Z): -5.156854437247075

Sorted 5' Splice Sites (High to Low Probability):
Position 28687: 0.999999472038067
Position 36566: 0.9968503160864253
Position 10627: 0.9733722192909334
Position 130: 0.9196457610841962
Position 30419: 0.9084802810601535
Position 16467: 0.6462553713015726
Position 37128: 0.6008689867466945
Position 24465: 0.5691880671501456
Position 9183: 0.48907196741431386
Position 19656: 0.4847778409378926
Position 24469: 0.4308114048879217
Position 34642: 0.10245879381286677
Position 36107: 0.08240272464003424
Position 16413: 0.08088998228280055
Position 5484: 0.07684859488944216
Position 30984: 0.06254019888822965
Position 30449: 0.061680205550847356
Position 32454: 0.06012878589883899
Position 209: 0.044067874745668645
Position 136: 0.035726604703200396
Position 16284: 0.027247134183895863
Position 668: 0.025675751327496107
Position 6224: 0.025470663368567157
Position 37494: 0.024665995329081907
Position 5173: 0.023538350692659502
Position 37122: 0.022777680096280624
Position 5379: 0.02003306502833545
Position 7829: 0.01824816372272027
Position 9725: 0.015848405666911314
Position 533: 0.015144454292937289
Position 30478: 0.015109158896883254
Position 16270: 0.014014152437023236
Position 9856: 0.012319918704770205
Position 1288: 0.012030092818764037
Position 14116: 0.011879868913464075
Position 756: 0.011287198542350661
Position 1764: 0.009335054436219972
Position 2835: 0.007115168956199132
Position 38370: 0.005876233008184878
Position 37675: 0.005610378907361225
Position 38061: 0.0022783375738421575
Position 37371: 0.002173229539958562
Position 37079: 0.00080391973928336
Position 37109: 0.000526595003629947
Position 37355: 0.00028495152576247547
Position 37813: 0.00022982486963553774
Position 38111: 0.00017041734277130802
Position 37384: 7.154371754277691e-05
Position 238: 6.917806816898717e-05
Position 37176: 3.610586223849416e-05
Position 37722: 2.982335123267248e-05
Position 839: 2.255773582014223e-05
Position 350: 1.8867194426264836e-05
Position 263: 1.3609737928116122e-05
Position 40: 1.17393856990491e-05
Position 145: 1.047708837133028e-05
Position 515: 2.888776740067082e-06
Position 544: 1.5129871271914554e-06
Position 62: 1.2485773433827141e-06
Position 52: 8.757364975805252e-07
Position 50: 6.959427278382952e-07
Position 174: 6.536965557466387e-07
Position 848: 3.675784287481674e-07
Position 518: 3.4183679527502897e-07
Position 476: 2.7739654544759444e-07
Position 44: 2.2880174282343022e-07
Position 482: 8.021569557987996e-08
Position 323: 6.993249532520729e-08
Position 67: 5.713311015066977e-08
Position 402: 4.964955242420151e-08
Position 430: 1.4901043560898737e-08
Position 432: 3.797746489439431e-09
Position 301: 1.0796280683182064e-09
Position 16058: 5.527726306298676e-10
Position 12886: 4.788082409467575e-10
Position 14689: 4.4244746564976364e-10
Position 5178: 2.8755480383039614e-10
Position 3699: 1.3160177862340893e-10
Position 5431: 6.762447292524832e-11
Position 4072: 6.374565362041148e-11
Position 2968: 5.0209229664694476e-11
Position 3206: 3.8739017500057966e-11
Position 5499: 3.564158919934049e-11
Position 5806: 2.506079411386408e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 28590: 0.9999994720380673
Position 24374: 0.9999994720380669
Position 36466: 0.9975207866597812
Position 10529: 0.9637047355598503
Position 36869: 0.9545288820715028
Position 30245: 0.6431497381049125
Position 16362: 0.625537306355679
Position 19575: 0.48477803742496417
Position 30269: 0.34212227686631186
Position 38492: 0.24570147987240704
Position 38343: 0.2424425913355079
Position 9002: 0.23328786283866684
Position 9137: 0.22256383891671974
Position 34524: 0.10245879381286677
Position 35990: 0.08242844398596573
Position 5291: 0.06586090655944085
Position 30818: 0.06258800018933984
Position 32366: 0.06012878589883899
Position 16339: 0.045861333248777274
Position 16105: 0.04562293069758463
Position 37287: 0.0368164294217406
Position 8972: 0.03322026610179584
Position 16228: 0.027079626985979925
Position 5226: 0.024228766152061543
Position 314: 0.023368681222475783
Position 38369: 0.02245217893775597
Position 9618: 0.02155783431277654
Position 38182: 0.019976824152528078
Position 6077: 0.019872852945503162
Position 37863: 0.019434098517076347
Position 16318: 0.018165915582397968
Position 37553: 0.016133694382641235
Position 7751: 0.013348317630452269
Position 4951: 0.013200546428662543
Position 13937: 0.011879885434139542
Position 430: 0.01116543794869195
Position 37400: 0.010980392411996387
Position 37438: 0.010663866745825324
Position 1138: 0.010266720190698634
Position 38017: 0.010173881173781912
Position 37577: 0.009967088752869342
Position 38060: 0.009860024047819075
Position 10473: 0.009667489166820193
Position 587: 0.006712823046006902
Position 9712: 0.0066104890741622725
Position 16405: 0.006139710905937546
Position 4959: 0.006045468474777502
Position 37051: 0.005908908989760266
Position 38122: 0.005839792515748805
Position 37224: 0.005825748874898335
Position 37314: 0.00500778013056931
Position 7696: 0.004899846392268851
Position 2731: 0.004767780648169799
Position 5948: 0.004299297504495839
Position 38020: 0.0033600624980036626
Position 5378: 0.0030180243645801983
Position 38523: 0.002515682256592065
Position 37207: 0.002334829295979639
Position 4915: 0.0023271903922629776
Position 1575: 0.0022934491436957167
Position 37655: 0.002284775543087637
Position 633: 0.0022619425191037434
Position 37587: 0.0022075072087340804
Position 36935: 0.0021061676276408303
Position 376: 0.0020092246893774228
Position 5302: 0.0019244095022459239
Position 5346: 0.0018495554424567994
Position 1628: 0.0017626990550501339
Position 529: 0.001727739047115669
Position 38125: 0.0016864391601788392
Position 4978: 0.0016336006250527873
Position 37250: 0.0015970858850431543
Position 38293: 0.0013600684910828496
Position 1633: 0.0013024462712164812
Position 6115: 0.0012985170653316044
Position 37447: 0.0011516180115745366
Position 37648: 0.0011262186883984387
Position 597: 0.0009556340942796875
Position 37317: 0.0009405340009875929
Position 1684: 0.0009189779606936576
Position 2735: 0.000895773884670106
Position 37381: 0.0008745892574892348
Position 38095: 0.0008495583901156319
Position 532: 0.0008279551030063893
Position 1043: 0.0008248333127987274
Position 2645: 0.0007908700747992148
Position 37694: 0.0007898047294792253
Position 1607: 0.0007443895164494393
Position 37812: 0.0007214471840265133
Position 650: 0.0007063940661753709
Position 37343: 0.0006993302818418857
Position 36995: 0.0006903573968060117
Position 37303: 0.0006841811441246044
Position 37595: 0.0006796445536374524
Position 38541: 0.0006725990296773511
Position 289: 0.0006374385147232218
Position 1421: 0.000559412373459792
Position 36836: 0.0005478906209291343
Position 1482: 0.0005322904609611517
Position 37885: 0.0005157917803678724
Position 38206: 0.00047220324162170065
Position 37370: 0.0004705064230176271
Position 266: 0.0004370752023161919
Position 1076: 0.0004346625876385325
Position 37950: 0.0003917180651736427
Position 1717: 0.0003815667289543757
Position 467: 0.0003572866124190472
Position 5011: 0.0003315453125066941
Position 1082: 0.0002988118469864249
Position 38394: 0.00029362779922756355
Position 37476: 0.0002646218794059134
Position 37252: 0.00022723739593190736
Position 1547: 0.00021950334375910713
Position 2767: 0.0002161475240381621
Position 36650: 0.00021359307255296186
Position 1588: 0.00020779682282603588
Position 439: 0.00020371022640769808
Position 37865: 0.00018344996866357218
Position 1595: 0.00018265444570589835
Position 37175: 0.0001771447739153453
Position 2519: 0.00016936849173825993
Position 2491: 0.0001633175330545155
Position 37405: 0.00016196250496604937
Position 37806: 0.0001555346730359625
Position 543: 0.00012940647334932202
Position 1746: 0.00012399833314099377
Position 402: 0.00012151112627724088
Position 36731: 0.0001190449239935585
Position 1163: 0.00011879711922313825
Position 2661: 0.00011191107762594958
Position 1530: 0.000105870140131074
Position 1208: 8.59908881472824e-05
Position 38241: 8.208515985545877e-05
Position 686: 8.146525162276347e-05
Position 37615: 7.600275513912974e-05
Position 36914: 6.168973063473015e-05
Position 37623: 6.137550525318306e-05
Position 37204: 5.183527189795155e-05
Position 37480: 3.6336628059506006e-05
Position 36882: 2.6362402305570675e-05
Position 34875: 1.3188876792471499e-05
Position 31631: 2.421845519884872e-06
Position 31170: 2.372175792949956e-06
Position 30561: 1.9117115001945538e-06
Position 30610: 1.0618133444658108e-06
Position 18379: 1.869454489418707e-08
Position 10743: 1.806637475763508e-08
Position 16601: 1.7955024115116273e-08
Position 17096: 1.1608870551621897e-08
Position 15409: 5.3837751039780934e-09
Position 15603: 4.2254443798708576e-09
Position 14493: 3.9648502684075145e-09
Position 14433: 3.909979306513369e-09
Position 11499: 3.5671494148161608e-09
Position 7019: 2.9807373194441845e-09
Position 15788: 2.4946924834832188e-09
Position 10770: 2.4805891762738533e-09
Position 12032: 2.2888172225309444e-09
Position 8025: 1.926902502644907e-09
Position 4289: 1.6886624789218287e-09
