Gene = Tbcb
index = 1060
Annotated 5SS: [ 693 1147 4669 5429 7800]
Annotated 3SS: [1002 4571 5236 7726 7924]
SMsplice 5SS: [ 693 1147 4472 4837 5380 7800]
SMsplice 3SS: [1002 4364 4571 5236 7665 7924]
top_k =  1000
Partition function (log Z): -3.4123948379188542

Sorted 5' Splice Sites (High to Low Probability):
Position 1147: 0.8332887753412496
Position 4472: 0.6278046830588396
Position 693: 0.4924442922880616
Position 4837: 0.48948219280674155
Position 5380: 0.47907000033356667
Position 915: 0.410976557421619
Position 5429: 0.3693466111942214
Position 7800: 0.3483513294093285
Position 4669: 0.23871997765441658
Position 585: 0.21461233909293717
Position 4696: 0.18997677759511228
Position 6841: 0.1199255529529884
Position 4331: 0.10730688745928932
Position 3219: 0.048683585129872836
Position 4299: 0.04768918926291866
Position 5421: 0.040524985937100404
Position 3556: 0.030644812610791886
Position 4700: 0.027319851287713047
Position 4504: 0.01676287514133213
Position 1364: 0.012451656418325633
Position 3094: 0.011699758695726621
Position 5330: 0.01149635155101857
Position 1481: 0.01005773133203781
Position 712: 0.009517859587140803
Position 4509: 0.008616755095572292
Position 5425: 0.008562826230560951
Position 2498: 0.008401188076400693
Position 4463: 0.007359014104394046
Position 409: 0.007332648338119139
Position 5107: 0.006736865483515587
Position 468: 0.006522135389682878
Position 4487: 0.006342070939747559
Position 4984: 0.0059843820478938685
Position 451: 0.005678479958833537
Position 667: 0.004765810491183163
Position 4086: 0.004452754085682836
Position 1086: 0.004284643619518825
Position 7827: 0.004259409076377423
Position 6003: 0.0041423078549405155
Position 531: 0.003699734856925251
Position 7583: 0.003671141837368392
Position 3480: 0.0029644864248041477
Position 4476: 0.0028873273258017028
Position 4316: 0.002883072203390383
Position 4704: 0.0027285441758207385
Position 4994: 0.002622751642431417
Position 4604: 0.0025820283891691007
Position 391: 0.0025703044186421004
Position 223: 0.00252243006091802
Position 841: 0.001948427738910872
Position 6815: 0.0019411222760949548
Position 609: 0.0018062823726672137
Position 446: 0.0017992923212353782
Position 7097: 0.0016558874411788632
Position 5732: 0.0015900543053962149
Position 4052: 0.001572405665030445
Position 3103: 0.0014984642282581937
Position 1844: 0.0014609429993448146
Position 6292: 0.0014467259916327469
Position 4614: 0.0014327787204967265
Position 5954: 0.0012677726222163979
Position 5735: 0.0012017195897179335
Position 4990: 0.0011942434850415221
Position 4496: 0.0011384921346713768
Position 6413: 0.0010626655444991682
Position 4780: 0.0010583690100273982
Position 4224: 0.0009673350386612574
Position 4429: 0.0009364516920325491
Position 3132: 0.0008832669755918282
Position 1123: 0.00086787392548923
Position 384: 0.0008603479549051701
Position 3678: 0.0008395265575472319
Position 4623: 0.0008368427552549432
Position 6370: 0.0008165087214137221
Position 4877: 0.0007341936263388665
Position 646: 0.0006991712266641397
Position 5611: 0.0006849256047756402
Position 533: 0.0006047478489812188
Position 6927: 0.0006020111827157739
Position 7756: 0.0005861121630542498
Position 37: 0.0005333193838694371
Position 4290: 0.0005203962990168226
Position 893: 0.0005071596618471369
Position 686: 0.0004736980231025685
Position 1074: 0.0004541835125248167
Position 1276: 0.00044312876767829955
Position 1666: 0.000422417901031238
Position 4886: 0.0004213213883991121
Position 5375: 0.00038748201300109594
Position 4785: 0.0003846162556455672
Position 5627: 0.0003300886165029917
Position 701: 0.00031885743919017313
Position 2916: 0.0003085100583730084
Position 4713: 0.0002988359090800957
Position 1021: 0.0002323644922879383
Position 4016: 0.00018966656675062265
Position 4616: 0.00018429400119550848
Position 1136: 0.00015187697147563624
Position 2443: 0.00012246533661004554
Position 908: 0.00011552988017770893
Position 4369: 0.00011489329895292544
Position 664: 0.00011097340364003718
Position 6864: 0.00010745560888932639
Position 695: 0.00010640482098246439
Position 7173: 0.00010538656982626875
Position 615: 0.00010201767469905473
Position 7040: 0.0001019681745452105
Position 741: 0.00010183403209831234
Position 265: 0.00010113093368303223
