Gene = Dkk3
index = 336
Annotated 5SS: [   92   875  8447 10097 37468 38670 39710]
Annotated 3SS: [  638  8308 10012 37374 38524 39552 40626]
SMsplice 5SS: [   92   875  8447 25948 26525 26938 33010 37468 38670 39710]
SMsplice 3SS: [  787  8308 25827 26335 26755 32897 37374 38524 39616 40626]
top_k =  1000
Partition function (log Z): -20.33636036162015

Sorted 5' Splice Sites (High to Low Probability):
Position 8447: 0.9809963337398007
Position 875: 0.9189835483808653
Position 92: 0.8851879054242371
Position 15951: 0.4239457943197309
Position 16187: 0.3268855347098694
Position 4944: 0.2649820269887144
Position 18523: 0.2306851980499992
Position 1428: 0.15887690409104285
Position 4864: 0.13162112061727868
Position 2757: 0.1062296045019114
Position 5383: 0.09184527977884305
Position 6941: 0.07377011723374426
Position 10276: 0.057474857692697105
Position 10350: 0.03711746204640467
Position 16003: 0.03528154911835629
Position 17070: 0.029951842149578172
Position 2535: 0.025378978482086388
Position 1137: 0.018052283057987
Position 18816: 0.01622556726244698
Position 10097: 0.016074935992686414
Position 9423: 0.012419419086800283
Position 18068: 0.010147980618498656
Position 1067: 0.009127971412118956
Position 108: 0.00771660410126529
Position 4920: 0.007240220321948206
Position 7368: 0.005174106711084886
Position 908: 0.0050370185021755155
Position 10589: 0.004880767218058231
Position 2052: 0.004101901456154321
Position 436: 0.003354450951507659
Position 99: 0.002828731839869319
Position 2742: 0.002348366145829496
Position 678: 0.002339777061232651
Position 1835: 0.00228159637599186
Position 11360: 0.002275502098738975
Position 4369: 0.0021398146892389917
Position 542: 0.0021153775250182315
Position 1212: 0.001528731869551432
Position 1782: 0.0013711079133606684
Position 102: 0.001313336365761263
Position 1451: 0.0011330860735360305
Position 879: 0.0010730853192656219
Position 1865: 0.0009336207157294357
Position 130: 0.0008306357476092173
Position 3499: 0.0008225453663794831
Position 1087: 0.0007475655417060835
Position 4958: 0.0006762198393667094
Position 140: 0.0004639591396510326
Position 3179: 0.0003954584569619851
Position 821: 0.000358941558194412
Position 1878: 0.00035484763329349993
Position 9771: 0.0003385192502351246
Position 3184: 0.0002926969239861626
Position 267: 0.0002918624906374199
Position 6554: 0.0002746852896480026
Position 2788: 0.0002677776121172607
Position 3691: 0.00026025405141782087
Position 3167: 0.00024716255316651605
Position 349: 0.00022290954890873607
Position 2077: 0.00021651651687261945
Position 449: 0.0002095830018173979
Position 352: 0.00019091157569465624
Position 331: 0.000173649333972843
Position 507: 0.000166442374331211
Position 3127: 0.00016172333012797062
Position 290: 0.00013293480892955458
Position 420: 0.000131557259608404
Position 47: 0.00012981668470869447
Position 1244: 9.241310782932287e-05
Position 1601: 9.097102631810042e-05
Position 317: 7.994118545638983e-05
Position 1554: 7.627042396715845e-05
Position 2484: 7.119788788108025e-05
Position 710: 7.064838832355892e-05
Position 492: 6.95533334283403e-05
Position 252: 6.247127732488196e-05
Position 366: 5.901334046320453e-05
Position 1107: 5.762676046735335e-05
Position 77: 5.6492843214788006e-05
Position 401: 5.5697285628097975e-05
Position 44: 5.520239487356944e-05
Position 4848: 5.4559187700258904e-05
Position 3458: 4.9765962758640275e-05
Position 2869: 4.889252087395728e-05
Position 4054: 4.569894701175983e-05
Position 4087: 4.447910086547717e-05
Position 2179: 4.341357897169565e-05
Position 1055: 4.207090932785575e-05
Position 5779: 3.662928477868965e-05
Position 498: 3.626011712770169e-05
Position 387: 3.549955300387691e-05
Position 2731: 3.322285707792499e-05
Position 1288: 3.21129057449283e-05
Position 379: 3.02556181522014e-05
Position 4890: 2.272373002893906e-05
Position 111: 2.112656118839691e-05
Position 690: 2.0393916662293183e-05
Position 464: 1.845701624019704e-05
Position 413: 1.6094346008863128e-05
Position 246: 1.2219065603849655e-05
Position 320: 1.1999429432190137e-05
Position 525: 1.1266912140074396e-05
Position 7: 7.648174489020523e-06
Position 1123: 5.7477943948664385e-06
Position 1046: 4.806373959732917e-06
Position 603: 3.9469942701899465e-06
Position 950: 3.857050823359321e-06
Position 495: 3.749118825731285e-06
Position 688: 3.6765415521265622e-06
Position 600: 3.0031093619545257e-06
Position 244: 2.8359808692713995e-06
Position 415: 2.370866086680611e-06
Position 1173: 2.2424994777215063e-06
Position 928: 2.043500924056298e-06
Position 740: 9.039642906006748e-07
Position 811: 7.196896640479998e-07
Position 861: 6.506584739610664e-07
Position 1041: 6.17857649533096e-07
Position 26: 5.750868953713647e-07
Position 866: 2.612296693396174e-07
Position 1332: 1.2687663219403865e-07
Position 955: 6.784733199079587e-08
Position 1227: 4.612686294556662e-08
Position 1344: 9.399959814388704e-09
Position 1530: 9.134556506999442e-09

