Gene = Srsf11
index = 1031
Annotated 5SS: [  124  5188  9915 13799 14680 15264 17328 18830 20318 22688 23860 24330]
Annotated 3SS: [ 4990  9780 13688 14586 15213 17199 18747 20185 22597 23763 24190 24435]
SMsplice 5SS: [  124  4649  9915 13397 13799 14680 17328 17553 18830 20318 22688 23860
 24330]
SMsplice 3SS: [ 4572  9780 13279 13688 14586 17199 17440 18747 20185 22597 23763 24190
 24438]
top_k =  1000
Partition function (log Z): 22.295333561385796

Sorted 5' Splice Sites (High to Low Probability):
Position 24330: 0.9979883259240111
Position 124: 0.9971352313724984
Position 22688: 0.9780350595695182
Position 18830: 0.9672216270669353
Position 20318: 0.9630900091548187
Position 17328: 0.9474831988696649
Position 13397: 0.9168016135596504
Position 14680: 0.8857678786617206
Position 23860: 0.7902350995296606
Position 4649: 0.7726625834170513
Position 13799: 0.6462209806553325
Position 9915: 0.6092037148704932
Position 17553: 0.5299188247924531
Position 12517: 0.4604965124394088
Position 1868: 0.35438307135567876
Position 17135: 0.32900901139248895
Position 6857: 0.2097771706540245
Position 21717: 0.1876669230108265
Position 5225: 0.14389080714674807
Position 8873: 0.1393119518853114
Position 21531: 0.10534785714454296
Position 4000: 0.08777929720162087
Position 12342: 0.08620593324321292
Position 15264: 0.07770222169730216
Position 10860: 0.07596765974236026
Position 21758: 0.05232733568828912
Position 17620: 0.04990442734240154
Position 9983: 0.049206358562391035
Position 17098: 0.043511189918032156
Position 13825: 0.043273190937381585
Position 3477: 0.04265452227536396
Position 20395: 0.039627675788941004
Position 18348: 0.03953391250088855
Position 5188: 0.03846092652206948
Position 22354: 0.0382397157173243
Position 12571: 0.032397430260991254
Position 23866: 0.031031456000890613
Position 11376: 0.030983662939013366
Position 15779: 0.03024129665288079
Position 10109: 0.02997238430605648
Position 2022: 0.029140303317530904
Position 17596: 0.02894795484640818
Position 15349: 0.028682779082223813
Position 24559: 0.02752622212139702
Position 17991: 0.025526113598731543
Position 24623: 0.0239069742680448
Position 2419: 0.02273012749686864
Position 10208: 0.021898387259417618
Position 17650: 0.02135732962441511
Position 7812: 0.019036444653764893
Position 24479: 0.01833940716635154
Position 3613: 0.01814778645317642
Position 12883: 0.01754399108568607
Position 22812: 0.016996030155630667
Position 2270: 0.016671428637708836
Position 18876: 0.015924623380536
Position 10977: 0.015341760505929279
Position 13181: 0.013191208652788718
Position 11169: 0.013165656136899632
Position 14390: 0.012557120071362506
Position 7227: 0.011454753132071076
Position 24922: 0.011401102916153906
Position 1915: 0.010563567211055263
Position 11153: 0.008743063946901986
Position 12501: 0.007585429139889145
Position 22259: 0.007306470058600596
Position 17374: 0.006965407495727077
Position 14703: 0.006950407229507705
Position 14722: 0.006875573391003859
Position 12508: 0.0065917245744933324
Position 8020: 0.006320924802612576
Position 17365: 0.005424881156151885
Position 15899: 0.005255486805478159
Position 22346: 0.0050837362781744255
Position 24583: 0.005055191176676711
Position 13843: 0.004917542475157718
Position 17711: 0.004708400013701717
Position 21621: 0.004428613839542749
Position 17285: 0.003568443399786354
Position 8428: 0.003367363613772349
Position 23568: 0.0031353471982143166
Position 2318: 0.0031218120407157635
Position 24520: 0.0027742549128297184
Position 12256: 0.0027696955984090428
Position 24652: 0.0027634405846797103
Position 23818: 0.002741898272991599
Position 17506: 0.002691364264548029
Position 298: 0.0026832954244253946
Position 128: 0.002673279272679764
Position 17997: 0.0025955182056767055
Position 21701: 0.0020313225710776096
Position 23071: 0.0020108024857884597
Position 1952: 0.0017564075370469813
