Gene = Sepsecs
index = 964
Annotated 5SS: [  134   810  3721  4473  5541  9079 13483 13695 22111 22593]
Annotated 3SS: [  654  3601  4313  5386  8975 13352 13602 22016 22501 25600]
SMsplice 5SS: [  134   810  3721  4473  5541 11880 13483 13695 21925 22111 22593]
SMsplice 3SS: [  654  3601  4313  5386 11795 13352 13602 21801 22016 22501 25600]
top_k =  1000
Partition function (log Z): 2.0219735160123613

Sorted 5' Splice Sites (High to Low Probability):
Position 13695: 0.9964647545806098
Position 22593: 0.9809817439547386
Position 22111: 0.965387941798
Position 4473: 0.9508869741914078
Position 11880: 0.8131516486616611
Position 810: 0.7621864711314271
Position 134: 0.7493604283916149
Position 3721: 0.7131333022668227
Position 5541: 0.6526806343679865
Position 13483: 0.6322038726937876
Position 21925: 0.6103465665380774
Position 9079: 0.4866663023323872
Position 12198: 0.2968889677185681
Position 25770: 0.2964698889191372
Position 12521: 0.24904833255124323
Position 24610: 0.1366132666126853
Position 13190: 0.13093169723840783
Position 25050: 0.07526929499154787
Position 4766: 0.07433705498143055
Position 25629: 0.06746678498900015
Position 22424: 0.0485396229580542
Position 3055: 0.040843932383325274
Position 22845: 0.03760360753715613
Position 22832: 0.034082889192120894
Position 22965: 0.03298020357741717
Position 8882: 0.03204308568504357
Position 7588: 0.03047795376481645
Position 22339: 0.027204088287144976
Position 28689: 0.0266852205683885
Position 23311: 0.02391149280032369
Position 4547: 0.022820875184932088
Position 3260: 0.02264154565822702
Position 7104: 0.022508198458329028
Position 191: 0.022467922037877664
Position 4830: 0.019715365651717078
Position 13475: 0.0196575304892079
Position 743: 0.01774193816317419
Position 18716: 0.016467556965063187
Position 263: 0.01580612920258979
Position 14270: 0.015731528649801
Position 12079: 0.01369857465933853
Position 11885: 0.01341471866582777
Position 3455: 0.01305913286418186
Position 541: 0.012931878566333621
Position 16856: 0.012204572878405632
Position 1530: 0.012204148463554703
Position 15945: 0.011074198549974391
Position 7387: 0.009690040390988414
Position 71: 0.009567124751415312
Position 21667: 0.008707046852938088
Position 22807: 0.008422700644478602
Position 5742: 0.00802793280039632
Position 24640: 0.007903899721192983
Position 23718: 0.00726018806205913
Position 3725: 0.007106162633854659
Position 6459: 0.007075078055048809
Position 21149: 0.006753609486610273
Position 25757: 0.0065175358857824574
Position 348: 0.005615370203872852
Position 22280: 0.005280732765296445
Position 14352: 0.005220765040056424
Position 12919: 0.0046926564224753
Position 21186: 0.004628037503347751
Position 5716: 0.00450934502227591
Position 2544: 0.004456146116112574
Position 25935: 0.004406378145266457
Position 3628: 0.004308186499540352
Position 4162: 0.004238015348579429
Position 584: 0.0036596694478637933
Position 334: 0.003515775843114822
Position 16622: 0.0034487967686749645
Position 12042: 0.003398585538064149
Position 13700: 0.0033516167835406195
Position 3696: 0.003286618755502756
Position 1264: 0.003279466944399618
Position 22233: 0.0031733142433737487
Position 4847: 0.003135944180223041
Position 26569: 0.0029785605626397927
Position 4702: 0.0029604988203374575
Position 16653: 0.0029272408456492275
Position 21900: 0.0029015279151579196
Position 1290: 0.002888067323204669
Position 2269: 0.0028446512225562847
Position 12956: 0.0027886824110098674
Position 17923: 0.0026680492717929966
Position 16397: 0.0025668480422866152
Position 18423: 0.0024819851761542153
Position 25227: 0.00243259118607927
Position 9958: 0.002376768060477228
Position 18853: 0.0022641565405916607
Position 20183: 0.001990809389115461
Position 4463: 0.0018976712093818863
Position 13164: 0.0017999188077477113
Position 3369: 0.0017737324928291424
Position 12211: 0.0017609664099167343
Position 5530: 0.001713824865410738
Position 555: 0.0016914667073200666
Position 9995: 0.001691087036528008
Position 12420: 0.0016482239929103046
Position 2494: 0.0016350831455699973
