Gene = Ufc1
index = 1161
Annotated 5SS: [ 104  391 4876 5141 5507 5854]
Annotated 3SS: [ 196 4807 5076 5429 5762 6052]
SMsplice 5SS: [ 104  391 3457 4876 5170 5507 5854]
SMsplice 3SS: [ 196 3309 4807 5076 5429 5762 6052]
top_k =  1000
Partition function (log Z): 7.673466240333827

Sorted 5' Splice Sites (High to Low Probability):
Position 4876: 0.9717549383702435
Position 5170: 0.8729024936022134
Position 391: 0.8486745220668331
Position 5507: 0.8146199217824841
Position 3457: 0.7638213138192105
Position 5854: 0.6868271705822008
Position 104: 0.6686896511887288
Position 3749: 0.3225023063144427
Position 2419: 0.3005922321626569
Position 5141: 0.11660309255016467
Position 40: 0.08328144559704868
Position 798: 0.06950595439209221
Position 4017: 0.06398651163121953
Position 3447: 0.05705148337014328
Position 348: 0.052234205097447375
Position 5540: 0.04791401329041512
Position 217: 0.04408320109723138
Position 1538: 0.04221066337718018
Position 108: 0.03873463685190088
Position 2196: 0.03760188707104821
Position 5524: 0.03738540642151449
Position 1609: 0.03492929524406833
Position 1503: 0.03179540955922582
Position 213: 0.028901967370551215
Position 4296: 0.021995090084378
Position 635: 0.015375674143374988
Position 3971: 0.014376914020544976
Position 2391: 0.012015738143279966
Position 1746: 0.010820683668107825
Position 4895: 0.010399157640105022
Position 4901: 0.009057064007880955
Position 352: 0.008785776246827632
Position 2573: 0.008580597694085007
Position 3167: 0.008092632442538876
Position 3759: 0.006742870549838115
Position 4884: 0.005379798704836148
Position 55: 0.004938472939462293
Position 3847: 0.004396976293646657
Position 679: 0.0036062391552836993
Position 3975: 0.0027314481310359603
Position 1456: 0.00243392388473162
Position 658: 0.002392778132077222
Position 310: 0.0022755513117728742
Position 5521: 0.0020833389285571297
Position 5188: 0.001754890446316552
Position 1265: 0.00166322978698827
Position 444: 0.0015765180685787623
Position 3712: 0.0014570668596586996
Position 3137: 0.0013158104820514174
Position 5200: 0.0012933828051142039
Position 1494: 0.0012433491211512374
Position 158: 0.0011935462003252152
Position 5279: 0.0010894092675515139
Position 64: 0.0010578971648011913
Position 4270: 0.000848040062461399
Position 1541: 0.0007510398800074189
Position 2541: 0.0007493872121269429
Position 2218: 0.0007323437228748989
Position 1292: 0.0007315249671382246
Position 5313: 0.0006862488930742926
Position 436: 0.0006359365010190131
Position 768: 0.0006350607094386372
Position 1886: 0.0006265516389867476
Position 2126: 0.0006236024105190507
Position 5906: 0.0005870166409743
Position 5501: 0.0005340581189026774
Position 5645: 0.0004894087551172818
Position 2319: 0.0004418365731199607
Position 3382: 0.0003711543145088393
Position 5872: 0.00037064814081391273
Position 2100: 0.00037049882296857515
Position 5874: 0.0003494332853386468
Position 4931: 0.0003235466271543303
Position 3480: 0.0003051236909834979
Position 18: 0.0003001962151556735
Position 1571: 0.00027893617445331337
Position 1545: 0.00026066253297552585
Position 6099: 0.00024434990280513343
Position 1389: 0.00023123053115295955
Position 3940: 0.00021713198458573702
Position 2553: 0.0002156602234543613
Position 692: 0.0002148722353842538
Position 1370: 0.00021337309449215612
Position 5858: 0.00018937984468186825
Position 4253: 0.00017434144418947449
Position 1706: 0.00016994182174475062
Position 5245: 0.00016350698047738922
Position 4897: 0.00013828482337400097
Position 5351: 0.00012939482098988278
Position 5995: 0.00012305473029471456
Position 5894: 0.00012137229352611481
Position 5920: 0.00010606190467252048
Position 3640: 0.00010507939401708037
Position 6022: 9.131343097287634e-05
Position 1297: 8.829729858150271e-05
Position 196: 8.72964134236324e-05
Position 5147: 8.418922671126818e-05
