Gene = Arpin
index = 142
Annotated 5SS: [ 207 3557 5787 7188 7734]
Annotated 3SS: [3480 5653 6980 7569 8508]
SMsplice 5SS: [ 207 3557 5700 7734]
SMsplice 3SS: [3480 5653 7569 8508]
top_k =  1000
Partition function (log Z): -0.5865144372565885

Sorted 5' Splice Sites (High to Low Probability):
Position 3557: 0.921637564358907
Position 7734: 0.8965843142150339
Position 207: 0.8187670026219656
Position 3380: 0.39830367371905245
Position 5700: 0.372005601582004
Position 1534: 0.31833053224798746
Position 5756: 0.21376544317013707
Position 5447: 0.20801467309888425
Position 5787: 0.20099642898254003
Position 4054: 0.12653486852589343
Position 326: 0.11919697356703432
Position 5546: 0.09453573873672867
Position 6435: 0.08289402850550223
Position 2663: 0.07574600582252533
Position 7037: 0.06833265688184584
Position 3363: 0.06823421752528538
Position 7188: 0.0651170443802524
Position 3565: 0.06191635585486588
Position 5057: 0.0616855716975924
Position 7767: 0.05502764183175014
Position 984: 0.05304775553379115
Position 1000: 0.05189470885772613
Position 8290: 0.050100519408827864
Position 8376: 0.04594212333687822
Position 3193: 0.043015830856620973
Position 5791: 0.041264739996067015
Position 7738: 0.036667756906315775
Position 8838: 0.03394678139286616
Position 1423: 0.032682410459384734
Position 5264: 0.032145118936742836
Position 277: 0.02993223967461886
Position 5200: 0.029342408488936173
Position 7291: 0.024333127745774192
Position 8687: 0.023316128963418066
Position 57: 0.018354181856875696
Position 853: 0.016456039028607986
Position 6195: 0.016342202627421084
Position 3231: 0.016015649151104924
Position 6398: 0.0150785099761144
Position 1057: 0.013310788616294679
Position 9610: 0.00966862144383901
Position 7393: 0.008102779725489596
Position 3680: 0.0074243270465433235
Position 3209: 0.006488629473609108
Position 8654: 0.006077557469842831
Position 1419: 0.006036514016880619
Position 1712: 0.005818037211848002
Position 8299: 0.005204196190746258
Position 7124: 0.00479039911647194
Position 5463: 0.004635843747099562
Position 7975: 0.004594522551175897
Position 8308: 0.004493788570235041
Position 9817: 0.004444350988188922
Position 6828: 0.004087319339371672
Position 8789: 0.003442931632560103
Position 717: 0.003138143756801559
Position 3573: 0.002363137385502388
Position 9566: 0.002344306430000408
Position 5047: 0.002342588826308912
