Gene = Spcs2
index = 1011
Annotated 5SS: [  214 10002 10679 14278]
Annotated 3SS: [ 9917 10517 14142 19093]
SMsplice 5SS: [  214 10002 14278]
SMsplice 3SS: [ 9917 14217 19093]
top_k =  1000
Partition function (log Z): -5.776840382435511

Sorted 5' Splice Sites (High to Low Probability):
Position 10002: 0.9848631735970196
Position 214: 0.8841154887957005
Position 14278: 0.8488015909832595
Position 11198: 0.48233406725360745
Position 12278: 0.22021377078916546
Position 2794: 0.2042540001128394
Position 12587: 0.17689402392072578
Position 11937: 0.170751839076462
Position 2798: 0.16440986055571974
Position 9821: 0.1417627377064631
Position 17382: 0.1158776330804022
Position 2784: 0.11481525229024309
Position 17387: 0.10539508598450709
Position 268: 0.1011475379003636
Position 17136: 0.09738094321311844
Position 12253: 0.09546086243252123
Position 17144: 0.08790228131769759
Position 2565: 0.07412969593282169
Position 18286: 0.07368347201916123
Position 16088: 0.04755257600759009
Position 10667: 0.03300864865122107
Position 6585: 0.031244507283945754
Position 1275: 0.030874326073753698
Position 8285: 0.02793122671270412
Position 19325: 0.024211553709569268
Position 7079: 0.022619281434192947
Position 10252: 0.0224923502986078
Position 571: 0.022491043150444562
Position 3732: 0.020813337703068858
Position 15820: 0.01608992572084772
Position 2779: 0.014933593640180631
Position 10465: 0.014702729074175405
Position 18701: 0.013996242986548576
Position 11084: 0.01364549230754468
Position 3891: 0.01319425146096625
Position 3467: 0.012274755178988715
Position 19364: 0.011365156609900954
Position 13116: 0.01092300259033929
Position 200: 0.0104466402392009
Position 2823: 0.010261507288549998
Position 8228: 0.010133942857062971
Position 12269: 0.009959808683074483
Position 1890: 0.009671680877333274
Position 12019: 0.009554796199134154
Position 18770: 0.00921340262714106
Position 11565: 0.008555670677161198
Position 4508: 0.008247602938402763
Position 1969: 0.00700439553592799
Position 2092: 0.00654783690187839
Position 4237: 0.005394123635857542
Position 575: 0.005269387136741295
Position 5771: 0.005138584896775782
Position 12511: 0.0047046774223962655
Position 13312: 0.004460384463977127
Position 10538: 0.004337255053017079
Position 11166: 0.004044340952910577
Position 10011: 0.004035826257358234
Position 5423: 0.003935405263989669
Position 4631: 0.003913779179796482
Position 6059: 0.003873019072552547
Position 2802: 0.0038395549659012594
Position 18000: 0.0037733663988163907
Position 2563: 0.003640423392039551
Position 1428: 0.0034777040953471315
Position 5427: 0.003301320575084785
Position 10699: 0.002898378114697491
Position 14047: 0.002746996620370606
Position 15972: 0.002727007334884984
Position 122: 0.0024323882219929264
Position 12315: 0.0018756855762415957
Position 16827: 0.0018714592863200775
Position 5940: 0.001784157361695226
Position 6170: 0.0016961785351526832
Position 8455: 0.0015085896176502056
Position 17744: 0.0014539031514812705
Position 18710: 0.0013542583983709726
Position 6114: 0.0013394418134444522
Position 13719: 0.0012905607845889522
Position 444: 0.0011878946983916764
Position 18718: 0.0011658447673442394
Position 1541: 0.0010545527988682344
Position 16730: 0.0009600224014070257
Position 657: 0.000952611539664934
Position 5383: 0.0009458021146522861
Position 2252: 0.0008455963689293709
Position 2533: 0.0007490621810039525
Position 10048: 0.0006733664273704035
Position 11097: 0.0006695586274432093
Position 19329: 0.0006189490740272773
Position 630: 0.0005987944452487904
Position 5917: 0.0005918612954365118
Position 14498: 0.0004596529305643984
Position 11227: 0.00041834426844017777
Position 10391: 0.00034044000834146864
Position 10187: 0.00032359146837703206
Position 1130: 0.00029629331426772593
Position 1140: 0.0002865043968880878
Position 67: 0.0002715193938681777
Position 1153: 0.0002661590651982188
Position 610: 0.0002627755104797038
Position 10092: 0.00026195117233470116
Position 10646: 0.00024656559218379036
Position 11202: 0.0002232706444451389
Position 70: 0.00019720940935414374
Position 647: 0.0001841969445941774
Position 10789: 0.00016327912873450418
Position 2514: 0.0001424352381364405
Position 719: 0.00012867053933562374
Position 2215: 0.0001225958269098315
Position 11471: 0.00010854542487803628
Position 2075: 0.00010247523666008904
Position 2359: 8.647280435787925e-05
Position 114: 7.86140228726462e-05
Position 2635: 7.617552535103257e-05
Position 137: 7.582093817767041e-05
Position 477: 6.320547222641467e-05
Position 1694: 5.8001091142805274e-05
Position 2571: 5.7361510807984115e-05
Position 1260: 5.615141359713097e-05
Position 1829: 4.744109584045183e-05
Position 2543: 4.361632847941553e-05
Position 2569: 4.032905929531429e-05
Position 1121: 3.1602965350605585e-05
Position 226: 3.1174000869140294e-05
Position 967: 2.2656490404201783e-05
Position 2535: 2.1274156759968812e-05
Position 10138: 1.909082949155657e-05
Position 10302: 1.7766571250209407e-05
Position 409: 1.5851049332453166e-05
Position 149: 1.1429249094275244e-05
Position 1011: 1.0970878526093024e-05
Position 348: 1.0519117835498124e-05
Position 994: 1.03495357577101e-05
Position 3534: 9.768784090447982e-06
Position 2172: 9.03990946601259e-06
Position 608: 8.050210513439814e-06
Position 10040: 7.4575034230506725e-06
Position 108: 6.55574360650958e-06
Position 1782: 5.332323878545091e-06
Position 2164: 4.988749044228059e-06
Position 1023: 4.9268701782546675e-06
Position 1459: 4.899762233323276e-06
Position 4863: 3.872817547635064e-06
Position 675: 3.3872663013745273e-06
Position 2395: 3.3512427196125487e-06
Position 1451: 2.5573063164317243e-06
Position 1013: 2.4209306761679593e-06
Position 1344: 2.1314480282264583e-06
Position 1302: 2.1210899393865205e-06
Position 1611: 2.1165030155707774e-06
Position 2066: 2.063472744659229e-06
Position 2201: 2.000661741233695e-06
Position 418: 1.717591283788786e-06
Position 327: 1.6940790941088441e-06
Position 197: 1.122501475910794e-06
Position 204: 9.398159722115418e-07
Position 395: 8.966849491926183e-07
Position 392: 7.729657098635288e-07
Position 901: 5.587243789876912e-07
Position 740: 5.212993476225685e-07
Position 486: 4.798782044304785e-07
Position 152: 2.5120602171989653e-07
Position 1029: 2.1376886199349822e-07
Position 1102: 2.0481647822464186e-07
Position 527: 2.0158818923184882e-07
Position 871: 1.6322311132334645e-07
Position 368: 1.1774508593926894e-07
Position 877: 1.1509793003570678e-07
Position 305: 1.1424596611738313e-07
Position 819: 7.245521014409667e-08
Position 815: 5.952754960864945e-08
Position 803: 3.996390321214214e-08
Position 778: 2.5979100701984356e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 9917: 0.9961029368319965
Position 14217: 0.8544804825416425
Position 19093: 0.6957833297089218
Position 2709: 0.4311975646539217
Position 12172: 0.3081256653575336
Position 11056: 0.3077388351258851
Position 17293: 0.23507723544328685
Position 12479: 0.1660026322755171
Position 11788: 0.15886178302902365
Position 9724: 0.14177103395042867
Position 16877: 0.1128763131193291
Position 2462: 0.10828045060821789
Position 11115: 0.09826947456152875
Position 10994: 0.08285248885149005
Position 17576: 0.07769398567601507
Position 16931: 0.0749931081405772
Position 18152: 0.06099317589218106
Position 18272: 0.046688188638015236
