Gene = 1700102P08Rik
index = 22
Annotated 5SS: [  26  806 2552]
Annotated 3SS: [ 400 2459 4358]
SMsplice 5SS: [153]
SMsplice 3SS: [4358]
top_k =  1000
Partition function (log Z): -9.412180794268451

Sorted 5' Splice Sites (High to Low Probability):
Position 153: 0.5545942172639953
Position 284: 0.3530189807402399
Position 2552: 0.23780392671996958
Position 3855: 0.18104474489343242
Position 2301: 0.1791917868249994
Position 537: 0.12977140786119995
Position 4110: 0.07526977733178064
Position 772: 0.07177403561663391
Position 806: 0.03284506936443094
Position 26: 0.030698939053437554
Position 1380: 0.020879889307156282
Position 4229: 0.015412371922612791
Position 4099: 0.012068403476468407
Position 1597: 0.010028462513523302
Position 654: 0.006848682506613857
Position 306: 0.0060761227400754824
Position 1373: 0.005002281939487367
Position 3248: 0.004467742660893969
Position 3731: 0.003038038602858848
Position 236: 0.0019692389162272177
Position 1124: 0.0016290931667534419
Position 4082: 0.0011329255258988907
Position 619: 0.0011245084060910826
Position 4521: 0.0010057169736187397
Position 4022: 0.0010052241755592604
Position 288: 0.0010046023965210936
Position 3267: 0.0009917056656980274
Position 4030: 0.0006702362821384703
Position 1848: 0.0005856731309646701
Position 2686: 0.0005205615652264971
Position 1606: 0.0005140440755393263
Position 324: 0.0003727608194050236
Position 3436: 0.0003702277085306923
Position 101: 0.0003279510689040044
Position 2132: 0.00028971331429132846
Position 2102: 0.00025403131814206125
Position 273: 0.00020668192224652525
Position 2330: 0.00018494658280466546
Position 2292: 0.00013280935580152955
Position 1480: 0.00011968338928350247
Position 276: 5.503703952201226e-05
Position 598: 5.268491740695575e-05
Position 47: 4.013667891946522e-05
Position 165: 2.961621732563776e-05
Position 98: 2.9026690988941253e-05
Position 208: 2.7513097223300908e-05
Position 105: 2.2057012404450347e-05
Position 182: 2.0368134922368263e-05
Position 218: 9.832578427901219e-06
Position 10: 9.672185037072992e-06
Position 1659: 9.321670132033934e-06
Position 192: 9.098101381404138e-06
Position 745: 8.98247702498966e-06
Position 390: 8.065774016408165e-06
Position 518: 7.71192616075717e-06
Position 1242: 7.612986968494027e-06
Position 471: 5.592867588700981e-06
Position 1548: 4.373456914113018e-06
Position 52: 3.45197697327652e-06
Position 488: 2.8119920699772827e-06
Position 1156: 2.3225395721175866e-06
Position 1482: 1.4000701132135009e-06
Position 1484: 1.1113893554979195e-06
Position 605: 1.0891888075721706e-06
Position 353: 1.081491482902551e-06
Position 1152: 1.0616466183382944e-06
Position 68: 1.0488028596024085e-06
Position 607: 1.034595883552841e-06
Position 1041: 8.941449484199572e-07
Position 1488: 6.742662788406864e-07
Position 1131: 3.6510949906995756e-07
Position 717: 3.534980655767627e-07
Position 3445: 3.4654758317722477e-07
Position 2524: 3.286478454464066e-07
Position 1232: 3.172646833038083e-07
Position 345: 3.614817043862183e-08
Position 407: 1.0195241480255388e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4358: 0.5028003194414171
Position 2459: 0.20152774077192112
Position 3946: 0.1996847259843542
Position 3778: 0.16441846022407886
Position 400: 0.15942569057405048
Position 2203: 0.0933972194979587
Position 4021: 0.07353960594812642
Position 1300: 0.056488172908148185
Position 2405: 0.050367425369038474
Position 1960: 0.04487182498816406
Position 2178: 0.04014408509171606
Position 3387: 0.03939453744988467
Position 3600: 0.035014537373665014
Position 1557: 0.02444719193940854
Position 4302: 0.02167645972677842
Position 2626: 0.021198011445073137
Position 691: 0.014854568928360616
Position 1315: 0.011914862728166121
Position 671: 0.010740514377518568
Position 424: 0.010659041529565188
Position 3854: 0.010262777615534758
Position 287: 0.009687179953339196
Position 533: 0.008595216003840313
Position 2872: 0.008566665166084435
Position 2383: 0.006051572319192639
Position 2161: 0.006012272112640814
Position 674: 0.0059293111076901776
Position 2185: 0.005339953837988406
Position 2118: 0.0053011336053504195
Position 3132: 0.004480829110831345
Position 2925: 0.004292285115310726
Position 4619: 0.003800499448877713
Position 1795: 0.0036505775498592323
Position 2629: 0.003622386839141558
Position 1071: 0.003573454972242999
Position 2006: 0.0034121364277625646
Position 2667: 0.0034018309188308467
Position 728: 0.0032226217422071917
Position 1992: 0.002999040973915502
Position 2597: 0.002982556300908293
Position 2463: 0.002935728719448576
Position 4385: 0.0029107928873655887
Position 3364: 0.0026775148865414863
Position 3199: 0.0025534656280457838
Position 751: 0.0024836349328553513
Position 3167: 0.0024388780679338064
Position 3698: 0.00242741848462169
Position 3431: 0.0022757631277558173
Position 3695: 0.002235653932166183
Position 2271: 0.0021111631408916387
Position 4466: 0.0018813964999157306
Position 3554: 0.0017872544494001675
Position 4524: 0.001739270114981344
Position 2222: 0.0017073715214926926
Position 556: 0.0016706049132848807
Position 706: 0.0016091654549604138
Position 617: 0.0015554796310189628
Position 4549: 0.0014793976096313765
Position 2070: 0.0014512623540987113
Position 453: 0.0014490709359292805
Position 544: 0.0011761517617127077
Position 2247: 0.0011478388154344927
Position 2510: 0.001145785532344465
Position 623: 0.0010856936880776445
Position 2278: 0.001018569386053773
Position 710: 0.0009405760985072642
Position 381: 0.0008873919442682971
Position 385: 0.0008854830374987131
Position 133: 0.0008279966440443354
Position 3786: 0.0007874111502248886
Position 4157: 0.0007292228239310812
Position 1531: 0.0006917418748830456
Position 1256: 0.0006242257114358931
Position 1493: 0.0006010545743246571
Position 1099: 0.0005777684251564975
Position 619: 0.0005732797020670795
Position 253: 0.0005259072693164204
Position 1037: 0.0004769685590944957
Position 2507: 0.0004404696545475595
Position 259: 0.0004159052359418714
Position 2011: 0.000378499043340334
Position 1353: 0.00033739092439148357
Position 1269: 0.00033190501434095894
Position 4086: 0.00032779105326573787
Position 430: 0.0003220426934041473
Position 1725: 0.0003202735266617728
Position 3207: 0.00023745254051760453
Position 4445: 0.00023518314576330697
Position 4583: 0.00023162419571445275
Position 4580: 0.00023149671829979023
Position 4459: 0.00021400277952452037
Position 2711: 0.00020949289241922758
Position 227: 0.00020863964549415934
Position 1664: 0.00017970862552186805
Position 485: 0.00016846206204466802
Position 4403: 0.0001679855127082842
Position 2893: 0.0001675582560658461
Position 4810: 0.00016390368024373614
Position 1372: 0.00015295649429315818
Position 1842: 0.00014792806687383492
Position 3501: 0.00014104134987318758
Position 3902: 0.00013235311256164906
Position 1631: 0.00012680499413042327
Position 2128: 0.00012611863520559143
Position 755: 9.751122301524506e-05
Position 4924: 8.77946827726101e-05
Position 1392: 5.7733312295414976e-05
Position 1684: 5.09793108686403e-05
Position 157: 4.890842415935816e-05
Position 1317: 3.612008519027905e-05
Position 883: 3.3330786809351126e-05
Position 329: 3.070645623825853e-05
Position 266: 3.0500552600373544e-05
Position 475: 2.844319031020888e-05
Position 885: 2.509531281201887e-05
Position 468: 2.1665381372678524e-05
Position 771: 1.5894423617552695e-05
Position 434: 1.3634968906343968e-05
Position 201: 1.2511867770747367e-05
Position 437: 1.179260231280635e-05
Position 495: 1.1056893161267538e-05
Position 1499: 8.999860488421395e-06
Position 1056: 8.884896903302128e-06
Position 1513: 8.379489748476246e-06
Position 459: 5.511093600639409e-06
Position 1519: 4.4302944224863655e-06
Position 1200: 4.128205756302833e-06
Position 1736: 2.0967286769856414e-06
Position 471: 1.766504184960005e-06
Position 139: 1.7475392932988992e-06
Position 964: 1.4426513787008996e-06
