Gene = Gpr89
index = 521
Annotated 5SS: [  165  6855  8014 11849 12481 14544 15438 22828 24726 25273 29719 31887
 32870]
Annotated 3SS: [ 6794  7909 11741 12378 14422 15356 22717 24636 25179 29622 31796 32803
 33751]
SMsplice 5SS: [  165  6855  8014 11830 12481 14544 15438 15842 22828 23528 24726 25273
 29719 31887 32870]
SMsplice 3SS: [ 6794  7909 11741 12378 14422 15356 15750 22717 23396 24656 25179 29622
 31796 32803 36649]
top_k =  1000
Partition function (log Z): 13.671244943944036

Sorted 5' Splice Sites (High to Low Probability):
Position 32870: 0.9952879286061315
Position 15438: 0.9914675685601902
Position 12481: 0.974017400378262
Position 165: 0.9575512520979876
Position 14544: 0.924446162048239
Position 29719: 0.917803711575707
Position 31887: 0.806160557760245
Position 6855: 0.8040684699519892
Position 24726: 0.7926800792774039
Position 23528: 0.7903115729486352
Position 25273: 0.7370934520216055
Position 22828: 0.7180201101041258
Position 15842: 0.7079926370781419
Position 11830: 0.6173828329005189
Position 8014: 0.6069982167643636
Position 436: 0.5486680780491471
Position 923: 0.42666378073865613
Position 33884: 0.33233106446415617
Position 26437: 0.3210776482556104
Position 18063: 0.29109504709755885
Position 22311: 0.28028620718475517
Position 23867: 0.22079544815908553
Position 31722: 0.2126108618322565
Position 14246: 0.1789947438717398
Position 23202: 0.15872842611470775
Position 23619: 0.13810572334138008
Position 26171: 0.1211542406123296
Position 8714: 0.11834965987213451
Position 30684: 0.1161471251684995
Position 14952: 0.10038124128367631
Position 12258: 0.09429641738923446
Position 31177: 0.0839063537556933
Position 1313: 0.07835168623573888
Position 35808: 0.07687651752491326
Position 3705: 0.07626570811502623
Position 23060: 0.07607970276573552
Position 28457: 0.0719018396336399
Position 32062: 0.06431206639147287
Position 11882: 0.06157734659976824
Position 30944: 0.058357519039878576
Position 11849: 0.05725771429678284
Position 16181: 0.05614825043376933
Position 21154: 0.05277864430270658
Position 24824: 0.052537930413295596
Position 25277: 0.050023836630733995
Position 24047: 0.049671814577236906
Position 20902: 0.047517543793458523
Position 20906: 0.046791881373033146
Position 13001: 0.044751164241109975
Position 32008: 0.044392283785844276
Position 27667: 0.040759838189585895
Position 18467: 0.03920729807132317
Position 15057: 0.03699066493394773
Position 34240: 0.03465978180265242
Position 22881: 0.03164554164358531
Position 5014: 0.03127434491625287
Position 36418: 0.030981589680285106
Position 32552: 0.030638551984560804
Position 4254: 0.02967422088337283
Position 30129: 0.02836657127997143
Position 1806: 0.028140211915773018
Position 31380: 0.02699969045970432
Position 23837: 0.02218285018128436
Position 2433: 0.0196586401062196
Position 12158: 0.019077938804279125
Position 33229: 0.01900740858534132
Position 31673: 0.01862417345055378
Position 23965: 0.018260590232761456
Position 33827: 0.01777777798344007
Position 14455: 0.017590537276961825
Position 18605: 0.017338858851301632
Position 23076: 0.017209396017115502
Position 5648: 0.01709978396464306
Position 5518: 0.01638979273970481
Position 27254: 0.015692921713416765
Position 25470: 0.015361734311666155
Position 22822: 0.014868453565068525
Position 1016: 0.014281431910330029
Position 23219: 0.013908525905518375
Position 25050: 0.013899951449395001
Position 3211: 0.013818422004689825
Position 34601: 0.013790061982228739
Position 33753: 0.013242395758329044
Position 659: 0.012967911522148002
Position 932: 0.012943793520262151
Position 18497: 0.012211998328463777
Position 24733: 0.011690207353720507
Position 12059: 0.011400899660009036
Position 1890: 0.010721939102028797
Position 27103: 0.010020561798212223
Position 24267: 0.009905397268795873
Position 32526: 0.00961610561691551
Position 34163: 0.00947447658681999
Position 36425: 0.008543583843477224
Position 32136: 0.00789615259451264
Position 5018: 0.007343363241826452
Position 5503: 0.0068217644736126145
Position 30657: 0.006264029095135475
Position 23961: 0.006029777057415101
Position 16887: 0.005664395040575127
Position 27708: 0.005623456456656457
Position 16913: 0.004922748119025181
Position 33861: 0.004315013337624318
Position 1078: 0.004225986337819326
Position 24981: 0.0039232187048996205
Position 32657: 0.0035957506676080383
Position 5627: 0.0035764800502958508
Position 23846: 0.00349610551141928
Position 15473: 0.0032836129468126357
Position 24512: 0.003022314318870622
Position 252: 0.002758604042415491
Position 24713: 0.0026176679835612877
Position 5551: 0.002617423730531052
Position 23173: 0.0025371324293072344
Position 16: 0.0025281161028950843
Position 15617: 0.00238625579762761
Position 32019: 0.002256659838133391
Position 17185: 0.0022397678915156527
Position 24763: 0.0022033220131775066
Position 17870: 0.002124638425308093
Position 32448: 0.002062709286893808
Position 33526: 0.001974337223155688
Position 19537: 0.0018413226796956247
Position 31797: 0.0018092795426841992
Position 14967: 0.0017013836511810257
Position 34609: 0.0016556022539337759
Position 14513: 0.0015374676261757378
Position 36856: 0.0015277939796624481
Position 15820: 0.0014494194346736785
Position 3848: 0.0014214013399150014
Position 34535: 0.0013969709778801358
Position 34235: 0.001387098591442661
Position 5041: 0.001366223826612003
Position 14861: 0.001305906141353947
Position 35813: 0.0012527612856631696
Position 23980: 0.0012517840007833672
Position 31562: 0.0012517103376846678
Position 18398: 0.0012436054122487315
Position 36408: 0.001180358437242625
Position 15504: 0.0011513200058751339
Position 14865: 0.0010488000455387127
Position 32024: 0.0009519227888813329
Position 20928: 0.000912508813433646
Position 458: 0.0009082580861641844
Position 18160: 0.0008776001785691215
Position 483: 0.0008683270652585467
Position 53: 0.0008563919481393163
Position 36724: 0.0008002926792180476
Position 14750: 0.0007786423830208878
Position 20187: 0.000765687040748569
Position 33582: 0.0007408578308385666
Position 746: 0.0006959819748376589
Position 16233: 0.0006627104814507197
Position 13321: 0.0006508564586098103
Position 27404: 0.0006302025674619693
