Gene = Sdhd
index = 959
Annotated 5SS: [  75 3265 5052]
Annotated 3SS: [3147 4906 6561]
SMsplice 5SS: [  75 3265]
SMsplice 3SS: [3147 6561]
top_k =  1000
Partition function (log Z): -6.1705211113582825

Sorted 5' Splice Sites (High to Low Probability):
Position 75: 0.9447705182835082
Position 3265: 0.7920943684707171
Position 3034: 0.588156016010466
Position 3680: 0.20424658006229746
Position 4845: 0.07440392482218075
Position 3224: 0.07172820318280557
Position 1980: 0.0642855864561788
Position 1984: 0.057871705073032284
Position 1253: 0.04155761384073008
Position 98: 0.03379691335960841
Position 3013: 0.03351993658856484
Position 3229: 0.033353793087369916
Position 5056: 0.03238702421676805
Position 5581: 0.02447513944078937
Position 5086: 0.019638335235746377
Position 5197: 0.0186423350133926
Position 765: 0.018217746111523297
Position 4403: 0.017781544787772698
Position 790: 0.01738878613909178
Position 938: 0.015678978710410463
Position 2238: 0.014828347610340227
Position 4823: 0.014735096045827433
Position 4940: 0.012459533799683738
Position 2562: 0.012336769086085216
Position 1145: 0.009205081921899885
Position 5585: 0.00863532547930474
Position 4211: 0.00768005997670616
Position 925: 0.0075970129346480285
Position 4379: 0.006984241662966931
Position 2699: 0.006739705810078461
Position 80: 0.006657816159502393
Position 5673: 0.006227274867741099
Position 3817: 0.005967594764674978
Position 5654: 0.005514825267665835
Position 918: 0.005070578926879425
Position 2703: 0.00493439604723716
Position 2178: 0.004892403393076045
Position 4840: 0.00481758453138318
Position 2757: 0.00476724399900414
Position 4345: 0.004720188827201968
Position 4816: 0.004630074533159686
Position 6014: 0.00426509471114161
Position 814: 0.004051932980344293
Position 2592: 0.0036752936500598545
Position 5894: 0.003554186193213157
Position 6458: 0.003118446420868802
Position 4986: 0.00298068646249261
Position 2750: 0.0027003727833361294
Position 4715: 0.0026254739269254636
Position 628: 0.002474060486398318
Position 5577: 0.0019754264699590436
Position 5230: 0.0019109828867275027
Position 359: 0.0018506020812934345
Position 2201: 0.001374516522398574
Position 6498: 0.0013624935087066413
Position 2814: 0.0010620887751106715
Position 2441: 0.00101528526183347
Position 280: 0.0010091140656568196
Position 837: 0.0009535209490208048
Position 4362: 0.0008321117116075255
Position 3030: 0.0007096134784420861
Position 156: 0.0005479678862484675
Position 2022: 0.0005130144323271547
Position 3071: 0.0004861420351146882
Position 2102: 0.00043517163301603736
Position 3319: 0.0004302650693649625
Position 4853: 0.000402137074334781
Position 303: 0.0003926264246014272
Position 4133: 0.000385000702929248
Position 2400: 0.00036813065388162765
Position 4795: 0.0003644671720323236
Position 3269: 0.00033702758049797553
Position 222: 0.00032340813573050064
Position 5074: 0.00031944627949705075
Position 3669: 0.0003093729888476514
Position 684: 0.00029265660849118645
Position 257: 0.0002906792414869643
Position 6793: 0.00026923998768420856
Position 3296: 0.0002672564700619009
Position 2871: 0.0002559003071522731
Position 249: 0.0002453158068451467
Position 3415: 0.00022847441573598898
Position 2576: 0.0001995715878716104
Position 267: 0.0001905123042853158
Position 306: 0.00018216540229113113
Position 134: 0.0001807372575837714
Position 1537: 0.0001590538754252473
Position 3171: 0.00013842863917128118
Position 269: 0.00013668514300007413
Position 2951: 0.00013615247005172986
Position 3660: 0.00012646711603522083
Position 829: 0.0001262973055201828
Position 4526: 0.00012557450952533668
Position 2082: 0.000118567712400272
Position 2249: 7.481831616735146e-05
Position 2232: 6.539001303969958e-05
Position 740: 6.394882873449542e-05
Position 300: 6.371510106224573e-05
Position 823: 6.336094956426357e-05
Position 4793: 5.573846386270793e-05
Position 251: 5.425925834754762e-05
Position 2026: 5.034250915761907e-05
Position 3289: 4.4472790813632905e-05
Position 2222: 4.385209871494385e-05
Position 2845: 4.097637193200021e-05
Position 4814: 3.3609813816083665e-05
Position 3406: 3.279905791631054e-05
Position 2334: 2.733937714069563e-05
Position 947: 2.496478074799597e-05
Position 153: 2.4100398989310547e-05
Position 835: 2.1510844778619896e-05
Position 489: 2.1231690673210122e-05
Position 4342: 1.9775956650140374e-05
Position 2416: 1.625387391246676e-05
Position 2076: 1.54480560355821e-05
Position 1976: 1.5352079343980823e-05
