Gene = Ccl26
index = 229
Annotated 5SS: [ 70 273]
Annotated 3SS: [ 157 3024]
SMsplice 5SS: [ 70 273]
SMsplice 3SS: [ 157 2215]
top_k =  1000
Partition function (log Z): -8.934315903439842

Sorted 5' Splice Sites (High to Low Probability):
Position 273: 0.6930965168388458
Position 70: 0.6508871984661017
Position 325: 0.2345366917846767
Position 1695: 0.12789234676815112
Position 1144: 0.033963389563997644
Position 1510: 0.02946697853089087
Position 266: 0.012402186637256762
Position 158: 0.005864385857832797
Position 74: 0.0046381966471382
Position 1549: 0.004442592071329611
Position 381: 0.004341564634069054
Position 3042: 0.0039294686078349935
Position 46: 0.002705157291150159
Position 2844: 0.0026577117751338205
Position 486: 0.002520423621883061
Position 1140: 0.0019623391881454033
Position 1558: 0.001685872220956445
Position 1961: 0.0016595372028548677
Position 60: 0.0010274769264534168
Position 48: 0.0009777393197748546
Position 81: 0.0007742040069574033
Position 994: 0.0007664869793779963
Position 58: 0.0006245090915304314
Position 450: 0.0005823830924787789
Position 1364: 0.0004509982198546882
Position 773: 0.00038863668896342693
Position 524: 0.0003222651975709842
Position 982: 0.00021771109253601942
Position 16: 0.00019105554751789057
Position 287: 0.00015231225102176543
Position 2832: 0.00014036091162273386
Position 1128: 0.00012746481271002646
Position 329: 0.0001147145059571158
Position 613: 0.00010491960151489345
Position 114: 2.2659255856703914e-05
Position 24: 2.20247832501174e-05
Position 260: 7.686423960399206e-06
Position 268: 4.065406370809654e-06
Position 205: 3.1406322822068705e-06
Position 279: 3.0127009179920782e-06
Position 342: 2.9342066444808904e-06
Position 399: 2.857737598882117e-06
Position 557: 2.3346794264734207e-06
Position 798: 1.4137568041470245e-06
Position 177: 8.869404701214865e-07
Position 277: 7.299625019041198e-07
Position 150: 1.8987433588064374e-07
Position 225: 1.466746001287218e-07
Position 223: 4.7501354085052964e-08
Position 237: 2.9026003193102894e-08
Position 387: 1.6639427663448576e-08
Position 851: 5.309348303804483e-09
Position 456: 4.076696132013896e-11
Position 460: 3.800694114230241e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 157: 0.5992946232293475
Position 2215: 0.3935932482396038
Position 3024: 0.24687270953128448
Position 956: 0.06926213032682954
Position 1457: 0.06637377153089724
Position 197: 0.05160916377074975
Position 1595: 0.03324621242407879
Position 406: 0.03001476399566747
Position 2721: 0.029920365505796586
Position 1813: 0.02642066172347304
Position 1536: 0.022709990585591512
Position 2297: 0.019934198627348788
Position 1464: 0.019352861195706107
Position 3041: 0.0139869614121612
Position 2350: 0.013611739499624376
Position 2668: 0.012866078087643193
Position 2562: 0.012865147304547644
Position 2403: 0.012761629775540934
Position 2244: 0.010006672674154256
Position 1533: 0.009786547646446426
Position 3108: 0.009211688142497359
Position 1290: 0.009001029993545677
Position 2456: 0.008312308823483976
Position 2509: 0.007824049619063812
Position 2780: 0.007415658039968232
Position 2975: 0.007273028102776528
Position 2615: 0.006070370454466514
Position 931: 0.005816868979171849
Position 1904: 0.005508112934271093
Position 1304: 0.0036296036312865
Position 2747: 0.003264343396370981
Position 782: 0.003145887698008516
Position 505: 0.0028882565039232023
Position 1831: 0.002822119247364778
Position 1420: 0.002706369467909183
Position 3061: 0.0026757978500847606
Position 659: 0.0026503112478235666
Position 1051: 0.002490602526839156
Position 1215: 0.002301473379916188
Position 961: 0.0021298913700630814
Position 523: 0.0020835347079661273
Position 342: 0.001708839814355643
Position 2901: 0.0016923954808870396
Position 891: 0.0016447736097503693
Position 3065: 0.001570284975751755
Position 654: 0.0013898040990333715
Position 520: 0.0013319445405440542
Position 2930: 0.0012079020762661154
Position 1095: 0.001200361024905126
Position 1609: 0.0011983080440952636
Position 1233: 0.0011751740649577093
Position 1544: 0.0010678321380085366
Position 1574: 0.0010598692933001992
Position 1860: 0.0009925331237332414
Position 1030: 0.0008979525249019257
Position 626: 0.0008907410232160197
Position 811: 0.0007959528953328583
Position 1310: 0.000681827593164902
Position 449: 0.0006700489791514074
Position 977: 0.0006681615407490124
Position 1002: 0.0005676514251847664
Position 1918: 0.0005405625629520538
Position 1039: 0.0005211710446471824
Position 718: 0.0005051330315122947
Position 681: 0.00047077477330633257
Position 348: 0.0004573069296663939
Position 230: 0.00044551263288896185
Position 1514: 0.0004236818841917595
Position 466: 0.00041286955950421
Position 1357: 0.00039886305846758603
Position 1218: 0.0003589457111437727
Position 1250: 0.00033653286723643523
Position 1187: 0.00031930108718391533
