Gene = 1700069L16Rik
index = 20
Annotated 5SS: [ 119 1050]
Annotated 3SS: [  883 20800]
SMsplice 5SS: [ 170  509 1050]
SMsplice 3SS: [ 431  883 4554]
top_k =  1000
Partition function (log Z): -12.50109668920681

Sorted 5' Splice Sites (High to Low Probability):
Position 1050: 0.765048025710422
Position 170: 0.5168855766466945
Position 509: 0.46930189163624586
Position 119: 0.38874360260318663
Position 4762: 0.3186643827961148
Position 8752: 0.1531877674478735
Position 539: 0.1368819141627525
Position 516: 0.10170101006037628
Position 3450: 0.056827787246890187
Position 3181: 0.04581105813531093
Position 669: 0.03965574330951999
Position 4199: 0.03426897191298921
Position 6557: 0.029235461964611093
Position 748: 0.028067920699413103
Position 3851: 0.02625269940091723
Position 8269: 0.021621340285943588
Position 89: 0.020215850016091795
Position 193: 0.020134159919255698
Position 601: 0.01936313861965326
Position 295: 0.015781315545213434
Position 52: 0.015601664048584173
Position 5429: 0.014969615042175454
Position 695: 0.0148202349208236
Position 558: 0.012923796331072209
Position 6412: 0.009488438819055213
Position 146: 0.007850191972239453
Position 968: 0.006376637329524944
Position 528: 0.005977067716556001
Position 2082: 0.004987961434299485
Position 12: 0.004947902325751661
Position 615: 0.004449648503866396
Position 1634: 0.003214435489690688
Position 6180: 0.003183166595355956
Position 531: 0.003056450623855299
Position 742: 0.0027966363007795817
Position 1596: 0.0024430734247804166
Position 3929: 0.0017594696064110842
Position 502: 0.0017236109099242995
Position 6549: 0.0016311985193949601
Position 801: 0.001624391355057085
Position 454: 0.001614479317541818
Position 311: 0.0013646270942482672
Position 7988: 0.001359437459252635
Position 2072: 0.0013448059002935798
Position 123: 0.0013002953208091535
Position 659: 0.0012581608021352295
Position 8795: 0.0012534590104144854
Position 4177: 0.00117281073711489
Position 1217: 0.0011576967592018845
Position 605: 0.0010464068423836233
Position 357: 0.0009533834731127817
Position 2074: 0.0009124139744599316
Position 6900: 0.0008335563903597849
Position 4169: 0.000822825916578447
Position 457: 0.0006995424145220966
Position 155: 0.0005799247210256687
Position 791: 0.0005519579265134156
Position 2088: 0.000521893635559467
Position 496: 0.0005194475588595886
Position 3328: 0.0005171068799511188
Position 4215: 0.00047779183151667293
Position 4695: 0.00043962794511420917
Position 2033: 0.00043337347369727035
