Gene = Atp5f1
index = 149
Annotated 5SS: [  174   952  1238  4204  6082  8509 16413]
Annotated 3SS: [  540  1200  4057  5917  8382 16232 17035]
SMsplice 5SS: [  288   952  4204  6082  8509 16413]
SMsplice 3SS: [  756  4057  5917  8382 16232 17035]
top_k =  1000
Partition function (log Z): 0.7835001947954685

Sorted 5' Splice Sites (High to Low Probability):
Position 8509: 0.9832159359179415
Position 4204: 0.9588375629872113
Position 6082: 0.8064997681717923
Position 288: 0.7526942149660446
Position 952: 0.6628060301038619
Position 16413: 0.6130168021206421
Position 16621: 0.17511029916067763
Position 5682: 0.17212057949000226
Position 2426: 0.16527362244915716
Position 12559: 0.15491028119723355
Position 13880: 0.14555933431689508
Position 16296: 0.13400257815358227
Position 2230: 0.1280610173916151
Position 152: 0.11493578714455005
Position 11525: 0.08035852104896259
Position 1147: 0.07918699073872759
Position 1238: 0.0703318013392359
Position 202: 0.05884434598191592
Position 7262: 0.05647095350648885
Position 864: 0.05494863942173552
Position 2686: 0.054037999099163854
Position 2240: 0.04115749120866875
Position 1683: 0.030611014609489746
Position 16455: 0.02727946459139902
Position 16374: 0.020392587699687572
Position 3604: 0.020372439314290537
Position 408: 0.019569139241132707
Position 365: 0.019486397946051552
Position 174: 0.019465543522537196
Position 2162: 0.018270904698781967
Position 4140: 0.018193383722928825
Position 972: 0.017107691744914534
Position 3869: 0.016198881933157515
Position 11257: 0.01467139811256661
Position 15018: 0.014237123631652995
Position 6178: 0.010834615482884747
Position 8287: 0.010132460700752839
Position 4584: 0.009117906075444238
Position 332: 0.00805662604158274
Position 8141: 0.006276906882489269
Position 12618: 0.006224858516094644
Position 15739: 0.0060864774575987
Position 16601: 0.0059665924851709596
Position 7: 0.005808962905929219
Position 8871: 0.005774668153070675
Position 4218: 0.005533419403350287
Position 16508: 0.005418870753192314
Position 16581: 0.005411324086143934
Position 1679: 0.005039743223181135
Position 7780: 0.004952668199445596
Position 9828: 0.004649288543749401
Position 16744: 0.004602634066676743
Position 16389: 0.00458082071395029
Position 824: 0.004471480625086295
Position 14154: 0.004422935585149167
Position 6392: 0.0038231635525971313
Position 5277: 0.0028900775367196184
Position 2783: 0.0028853395588387272
Position 7458: 0.002874773454498797
Position 1697: 0.002778994013775223
Position 13313: 0.002746797849362749
Position 5812: 0.002324663813648007
Position 462: 0.002158404962431391
Position 679: 0.002095227842238225
Position 13357: 0.001992206401479836
Position 16577: 0.0019581560368789382
