Gene = Apobr
index = 129
Annotated 5SS: [ 127 2870 3221]
Annotated 3SS: [ 433 2954 3314]
SMsplice 5SS: [127]
SMsplice 3SS: [433]
top_k =  1000
Partition function (log Z): -7.294199837627852

Sorted 5' Splice Sites (High to Low Probability):
Position 127: 0.9853693892531566
Position 524: 0.35398896764162735
Position 563: 0.32191811184933966
Position 3221: 0.14877716809690433
Position 2870: 0.12406074395942135
Position 3250: 0.06991020733859044
Position 539: 0.0350684458480399
Position 1703: 0.024183091334976387
Position 2047: 0.019307328802292596
Position 1745: 0.013207591508665417
Position 648: 0.009557910725987563
Position 591: 0.00876834081677922
Position 3217: 0.00865224219116174
Position 2039: 0.006905538068440947
Position 1532: 0.006226077229283059
Position 89: 0.004697009116637755
Position 38: 0.004493174617982403
Position 2234: 0.003610283971050852
Position 2835: 0.003097729567933576
Position 1943: 0.0024209761366346216
Position 3117: 0.002321812425088308
Position 902: 0.0020330210450086924
Position 837: 0.001675713485772651
Position 286: 0.0016054080049772274
Position 444: 0.001545667147560029
Position 1514: 0.001413374458784022
Position 318: 0.0014124220933928225
Position 332: 0.001390689867265234
Position 1718: 0.0013067007731962675
Position 599: 0.0010319772018852647
Position 2483: 0.0009634348845757703
Position 3725: 0.0006758168182159986
Position 3079: 0.0006694708547117322
Position 582: 0.0006275353174794962
Position 2465: 0.000584857903696203
Position 639: 0.000581506521384784
Position 388: 0.0005419176071963317
Position 284: 0.00043668841704112984
Position 169: 0.00042976749384307706
Position 19: 0.00042793725562005955
Position 229: 0.00041694742818652224
Position 15: 0.0003740299170811233
Position 3315: 0.0003673483830430637
Position 2131: 0.00036195995411640716
Position 3077: 0.00023759983981774265
Position 464: 0.0002303511717746161
Position 2711: 0.00021607214445068835
Position 32: 0.0002067163066675661
Position 312: 0.00020013327564235827
Position 542: 0.0001977367651488092
Position 756: 0.00019625120945259398
Position 905: 0.0001885467475089079
Position 1712: 0.00018407210050165647
Position 485: 0.0001734025285698624
Position 371: 0.00016657363635579433
Position 362: 0.00013721435548586953
Position 3554: 0.00013610455061589943
Position 3163: 0.00012887160604139813
Position 664: 0.00012624556843685657
Position 3424: 0.00012374047002393127
Position 2916: 0.00010871759976511497
Position 2256: 9.317489859099561e-05
Position 172: 3.607629803066568e-05
Position 369: 2.29215978142903e-05
Position 261: 1.9433698309342414e-05
Position 250: 1.6407367079404593e-05
Position 2552: 1.3673999768762414e-05
Position 2792: 1.1410185785621727e-05
Position 807: 9.409713993137553e-06
Position 2583: 9.323136205553769e-06
Position 1119: 5.629142973731056e-06
Position 385: 4.001908394828951e-06
Position 3448: 1.7981120881043655e-06
Position 404: 2.534869408902507e-07
Position 715: 7.231056483020781e-08
Position 448: 5.6962776852955434e-11
Position 452: 4.290078569369945e-12
Position 454: 3.3346034341862534e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 433: 0.8808207406263441
Position 3314: 0.4654581430845401
Position 2954: 0.374564030286523
Position 3019: 0.0810272143450611
Position 2756: 0.07852062471575694
Position 1580: 0.03201684000325557
Position 3140: 0.030264879430147905
Position 3104: 0.026662271915575176
