Gene = Mosmo
index = 688
Annotated 5SS: [  240 48702]
Annotated 3SS: [48488 52845]
SMsplice 5SS: [  240  9833 10066 18846 48702]
SMsplice 3SS: [ 9704  9915 18642 48488 52845]
top_k =  1000
Partition function (log Z): -25.416485475508374

Sorted 5' Splice Sites (High to Low Probability):
Position 240: 0.9867932180160527
Position 9833: 0.7127230271819451
Position 10066: 0.42621301538339457
Position 10214: 0.30423191371930325
Position 4908: 0.24034586007784353
Position 2855: 0.19931577103213877
Position 17071: 0.14606393238513968
Position 5250: 0.12101944154898375
Position 11728: 0.11569685040667316
Position 18846: 0.11354218285544818
Position 10009: 0.08966342568836956
Position 13288: 0.07575447102225617
Position 821: 0.06887489635600755
Position 16740: 0.06668848131220145
Position 4399: 0.06570891734555635
Position 14620: 0.05655164793835921
Position 10020: 0.03558395682816063
Position 9126: 0.01804494586770927
Position 82: 0.01636023951377898
Position 16712: 0.01450588863029572
Position 10622: 0.014214906122691254
Position 12784: 0.013949836838812468
Position 13072: 0.013171666088764952
Position 304: 0.010512122061092073
Position 10695: 0.010503613391517987
Position 4923: 0.008584865994916636
Position 11563: 0.008420842696334483
Position 1559: 0.007839375945537434
Position 2881: 0.007782654720834723
Position 9859: 0.006991149282543067
Position 2020: 0.006942419382492876
Position 869: 0.006815483132773074
Position 10230: 0.005781699279038678
Position 11732: 0.005370532483250081
Position 9840: 0.00466570184805698
Position 6701: 0.004602765969686529
Position 12395: 0.004228264512286126
Position 8367: 0.0037868005632923515
Position 2550: 0.0034070917770841367
Position 5103: 0.0028930856079903613
Position 13235: 0.002590383291016959
Position 10236: 0.002580128968615179
Position 13344: 0.0024535480954317045
Position 4412: 0.0023481048199018423
Position 10130: 0.0021990949546699806
Position 4108: 0.002121317210000241
Position 1923: 0.002032036924093676
Position 1956: 0.0019284970412104976
Position 10089: 0.0018766259398233591
Position 2791: 0.0015883327787324898
Position 105: 0.0015225388992047783
Position 9173: 0.0013836098955020625
Position 281: 0.0012161057454963633
Position 10121: 0.0011343017020118027
Position 9999: 0.0009746816663055882
Position 662: 0.0009476831285075543
Position 1149: 0.0009291784405338529
Position 4746: 0.0004742878269089215
Position 5928: 0.0004044421322237406
Position 3971: 0.00039358945282113645
Position 2770: 0.0003387496665772809
Position 5147: 0.000336640843089861
Position 10115: 0.00031487859824504263
Position 1655: 0.0003060941083403717
Position 249: 0.0002721606415433191
Position 1258: 0.0002463868345427854
Position 10007: 0.0002115242854317025
Position 2525: 0.00016133311388712572
Position 112: 0.00014342563529130226
Position 7470: 0.00014309734610764744
Position 5089: 0.0001220898629063296
Position 1960: 0.00011740552766397768
Position 2109: 0.00010867932430461208
Position 10487: 9.925422963354987e-05
Position 1319: 7.38356820280038e-05
Position 2164: 6.65967121378032e-05
Position 10040: 6.62755499315131e-05
Position 963: 5.378845470418035e-05
Position 3121: 4.0665067366318976e-05
Position 874: 3.668041167226877e-05
Position 316: 3.433204309518795e-05
Position 1978: 3.4142537603481744e-05
Position 272: 3.317779542173074e-05
Position 266: 2.7405500820314032e-05
Position 2515: 2.63370776547476e-05
Position 1927: 2.488739778832477e-05
Position 1378: 2.2367609714411823e-05
Position 653: 2.1759754779756873e-05
Position 790: 2.0200284970239717e-05
Position 596: 1.5547617117995745e-05
Position 1382: 1.5474724138883027e-05
Position 2064: 1.5210039971828454e-05
Position 508: 1.1425061967217973e-05
Position 598: 1.1284776960621948e-05
Position 2131: 8.572130070547525e-06
Position 838: 8.434112503378976e-06
Position 297: 4.886057146042682e-06
Position 604: 2.8117508198373894e-06
Position 600: 2.775099468484338e-06
Position 602: 2.7509261084654497e-06
Position 606: 2.520727627457441e-06
Position 232: 2.4849022290614773e-06
Position 608: 1.9461992371175675e-06
Position 590: 1.141037688452958e-06
Position 3794: 1.0601480389602353e-06
Position 370: 7.941348511459796e-07
Position 377: 7.255635993858163e-07
Position 573: 7.136326145193702e-07
Position 368: 6.310842195335328e-07
Position 511: 5.41809571820217e-07
Position 617: 2.8079174499057146e-07
Position 374: 2.779651459584453e-07
Position 1769: 2.680831905507017e-07
Position 619: 2.4637187751126743e-07
Position 592: 2.0443770319855914e-07
Position 612: 2.0156722312886053e-07
Position 1736: 1.819333407993757e-07
Position 610: 1.1583941338852921e-07
Position 344: 9.40278556639072e-08
Position 383: 7.895941438780718e-08
Position 337: 6.671925936517792e-08
Position 537: 5.980142206590042e-08
Position 162: 3.3432887146237664e-08
Position 559: 1.960394735439119e-08
Position 679: 1.728182214896493e-08
Position 896: 1.3190774719371496e-08
Position 908: 1.2405626313299748e-08
Position 810: 9.22546691211849e-09
Position 795: 8.31491401074293e-09
Position 750: 2.580242557544145e-09
Position 877: 5.879910721372185e-10
Position 882: 2.5772961470452063e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 9915: 0.7856449304736294
Position 16987: 0.7154229883976868
Position 9704: 0.6501983803061016
Position 18642: 0.2020364947791305
Position 2717: 0.18610617934301862
Position 4826: 0.13554750811996885
Position 11468: 0.1276988321850181
Position 9964: 0.10697861387208181
Position 16656: 0.10695008734305798
Position 5102: 0.09688556559352139
Position 13184: 0.08726119176588414
Position 722: 0.06858204824256402
Position 17674: 0.05958134455984425
Position 14435: 0.05869660188521657
Position 4314: 0.05370558625565358
Position 9623: 0.04877501726846424
Position 10595: 0.044716266579165824
Position 4839: 0.032243682687290554
Position 9681: 0.026424152978658688
Position 4759: 0.022617136056222686
Position 10088: 0.02113129393424392
Position 9041: 0.019448145955643623
Position 19130: 0.01691012880761571
Position 4978: 0.01648486207616053
Position 19957: 0.01648421207742548
Position 22699: 0.016180697684912444
Position 20339: 0.01611329812397229
Position 158: 0.016069578098936867
Position 20295: 0.015529501526774788
Position 12713: 0.014458643313462803
Position 12975: 0.014329199294639834
Position 22512: 0.013729476797033627
Position 4720: 0.013332792190101353
Position 2733: 0.012230954188076477
Position 4273: 0.011801436424838559
Position 9911: 0.011642597679878446
Position 4750: 0.010474439913260468
Position 1862: 0.01018685409828803
Position 11819: 0.010168350385846743
Position 4603: 0.009636024997873095
Position 4563: 0.00891078097221829
Position 4907: 0.005796029283250965
Position 11519: 0.005773145193352159
Position 11885: 0.005606301244096786
Position 4795: 0.005465818892036321
Position 19423: 0.005338548221958488
Position 4789: 0.005330662859401533
Position 2745: 0.004966582682023545
Position 19853: 0.0045765922890637235
Position 5128: 0.004416513625874622
Position 18981: 0.0043445740609207315
Position 19327: 0.004335153265771289
Position 12241: 0.004122625501937362
Position 757: 0.004088931200410276
Position 17231: 0.004028370493725427
Position 18102: 0.0038187540376805225
Position 17719: 0.0037178225355001576
Position 18333: 0.0035638449187638276
Position 2444: 0.0035139786561688502
Position 5131: 0.0034145256541433435
Position 9711: 0.003197374869486301
Position 8187: 0.003076746134447768
Position 6547: 0.0029318884469894425
Position 13145: 0.002870455340456827
Position 2583: 0.0027843840423612304
Position 1366: 0.002613731479613204
Position 13438: 0.00257493220192754
Position 3928: 0.002476802729729956
Position 4285: 0.0023666265579589613
Position 1381: 0.002245150973648368
Position 6619: 0.0022005379750014297
Position 11663: 0.002067691080447742
Position 16739: 0.0018903521774175432
Position 2550: 0.0018746210673103475
Position 661: 0.0012262694781430428
Position 198: 0.0012210157667265657
Position 16515: 0.0011706483699215915
Position 1005: 0.0011531489219319998
Position 401: 0.001084380008778903
Position 4874: 0.0010714321133570817
Position 8216: 0.000849283013824484
Position 4849: 0.0008186543519036172
Position 4948: 0.0008121709063645044
Position 17452: 0.0007733239662398706
Position 14002: 0.0007540711123721344
Position 1458: 0.0007238692232506329
Position 4566: 0.0006606056144853873
Position 5146: 0.000634817598988729
Position 465: 0.000634205280092661
Position 12307: 0.0005980373702366142
Position 1937: 0.0005844210924320866
Position 5842: 0.0005247893241675783
Position 2752: 0.0005054958118063026
Position 651: 0.00043509714683831024
Position 10621: 0.00041875583223533147
Position 1267: 0.00038671404969612116
Position 1476: 0.0003713301506443756
Position 14214: 0.000368125435506025
Position 9251: 0.0003589414401937874
Position 2417: 0.00035347241444521054
Position 10378: 0.0003281849712409335
Position 10899: 0.00032801867171400464
Position 10213: 0.000277953888990309
Position 1085: 0.00027718197231227484
Position 1492: 0.00026864668655810083
Position 2635: 0.00026051074952946116
Position 4160: 0.00023555164062883605
Position 677: 0.00023355041480514866
Position 1453: 0.0002188907843199942
Position 1998: 0.00021734660952828954
Position 4687: 0.0002111059269486711
Position 1468: 0.00020823773866843952
Position 4534: 0.00019775562425271403
Position 9481: 0.0001844304609959811
Position 686: 0.00017586328261810712
Position 1408: 0.0001730014572752457
Position 12204: 0.00016516354786004142
Position 12142: 0.00014493368858382757
Position 2554: 0.00014351681202818466
Position 7350: 0.00014309734610764744
Position 2787: 0.00013966534782173918
Position 12018: 0.00013638759738559528
Position 1753: 0.00013436499318445982
Position 3825: 0.0001338119859585735
Position 815: 0.00013117204041824997
Position 1194: 0.00012348629459620706
Position 9300: 0.00011115005410060898
Position 1175: 0.00011110348548288043
Position 1336: 0.00011069560430046898
Position 1306: 0.00011053577052493286
Position 3740: 0.00010845804595068606
