Gene = Pecr
index = 808
Annotated 5SS: [  222  7028  8149  9429 14038 16908 22363]
Annotated 3SS: [ 6893  7982  9346 13940 16796 22250 24880]
SMsplice 5SS: [  222  7028  8149 14038 16908 17232 22363]
SMsplice 3SS: [ 6893  7982 13940 16796 17143 22250 23333]
top_k =  1000
Partition function (log Z): 3.6907874029985432

Sorted 5' Splice Sites (High to Low Probability):
Position 14038: 0.9924401162260259
Position 7028: 0.9763590296850791
Position 22363: 0.97255264946107
Position 17232: 0.9417256614142148
Position 222: 0.8882321305206717
Position 16908: 0.7845601140134338
Position 9429: 0.4516667016808863
Position 7689: 0.3013014708210113
Position 14464: 0.2482771464188181
Position 933: 0.23174464412934048
Position 21509: 0.19290206571351973
Position 14821: 0.09280888772597985
Position 2431: 0.07781030258096548
Position 226: 0.07694857233828604
Position 17782: 0.06646467630826203
Position 9880: 0.0574345427485217
Position 17843: 0.05733219968747853
Position 4964: 0.05026211112032078
Position 21883: 0.04917268942148754
Position 16913: 0.048308716874002705
Position 2009: 0.04610024533972022
Position 21802: 0.043753426182633684
Position 20539: 0.03995843336862721
Position 9277: 0.03876073473969393
Position 21830: 0.0368689899039502
Position 11091: 0.03679007248540586
Position 23112: 0.035317043583028285
Position 7341: 0.034589381168100744
Position 6011: 0.029626578287816313
Position 8662: 0.028231805085348085
Position 1573: 0.027969479702305365
Position 275: 0.02175719669813557
Position 16658: 0.021675319207826543
Position 15339: 0.021586994170635608
Position 8020: 0.021022676232991158
Position 11621: 0.019880080257860748
Position 7295: 0.018970138091272095
Position 7107: 0.01752869335866534
Position 8271: 0.01723753221582258
Position 7693: 0.01719236330578229
Position 1687: 0.015882776126502754
Position 16873: 0.01569761867408015
Position 22869: 0.01564057655565038
Position 16121: 0.015375344393440474
Position 22554: 0.015156985852884605
Position 20642: 0.01496672163509986
Position 18880: 0.014882244895875602
Position 4604: 0.013342644739602503
Position 8365: 0.012624106720584203
Position 6221: 0.012570374613724972
Position 7946: 0.011619332625296016
Position 7177: 0.0113634261178424
Position 21726: 0.010865122628027822
Position 9725: 0.010620398543236452
Position 7983: 0.010137658326632501
Position 15410: 0.009336239600016973
Position 13603: 0.009296134019153916
Position 1490: 0.009187282271983921
Position 9721: 0.008592274327435622
Position 7194: 0.00826341700478538
Position 17291: 0.00820470358236903
Position 8103: 0.008192080169413094
Position 850: 0.00803254511337995
Position 11662: 0.007834542050713966
Position 2623: 0.007324433417078503
Position 8153: 0.0072322034787738005
Position 8234: 0.0071593921000684445
Position 9226: 0.00664401010527772
Position 22418: 0.006524951815460871
Position 24658: 0.006364928929860812
Position 791: 0.006255556460675127
Position 11223: 0.006013312097858763
Position 16962: 0.00589623101715995
Position 4944: 0.004951593452620838
Position 8138: 0.004947297122497994
Position 1934: 0.004817213322305834
Position 17690: 0.004328293836908542
Position 21682: 0.0042855738044908194
Position 11271: 0.004216019114132344
Position 20405: 0.004143677807028432
Position 24703: 0.004138192348865578
Position 21868: 0.004133540358038251
Position 4959: 0.004041489554675591
Position 14117: 0.0037958466527436272
Position 5821: 0.003697549551622309
Position 14371: 0.0034884966632112674
Position 23170: 0.003453535128385035
Position 19759: 0.0030448574477588523
Position 5432: 0.0026985727981632627
Position 1853: 0.002428244971681962
Position 21373: 0.002343795284594562
Position 23666: 0.002305936825659905
Position 24014: 0.0022471152406539855
Position 2459: 0.002124419306332329
Position 22647: 0.0021138194655277508
Position 19318: 0.0020979757214942777
Position 24229: 0.002033104513080948
Position 890: 0.001960995812742595
Position 929: 0.0018473342220268988
Position 22988: 0.00183366436510566
Position 11773: 0.001696957311859118
Position 7361: 0.001689428656538262
Position 4703: 0.0016744115721074244
Position 3442: 0.0015899050721833769
Position 21776: 0.0015733833588296993
Position 16896: 0.0015324538562434917
Position 14042: 0.001525525694792661
Position 7810: 0.001518474295796337
Position 9667: 0.0015031837687826239
Position 17788: 0.0014490162916811233
Position 16102: 0.001446223831370989
Position 21815: 0.00139188551254847
Position 17057: 0.0012847129979379794
Position 5438: 0.001248824659159431
Position 14684: 0.0012169559118500933
Position 15416: 0.0012131468600288693
Position 976: 0.0011928519516050768
Position 2716: 0.0011866461135830295
Position 3487: 0.0011644483110210696
Position 8155: 0.0010480194753731266
Position 16518: 0.001030135542340973
Position 378: 0.0009884743244707658
Position 14837: 0.0009467266642413492
Position 2172: 0.0009339209427833052
Position 1020: 0.0008170138193238432
Position 16126: 0.0007634811332749939
Position 8915: 0.0005981085487853019
Position 14588: 0.000585369292542326
Position 840: 0.0005801664331197104
Position 3817: 0.0005743883837379799
Position 14014: 0.0005594639150134553
Position 3830: 0.0004827351748900975
Position 22723: 0.00038832221129236986
Position 21135: 0.0003788692798786431
Position 17270: 0.0003139605200487369
Position 197: 0.00028956932869792537
