Gene = Nicn1
index = 748
Annotated 5SS: [ 234 3084 3616 4089 4565]
Annotated 3SS: [2906 3501 4016 4459 4638]
SMsplice 5SS: [ 234  565 3616 4089 4565]
SMsplice 3SS: [ 426 3440 3961 4459 4638]
top_k =  1000
Partition function (log Z): -0.3442439122126546

Sorted 5' Splice Sites (High to Low Probability):
Position 234: 0.9912357079761676
Position 4089: 0.9861689306433985
Position 4565: 0.777446092047999
Position 565: 0.6270650349100452
Position 2993: 0.22848311911552524
Position 3084: 0.21022567392655928
Position 2997: 0.1587499532566358
Position 570: 0.15373503813813993
Position 3620: 0.056478762823775494
Position 2781: 0.04427354593116689
Position 3204: 0.036743099203771994
Position 483: 0.021866800408477133
Position 844: 0.017545124008262025
Position 4695: 0.012842131491704873
Position 829: 0.010704808181667334
Position 3697: 0.010608784521372509
Position 3489: 0.01057880858733628
Position 64: 0.00783741591424423
Position 2317: 0.005624813176277809
Position 2330: 0.0052784079331284536
Position 71: 0.004749402787478165
Position 1466: 0.004498097159247428
Position 601: 0.0038364360399872647
Position 538: 0.0036250943927125345
Position 178: 0.003585911631473031
Position 4765: 0.0030409238964273105
Position 2343: 0.002804388212130462
Position 5434: 0.002574424743694057
Position 833: 0.0024364480005959832
Position 4639: 0.001412013815734067
Position 1773: 0.0010888282804389256
Position 1583: 0.0010498407248553207
Position 592: 0.0009931557772991332
Position 4569: 0.0009600381180095048
Position 3040: 0.0009595939367409812
Position 4493: 0.0009575853925092242
Position 2574: 0.0009139624858294574
Position 3655: 0.0008606550951541505
Position 3717: 0.0008070159427398208
Position 4108: 0.0008018477892391311
Position 1035: 0.0007899114293748983
Position 3285: 0.0007656634637093712
Position 3752: 0.0007438283582423557
Position 1028: 0.0006115156640152743
Position 5588: 0.0005784835835338529
Position 2599: 0.0005164004751671442
Position 3780: 0.0004607652682908542
Position 2031: 0.0004117246694699114
Position 4730: 0.00039896100357410475
Position 4575: 0.0002949427050366137
Position 3063: 0.0002810454144456609
Position 4815: 0.000258407954611105
Position 1902: 0.0002502546133432223
Position 5113: 0.0002335423824325089
Position 2958: 0.00020824767760843638
Position 5176: 0.00019451846719364355
Position 50: 0.00019060219631148194
Position 1078: 0.00017922857461087624
Position 1207: 0.00017583512598730154
Position 296: 0.0001372832295262404
Position 1888: 0.00012808965833724094
Position 1039: 0.00011870425033980961
Position 800: 0.00011392053616084284
Position 109: 8.05375857079052e-05
Position 285: 8.005724999022071e-05
Position 4755: 7.425080018804583e-05
Position 5756: 7.174669742715023e-05
Position 2148: 4.6291989706033884e-05
Position 2174: 4.619873396180118e-05
Position 2639: 4.529476586146838e-05
Position 2161: 4.2804901634202696e-05
Position 87: 2.6461124973206496e-05
Position 5908: 2.1624592549350348e-05
Position 153: 1.9597326047503455e-05
Position 195: 1.805791986123824e-05
Position 20: 1.5530284122517304e-05
