Gene = AA986860
index = 81
Annotated 5SS: [ 248 5712 9208]
Annotated 3SS: [ 5525  9026 10352]
SMsplice 5SS: [ 248 9208]
SMsplice 3SS: [ 9026 10352]
top_k =  1000
Partition function (log Z): -6.849542106840921

Sorted 5' Splice Sites (High to Low Probability):
Position 248: 0.9735507713677045
Position 9208: 0.8364834334413319
Position 2470: 0.44007819145289573
Position 1677: 0.4324342299615433
Position 5712: 0.3762967089202626
Position 6524: 0.3593002667919028
Position 10550: 0.1779028975958247
Position 2891: 0.17773721342439375
Position 8534: 0.17213956879241576
Position 1394: 0.13536594506154606
Position 7194: 0.12135511632264911
Position 8594: 0.1195032244595909
Position 3243: 0.11236901684478998
Position 3907: 0.07180136729014795
Position 2689: 0.04153222930457763
Position 822: 0.03903802494815704
Position 3501: 0.03859466360892772
Position 9396: 0.037911744944327704
Position 2285: 0.03735062157813171
Position 809: 0.028940957024986672
Position 9554: 0.028539087330323776
Position 3557: 0.026822751705820474
Position 4502: 0.023447353976882804
Position 4506: 0.02204143494303417
Position 1706: 0.02082935104060583
Position 9718: 0.02013217260926757
Position 1224: 0.017759439673041475
Position 1485: 0.015687847643939545
Position 6617: 0.011225825515359595
Position 6563: 0.00983584294321177
Position 120: 0.009408876149739844
Position 2335: 0.008702937463456371
Position 4510: 0.006572565366358152
Position 2250: 0.00585044815773284
Position 2282: 0.004764692504000545
Position 4748: 0.004546819646985489
Position 1469: 0.004205190369931291
Position 3148: 0.002844422524849348
Position 5244: 0.0019899464238508123
Position 2939: 0.0017573180476683921
Position 2274: 0.0017021797906371407
Position 813: 0.001472059886991552
Position 3247: 0.001423935437050072
Position 2875: 0.0013595352340231939
Position 4182: 0.0012704263631971692
Position 2215: 0.001003392515836852
Position 3416: 0.0008605688698496514
Position 1873: 0.0008544421395702023
Position 345: 0.0008033092960709115
Position 531: 0.0007199410767094058
Position 39: 0.0006531332168108682
Position 5439: 0.00046839864573363456
Position 2598: 0.00046810494954472286
Position 68: 0.0004583952588523949
Position 80: 0.0004256079249489019
Position 1499: 0.00042386028306277577
Position 2421: 0.000300740927178629
Position 152: 0.0002443582407282795
Position 99: 0.00022122560760954254
Position 2686: 0.00018616919020120716
Position 2149: 0.00014486318747018528
Position 3400: 0.00010886799241533664
Position 1356: 0.0001052168318115587
Position 3217: 9.772101516663122e-05
Position 252: 9.531140698636534e-05
Position 1947: 9.291725744758717e-05
Position 3505: 8.675909166996005e-05
Position 180: 7.826829867397856e-05
Position 1265: 7.778198819278654e-05
Position 8: 7.733418405780078e-05
Position 1351: 7.33643050687818e-05
Position 1697: 7.016759082054128e-05
Position 2712: 4.827407419981813e-05
Position 2321: 4.523448872372952e-05
Position 1656: 4.225183020610608e-05
Position 1739: 4.045020242987063e-05
Position 135: 3.923854130367905e-05
Position 3163: 3.220506786452955e-05
Position 528: 3.0120311688755653e-05
Position 409: 2.5343555174483155e-05
Position 2227: 2.3890329461961124e-05
Position 1076: 1.8303434044980446e-05
Position 2358: 1.81282243474439e-05
Position 575: 1.771985233161779e-05
Position 217: 1.7635244086644512e-05
Position 738: 1.755719644663732e-05
Position 1521: 1.6377555554617503e-05
Position 607: 1.571356797126317e-05
Position 1616: 1.3789274551636566e-05
Position 1995: 1.3752870334055747e-05
Position 470: 1.2740138652224308e-05
Position 761: 1.2677369799743821e-05
Position 1998: 1.0960032951249944e-05
Position 2025: 1.0390329869185287e-05
Position 1230: 1.0107617928197114e-05
Position 1253: 8.548047097646296e-06
Position 72: 6.839510486843178e-06
Position 1314: 6.675605045039218e-06
Position 1088: 6.660702895883392e-06
Position 804: 5.134814271962843e-06
Position 2207: 4.276749428307251e-06
Position 1119: 2.758304873112146e-06
Position 1109: 2.64814748525095e-06
Position 2400: 1.6633491461750281e-06
Position 82: 1.1254694578589277e-06
Position 741: 9.774079670587122e-07
Position 124: 8.705058217348848e-07
Position 223: 5.523092128903412e-07
Position 550: 5.172262392122756e-07
Position 1141: 4.944142088333782e-07
Position 392: 4.31885967906997e-07
Position 84: 3.990630336373548e-07
Position 846: 3.859179087380153e-07
Position 330: 3.3316491221703327e-07
Position 379: 3.250109355754159e-07
Position 340: 2.81011723604152e-07
Position 901: 1.6952840874337923e-07
Position 909: 1.1159331091375118e-07
Position 903: 1.0508301597577136e-07
Position 787: 9.528858994360949e-08
Position 896: 7.945046153813675e-08
Position 351: 4.104635305330297e-08
Position 114: 3.9158609821158094e-08
Position 353: 2.6121183150286033e-08
Position 830: 5.769829451418984e-09
Position 1984: 1.1481452267748479e-09

