Gene = Kcne4
index = 604
Annotated 5SS: [239]
Annotated 3SS: [852]
SMsplice 5SS: [239 970]
SMsplice 3SS: [ 852 1295]
top_k =  1000
Partition function (log Z): -2.8868249903381966

Sorted 5' Splice Sites (High to Low Probability):
Position 239: 0.9948540131487047
Position 970: 0.8467553068456807
Position 1412: 0.3306174863867206
Position 1402: 0.3171621566367454
Position 1808: 0.2743849237162918
Position 1420: 0.23444187615994647
Position 1926: 0.1962661877071647
Position 2023: 0.07559968267973902
Position 1160: 0.04170300588498308
Position 1170: 0.025374463434042694
Position 2118: 0.024791080455823254
Position 958: 0.012315716611326605
Position 944: 0.009276593983930298
Position 1633: 0.007189922506507463
Position 951: 0.0048636835070226
Position 701: 0.003545838594188222
Position 2779: 0.0033242377096478646
Position 1871: 0.0020926820224512494
Position 464: 0.002020243351045081
Position 2124: 0.001959778582681151
Position 2334: 0.0018551187775257805
Position 612: 0.0016158539674306304
Position 326: 0.0012318089230686769
Position 1558: 0.0009739150667072869
Position 1692: 0.0008459842353574211
Position 864: 0.000655185090151766
Position 1637: 0.0005858206946372034
Position 1091: 0.0005411457405820406
Position 448: 0.0004930277353125843
Position 228: 0.00046662875462995604
Position 999: 0.0003748384852813203
Position 2339: 0.00033882642016846916
Position 1644: 0.00031201709903638515
Position 1148: 0.0002915542640091763
Position 1094: 0.0002876942706887861
Position 497: 0.0002753638515642543
Position 2784: 0.0002543322563432586
Position 243: 0.00024199417481032451
Position 1002: 0.00023197690235489713
Position 80: 0.00022905070777322475
Position 1076: 0.00021831658096165484
Position 3088: 0.00018939670871885488
Position 1251: 0.00018760480391817616
Position 370: 0.0001713518814490239
Position 1996: 0.0001708727608741042
Position 2930: 0.00016504085192132803
Position 457: 0.0001556135315756291
Position 967: 0.00014307767729511276
Position 207: 0.00012532718984885552
Position 1217: 0.00010200834506924182
Position 1115: 9.880832082740489e-05
Position 1354: 9.450877751402396e-05
Position 77: 9.041243466801427e-05
Position 755: 8.769369511981101e-05
Position 1812: 8.652643199430179e-05
Position 102: 8.020507297631844e-05
Position 1020: 7.435009032873825e-05
Position 1007: 5.605329829681394e-05
Position 1201: 4.9494792753114114e-05
Position 821: 4.551949064464052e-05
Position 375: 4.450036944757883e-05
Position 45: 3.9762139929969565e-05
Position 16: 3.6317306532738304e-05
Position 828: 3.363778452355093e-05
Position 1456: 3.294602541507315e-05
Position 1203: 3.242828448056287e-05
Position 757: 3.0084424520759524e-05
Position 150: 2.9643189487436698e-05
Position 584: 2.288200043603643e-05
Position 1463: 1.922611816552679e-05
Position 67: 1.8302216938382685e-05
Position 1627: 1.79556873318491e-05
Position 715: 1.2496145581077941e-05
Position 25: 1.1713692224054523e-05
