Gene = Mgmt
index = 678
Annotated 5SS: [    74  56791 191496 227015]
Annotated 3SS: [ 56653 191334 226874 233270]
SMsplice 5SS: [    74  34360  36302  37483  42540  56791  70084  73334  78815  93761
  98973 111182 116083 130043 135086 152685 154466 169528 191496 223529
 227015 233201]
SMsplice 3SS: [ 34204  36178  37095  42434  56653  69951  73197  78683  93663  98818
 111098 116004 129937 134963 152584 154324 169392 191334 223424 226874
 232992 233270]
top_k =  1000
Partition function (log Z): -110.76806574086325

Sorted 5' Splice Sites (High to Low Probability):
Position 74: 0.9815785211017523
Position 8887: 0.27353535608066776
Position 6009: 0.07827472524727845
Position 7105: 0.07650355466864636
Position 6044: 0.07037637972607923
Position 10980: 0.06737597822809709
Position 316: 0.046454654631929986
Position 2783: 0.04168062102719324
Position 8800: 0.035401603461433756
Position 7373: 0.028863374680844656
Position 11995: 0.022659379569160015
Position 3355: 0.022482117493902568
Position 4832: 0.020768307580344463
Position 8897: 0.018556976883032317
Position 791: 0.013856733447641328
Position 11349: 0.009041069404367798
Position 3375: 0.008284415109815485
Position 346: 0.006680724292269388
Position 10951: 0.006096955834139214
Position 5320: 0.0047971843362961284
Position 4920: 0.004755069910680395
Position 1199: 0.004002505650963538
Position 8125: 0.0038489044225658514
Position 6910: 0.003165208375814883
Position 5997: 0.0030582945888742268
Position 6971: 0.0030203628963011747
Position 4916: 0.0028322314041257252
Position 638: 0.002707686515297816
Position 4664: 0.0021391985953618155
Position 224: 0.0018221329893776327
Position 898: 0.0017235631530437329
Position 10931: 0.0017019823119584381
Position 5717: 0.0015454604091476073
Position 2070: 0.0015231807730992104
Position 3592: 0.0014521525194544746
Position 1705: 0.00141982788238291
Position 245: 0.0014169977143746867
Position 11259: 0.001367841268038014
Position 357: 0.0012127338319268426
Position 5993: 0.0011993090343994286
Position 4997: 0.0009914219314778425
Position 5097: 0.0009242546736225707
Position 2767: 0.0009123602437699734
Position 3596: 0.0008405783761481542
Position 5614: 0.000767032203435847
Position 652: 0.0007207217466103246
Position 1136: 0.0006102203282147961
Position 5403: 0.0006051225456782605
Position 5756: 0.00038142038107260624
Position 295: 0.00033134080349831975
Position 578: 0.0003039422266526489
Position 887: 0.00023830231922823445
Position 6283: 0.00019840090375484825
Position 3426: 0.0001828254045692867
Position 5669: 0.00017965029160699555
Position 10431: 0.00017949718043894472
Position 11255: 0.0001634429551391429
Position 5763: 0.00012148775549718322
Position 657: 7.383990312957588e-05
Position 665: 6.58029948837833e-05
Position 729: 4.1309106857988977e-05
Position 1014: 3.6505178685245836e-05
Position 1030: 3.30755305248726e-05
Position 671: 2.2020003846264845e-05
Position 2908: 1.3555362810459184e-05
Position 431: 6.862569039043997e-06
Position 469: 6.179140399578973e-06
Position 411: 5.298180881027933e-06
Position 14: 5.184038338916384e-06
Position 547: 5.046298853948096e-06
Position 1204: 3.998204128898027e-06
Position 78: 3.9898487705879e-06
Position 868: 3.970337479947956e-06
Position 2486: 3.853034325205464e-06
Position 3101: 3.6045606784778588e-06
Position 2081: 3.447145205483153e-06
Position 37: 3.3730201478710883e-06
Position 192: 2.9611723129982754e-06
Position 133: 2.815709284356353e-06
Position 3731: 2.795456568730828e-06
Position 120: 2.583505673795114e-06
Position 3988: 2.578927525456401e-06
Position 91: 1.5226575751664657e-06
Position 93: 1.4224839328047574e-06
Position 146: 1.1650584552599316e-06
Position 257: 1.0975121582212828e-06
Position 236: 1.0467099161616637e-06
Position 558: 5.346001411727329e-07
Position 588: 5.20315573885103e-07
Position 62: 4.568790603436305e-07
Position 136: 2.1008234148292743e-07
Position 55: 1.559061703139575e-07
Position 149: 1.1623640439215027e-07
Position 42: 1.1328267903260031e-07
Position 35: 9.173767602655329e-08
Position 228: 7.166484580636602e-08
Position 531: 6.391723894039463e-08
Position 49: 5.8257271636014826e-08
Position 515: 2.7577947850381596e-08
Position 428: 1.5339598027149598e-08
Position 683: 9.244673345850636e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 10785: 0.2779226877350651
Position 11838: 0.20451318858664205
Position 5888: 0.1859768684156363
Position 8726: 0.16939959646302633
Position 8790: 0.16063023966961013
Position 6740: 0.10037559734904339
Position 175: 0.07716451819133567
Position 10666: 0.07576934734741402
Position 13939: 0.056636029891742726
Position 11141: 0.04371819398287932
Position 3286: 0.04347580210492848
Position 6777: 0.032751632867976596
Position 6908: 0.02847503432835465
Position 2648: 0.024195569435349427
Position 4497: 0.023099797452341024
Position 7193: 0.022431434780539803
Position 10332: 0.02212837012708855
Position 4660: 0.021178015433275296
Position 7987: 0.018104085334207647
Position 7009: 0.017906984617973114
Position 9839: 0.015663395202842233
Position 12279: 0.014070367480581054
Position 8662: 0.012280903219655403
Position 2664: 0.01185072321700944
Position 276: 0.009800940966547947
Position 385: 0.00975203681467767
Position 5572: 0.009269140317326419
Position 9041: 0.00903996152141152
Position 9341: 0.008889602540028269
Position 10243: 0.008162441842179926
Position 13835: 0.007814610859567877
Position 6936: 0.007215330823087744
Position 10707: 0.007059662293686004
Position 10366: 0.006925276319174511
Position 10643: 0.00680228003805679
Position 197: 0.006433095073132076
Position 7290: 0.006299501019513615
Position 12329: 0.006028220135727879
Position 2716: 0.005365715327939718
Position 14745: 0.005090716564775097
Position 5937: 0.004500051778798234
Position 5251: 0.004234089883347046
Position 703: 0.003853221811576512
Position 790: 0.0034253172120427586
Position 2581: 0.00335707757887018
Position 4169: 0.0030417225898643537
Position 1616: 0.002806436742417517
Position 7199: 0.0028008034534266956
Position 8621: 0.002799597252164606
Position 4625: 0.002699322413693998
Position 1274: 0.002420503408255571
Position 2413: 0.0023899524174122166
Position 1095: 0.0023487243603866185
Position 6008: 0.0022285933355445067
Position 6154: 0.0021410839128232
Position 6970: 0.0021382891259044967
Position 315: 0.0021123820250655233
Position 9139: 0.0020041589419975293
Position 1981: 0.001920155155051972
Position 6851: 0.0018145281199994485
Position 7320: 0.0016043875167866587
