Gene = 1700001C02Rik
index = 5
Annotated 5SS: [  126 14597 16130]
Annotated 3SS: [14325 16016 17808]
SMsplice 5SS: [  126  9462 14597]
SMsplice 3SS: [ 9358 14325 17276]
top_k =  1000
Partition function (log Z): -7.906568266636792

Sorted 5' Splice Sites (High to Low Probability):
Position 126: 0.9692168887089566
Position 14597: 0.9347518271996169
Position 9462: 0.6873345118255446
Position 4981: 0.5731026862671806
Position 5401: 0.3025215781373322
Position 16130: 0.2770433288067754
Position 10006: 0.24915250295476657
Position 6281: 0.24451413826596757
Position 12681: 0.21322121103806677
Position 4049: 0.19194804994801065
Position 15530: 0.17093787540212305
Position 9395: 0.11910220670119748
Position 11013: 0.11660218549441309
Position 10723: 0.11125917276803675
Position 4040: 0.08448573745916776
Position 16492: 0.08234146519497719
Position 16109: 0.06837930353050355
Position 5609: 0.06474834724579226
Position 5005: 0.0631330615414438
Position 719: 0.05904151453853544
Position 5737: 0.05331073513486022
Position 9779: 0.04821016607520761
Position 4737: 0.04607985276439431
Position 4106: 0.04545941509612459
Position 3004: 0.04387354689725974
Position 3043: 0.043773321464929286
Position 12336: 0.03875284892277586
Position 9800: 0.032920088164093565
Position 2998: 0.030257081972581517
Position 12700: 0.028688337699504428
Position 16570: 0.026859481894159373
Position 12608: 0.025279009007070894
Position 7848: 0.02475089318895909
Position 10273: 0.023128280547175254
Position 493: 0.020376523052214972
Position 4276: 0.01867797142658748
Position 16875: 0.015736912503497038
Position 4155: 0.01551661840916443
Position 11205: 0.013912404949070357
Position 9768: 0.012612700920792082
Position 4511: 0.01207874962032659
Position 3286: 0.010744310657578514
Position 2966: 0.009015996545605582
Position 2390: 0.008481864702732302
Position 1737: 0.00779668677753785
Position 524: 0.007366299247850435
Position 2275: 0.007206617018425408
Position 5356: 0.00661522403239594
Position 7249: 0.006399031172862072
Position 9837: 0.006090651620587489
Position 5303: 0.005367478578053107
Position 3022: 0.0046669353941897135
Position 2989: 0.0032443929230955063
Position 164: 0.0031444977085101663
Position 805: 0.00301097736988394
Position 4807: 0.0025274457490021313
Position 2246: 0.002471484537149083
Position 17829: 0.002259002511189288
Position 5323: 0.0017884380781015498
Position 864: 0.0016416302200934266
Position 311: 0.0016143850956253521
Position 440: 0.0008744938960559361
Position 2960: 0.0008451528800850453
Position 4721: 0.0007796257919715456
Position 7518: 0.0007728383996119781
Position 7244: 0.0007138193167394644
Position 1903: 0.0006733323484586792
Position 2386: 0.0006096216851283823
Position 5246: 0.0006031361534909236
Position 3230: 0.0005913932795963229
Position 3013: 0.0005533302044179308
Position 3429: 0.0005405177901836095
Position 5800: 0.0005264657632262702
Position 2984: 0.00048674916517531025
Position 4383: 0.0004471219853207947
Position 4364: 0.00033429603804741834
Position 731: 0.00027321303839507034
Position 5771: 0.0002724960951883589
Position 932: 0.0002428963836755303
Position 1927: 0.00023639690854400288
Position 4516: 0.0002344521501122841
Position 2292: 0.00022417769727614873
Position 2282: 0.0002158280043002461
Position 2252: 0.00020866092202365184
Position 2975: 0.00017988345813971465
Position 3057: 0.0001782257638248349
