Gene = Edc3
index = 359
Annotated 5SS: [  160  5022  7728 18982 31504 36263]
Annotated 3SS: [ 4840  7407 18645 31349 36044 39620]
SMsplice 5SS: [  160  5022  7728  8822 18982 31504 33318 36263]
SMsplice 3SS: [ 4840  7642  8670 18645 31349 33217 36044 42275]
top_k =  1000
Partition function (log Z): -12.670285700702287

Sorted 5' Splice Sites (High to Low Probability):
Position 18982: 0.9591241782958411
Position 5022: 0.9027896591234348
Position 7728: 0.8787510816283904
Position 160: 0.8446924914576712
Position 8822: 0.7110986918886193
Position 3936: 0.4936995305956936
Position 5962: 0.42640399167667664
Position 9713: 0.4123536725299296
Position 13301: 0.3414265752099275
Position 20679: 0.3025535129974059
Position 9973: 0.2784193946731908
Position 10193: 0.2594606584474077
Position 20847: 0.24037852529089532
Position 19289: 0.18723374481708296
Position 7550: 0.16902881538347989
Position 7910: 0.15814711422181255
Position 7469: 0.1322253100900178
Position 7513: 0.10380729214915847
Position 7047: 0.08420718637058663
Position 6095: 0.08356257544862165
Position 4948: 0.07720290842565039
Position 7924: 0.07328176998227202
Position 17859: 0.061408331774038094
Position 7974: 0.05903740867107484
Position 13: 0.049399904622677314
Position 13876: 0.047293857581714116
Position 933: 0.045673646567192236
Position 3506: 0.042108931237981
Position 3468: 0.028340386847711382
Position 5999: 0.027729119150516193
Position 92: 0.025390280344300253
Position 73: 0.023735478059880726
Position 7524: 0.022805167007352925
Position 5930: 0.017119451068344893
Position 3128: 0.01583458280258053
Position 26297: 0.014300789632229777
Position 292: 0.01341068257538838
Position 5081: 0.012881669157117451
Position 20767: 0.012759153622532684
Position 2962: 0.012551241146824417
Position 9698: 0.011611349092463233
Position 18890: 0.011273307879445355
Position 21163: 0.01072247810737805
Position 5291: 0.010539844633279274
Position 9733: 0.009280387617793071
Position 7742: 0.008138036793392844
Position 46: 0.007649401624642165
Position 217: 0.007361928700924183
Position 8853: 0.007175675463405313
Position 4609: 0.006858209367780308
Position 226: 0.006711706980091021
Position 1922: 0.006416121310489983
Position 5635: 0.006299766812362382
Position 3574: 0.006009261272939427
Position 4629: 0.005743872536169686
Position 112: 0.0054271551241343845
Position 2801: 0.0050972091767623245
Position 320: 0.00468253679932791
Position 984: 0.004448379161085342
Position 6552: 0.004446170004268
Position 121: 0.003943424763202994
Position 10634: 0.0037472324276092645
Position 5296: 0.0036482843269837997
Position 5610: 0.0036453114164923155
Position 5497: 0.0033725878406437497
Position 4120: 0.003118964239661592
Position 596: 0.0028361955372949127
Position 591: 0.002240366043663208
Position 5328: 0.002060939192303933
Position 8445: 0.001840732652513262
Position 18960: 0.001693275865640271
Position 5265: 0.0015840771422776596
Position 4562: 0.0015576507883151055
Position 1278: 0.0015057168587851544
Position 190: 0.0013826255100303228
Position 7449: 0.0010749195685987463
Position 7530: 0.001074634608226471
Position 5058: 0.0010729490911381488
Position 7413: 0.0010216677458046255
Position 7553: 0.0010047118041624481
Position 6948: 0.0009790900729780131
Position 8171: 0.0009193096849740342
