Gene = Xpo6
index = 1193
Annotated 5SS: [  510 26251 29379 31280 39548 43685 47583 51175 59844 69383 70861 72182
 76037 80052 84601 86752 87657 90495 91623 91957 93338 95308 95705]
Annotated 3SS: [26159 29265 31081 39387 43606 47128 51047 59733 69273 70770 72111 75876
 79958 84455 86604 87466 90338 91507 91784 93175 95208 95473 98017]
SMsplice 5SS: [  510  9869 18878 26251 29379 31280 39548 43706 47210 48092 51175 59844
 62412 69383 70254 70861 72182 76037 80052 84123 84601 86752 87657 90495
 91623 91957 93338 95308 95705 97330]
SMsplice 3SS: [ 9768 18576 26159 29265 31081 39387 43606 47128 47870 51047 59733 62196
 69305 70135 70767 72111 75876 79958 83935 84455 86604 87466 90338 91507
 91784 93175 95208 95473 97217 98017]
top_k =  1000
Partition function (log Z): 21.14415684928206

Sorted 5' Splice Sites (High to Low Probability):
Position 26251: 0.9999999999999927
Position 18878: 0.9999999999999907
Position 51175: 0.9995599300116407
Position 31280: 0.9937258078209731
Position 93338: 0.9916172995670225
Position 69383: 0.991546766097199
Position 91957: 0.9750976555442139
Position 70861: 0.9437498114607318
Position 510: 0.9416840993445367
Position 39548: 0.9394944429345898
Position 86752: 0.9254976701696006
Position 59844: 0.9242871668550519
Position 29379: 0.8894530461844321
Position 91623: 0.8759079097748887
Position 76037: 0.8667254418819321
Position 9869: 0.8634240726626209
Position 90495: 0.8574929271715797
Position 95705: 0.8464480949247837
Position 62412: 0.8288637634267868
Position 84601: 0.7969376044757689
Position 87657: 0.7807160468485518
Position 95308: 0.7593685250159892
Position 72182: 0.7277394869768157
Position 47210: 0.7082769249639617
Position 80052: 0.6925293973300854
Position 70254: 0.6695400744018928
Position 84123: 0.6681793689570513
Position 80308: 0.569817847665397
Position 7609: 0.470509076009957
Position 43706: 0.4204501419772643
Position 43685: 0.406740764288775
Position 48092: 0.40337225512764074
Position 56095: 0.39935708728262015
Position 47935: 0.34434792358711996
Position 95525: 0.3305707767224568
Position 97330: 0.28578604235007365
Position 71646: 0.2787400087621664
Position 97482: 0.261037411504821
Position 73404: 0.23054250871440712
Position 32405: 0.22281982768207179
Position 80647: 0.20507122494523686
Position 11430: 0.19366939656666737
Position 32120: 0.18102000282868905
Position 59663: 0.1763322597170845
Position 47583: 0.17304583773458837
Position 1999: 0.1535412991668754
Position 50905: 0.14218614683937475
Position 15113: 0.14160139764963514
Position 56490: 0.14126597543589137
Position 96786: 0.13518555663580953
Position 50942: 0.13134215336484467
Position 48366: 0.1294218212743447
Position 96212: 0.12447365423709164
Position 34377: 0.12006134632269046
Position 3532: 0.11831950942659002
Position 88231: 0.10776981943202635
Position 34018: 0.10279524663899692
Position 66207: 0.09085327209067683
Position 73312: 0.0883802885064799
Position 32063: 0.08791695982756928
Position 98054: 0.0868496145864882
Position 11219: 0.086416461000003
Position 87238: 0.08378627780831448
Position 95085: 0.08216326801922487
Position 34128: 0.07807330779657425
Position 10061: 0.07576540105462334
Position 87641: 0.07531666351780024
Position 48096: 0.07006042301598592
Position 47214: 0.06795601372399683
Position 94088: 0.06583866565414645
Position 56159: 0.0642515749165344
Position 65369: 0.0608690428979283
Position 6956: 0.05871136071002126
