Gene = Maip1
index = 658
Annotated 5SS: [ 895 3656 5522 7060]
Annotated 3SS: [3583 5394 6911 9327]
SMsplice 5SS: [ 220 5522]
SMsplice 3SS: [5394 9327]
top_k =  1000
Partition function (log Z): -7.304343309318115

Sorted 5' Splice Sites (High to Low Probability):
Position 5522: 0.8545178881844941
Position 2227: 0.5498221866552321
Position 895: 0.5021964691629751
Position 7060: 0.31207306301167137
Position 2653: 0.2961895296754773
Position 220: 0.27921074596860196
Position 538: 0.2647670559692699
Position 7119: 0.259892042479695
Position 12: 0.25455452734038564
Position 3656: 0.23627674707113436
Position 5227: 0.14119899221454918
Position 6169: 0.1087737488171503
Position 2152: 0.09405935460170108
Position 109: 0.08672687921956967
Position 224: 0.07946389729637339
Position 7004: 0.07355228846571174
Position 135: 0.043603691049259215
Position 6972: 0.042378590635625504
Position 5579: 0.03982566780761615
Position 2462: 0.03757798318413838
Position 6160: 0.0375013528134816
Position 8578: 0.02890741549019885
Position 3075: 0.02083334587214608
Position 2313: 0.014464378549753696
Position 3245: 0.014039902972004113
Position 3834: 0.013220076753955493
Position 5610: 0.011436849615915758
Position 863: 0.01085730981610433
Position 7830: 0.009458634305093782
Position 1318: 0.008902523481800331
Position 5223: 0.008263055979789626
Position 1732: 0.007974404415110522
Position 1003: 0.007820104473982044
Position 1262: 0.00765182905667018
Position 214: 0.006425387964582763
Position 808: 0.006365079287929324
Position 1272: 0.00483397109837001
Position 178: 0.004678583877248584
Position 527: 0.00458456101740321
Position 2399: 0.00447036217651888
Position 6595: 0.004209310781064325
Position 1904: 0.004107215322465764
Position 1450: 0.0040756810820098575
Position 7064: 0.0039258446513424135
Position 3773: 0.003912778212584602
Position 6296: 0.0037510874786340484
Position 4921: 0.003704710902569208
Position 258: 0.0034638676093348398
Position 1652: 0.0031808556823415455
Position 429: 0.00286044206506029
Position 1437: 0.0024897467414528884
Position 6150: 0.002128130605193883
Position 3983: 0.00210799835055578
Position 679: 0.0020792211570773646
Position 7104: 0.001734379139441739
Position 5566: 0.0017326703364105628
Position 251: 0.0015830385413843745
Position 7639: 0.0012423824081778101
Position 3290: 0.0012160659563699846
Position 8650: 0.0011391393889562242
Position 990: 0.00110278357489627
Position 8061: 0.0009967112720389226
Position 1059: 0.0008995576660197404
Position 5251: 0.0007568379249846594
Position 8648: 0.0006716214604300699
Position 408: 0.0006069435604753792
Position 4954: 0.0006020705537205381
Position 1169: 0.000525576585991063
Position 1498: 0.0004152013073400073
Position 1936: 0.0003695782830268904
Position 436: 0.0003542146391886704
Position 1949: 0.0003342943034374023
