Gene = Cnot10
index = 274
Annotated 5SS: [  156  7398  8253 11068 12682 13678 14255 17230 20852 22283 25086 26451
 29430 38733 41370 42280 42596 46638 48559]
Annotated 3SS: [ 7302  8090 10916 12538 13590 14170 17111 20701 22079 24963 26273 29348
 38618 41238 42243 42467 46561 48381 53734]
SMsplice 5SS: [  156  4795  7398 11068 13678 14255 17230 25086 26451 27791 29430 35721
 38733 42596 46638 48559]
SMsplice 3SS: [ 4695  7302 10916 13590 14170 17137 24963 26359 27666 29348 35461 38618
 42467 46561 48381 53734]
top_k =  1000
Partition function (log Z): 14.555506290449378

Sorted 5' Splice Sites (High to Low Probability):
Position 42596: 0.9995240510160984
Position 7398: 0.9973994464830556
Position 38733: 0.9741987928758573
Position 25086: 0.9741906522255541
Position 26451: 0.9708434007000503
Position 35721: 0.9572610011486026
Position 11068: 0.9482582336082461
Position 17230: 0.9431404708712878
Position 29430: 0.9013876971371166
Position 156: 0.8799790928568744
Position 4795: 0.8614281488676024
Position 14255: 0.8042617759936905
Position 46638: 0.6523044403315991
Position 13678: 0.6462793391169531
Position 27791: 0.6401431059881624
Position 12682: 0.591951624308481
Position 48559: 0.5826414790149297
Position 8253: 0.49838684009971984
Position 43828: 0.38765618271721997
Position 20852: 0.3839362310790756
Position 35191: 0.37417399164848497
Position 41370: 0.3183762083756
Position 5253: 0.31258443215420745
Position 10658: 0.25442607901291864
Position 36052: 0.25249063000761957
Position 460: 0.25037885350166716
Position 51774: 0.2452449921896032
Position 5600: 0.24514714130023432
Position 1914: 0.24150473657487334
Position 7986: 0.22941490561964
Position 42280: 0.20732676216732787
Position 48909: 0.20589280751048974
Position 29928: 0.18783823194044685
Position 48533: 0.17706261019893493
Position 7857: 0.17144903540262882
Position 34748: 0.16316300697220196
Position 29714: 0.15735811805436906
Position 36353: 0.1542241613402203
Position 22283: 0.15094259249847647
Position 13746: 0.14083101590120342
Position 289: 0.11053078003657375
Position 40379: 0.10500658325502953
Position 13726: 0.10420149146651285
Position 12733: 0.10253624587944381
Position 14761: 0.09277726239810999
Position 14337: 0.0911087072352845
Position 18481: 0.08103902254224866
Position 18788: 0.060743896984809066
Position 2268: 0.059254323526118244
Position 18741: 0.05804117967591307
Position 12474: 0.05631914689255042
Position 43609: 0.05480291688407845
Position 28437: 0.05210533728111216
Position 48914: 0.05128167225728545
Position 43470: 0.05125408116133781
Position 5792: 0.04857053576153766
Position 43802: 0.047596610757787816
Position 49700: 0.04523674648664633
Position 42177: 0.04397432015906496
Position 1920: 0.042850201180073204
Position 13134: 0.04236445373067976
Position 12197: 0.04233702967681985
Position 56: 0.039827370194034054
Position 46642: 0.03981630370167925
Position 12371: 0.03802889006006506
Position 1474: 0.03426584089472962
Position 28311: 0.03369900094808559
Position 14940: 0.03321802470799343
Position 25420: 0.03149235609825308
Position 49390: 0.029431376656426533
Position 21032: 0.02868986138069541
Position 29665: 0.026094935471291193
Position 30733: 0.024673092136907104
Position 15466: 0.023152631716047364
Position 42284: 0.020692618628919662
Position 36322: 0.020263785928069808
Position 39247: 0.019272795296213462
Position 49033: 0.01874789218903901
Position 36316: 0.018671505960697846
Position 3553: 0.01799308033150548
Position 48604: 0.0179082283717395
Position 502: 0.01710684584746264
Position 8836: 0.01622689511657234
Position 34704: 0.015866938529451178
Position 9164: 0.015794560104073554
Position 2788: 0.014554990608266717
Position 7130: 0.0137610284197396
Position 37301: 0.012255668222867435
Position 3697: 0.012191545725920815
Position 29506: 0.012191322354858
Position 2274: 0.012023425962548285
Position 49664: 0.011266282340980783
Position 5398: 0.010776816440120539
Position 37113: 0.010126610797145988
Position 2264: 0.009653841937549899
Position 17047: 0.00909740933271068
Position 42878: 0.008836438280770692
Position 5440: 0.008641691914365255
Position 12858: 0.00799493738043296
Position 12736: 0.007504470506595113
Position 4050: 0.007316634377318008
Position 3547: 0.007273027469885348
Position 41437: 0.006672685615079806
Position 38737: 0.00641524780035473
Position 41333: 0.006368565778257979
Position 35693: 0.006323534710847858
Position 35615: 0.00629151094022435
Position 4802: 0.005991839936860877
Position 6847: 0.005824327409367104
Position 7963: 0.005820142856822112
Position 36444: 0.005700006220710169
Position 9598: 0.00545696755289806
Position 28411: 0.005048406114133801
Position 4806: 0.004905786881611718
Position 20188: 0.004879645280983736
Position 6026: 0.004815331829856011
Position 45350: 0.004806202629394811
Position 36903: 0.004683237263428682
Position 4850: 0.004483598238788849
Position 38305: 0.004414480481146765
Position 35964: 0.0038656195142828683
Position 374: 0.0037156411260539425
Position 3734: 0.0036413867696324853
Position 2343: 0.0036208733426595454
Position 3577: 0.0034101639974162263
Position 13715: 0.0034096126502841263
Position 49705: 0.0033557337017455025
Position 17889: 0.003345208820174827
Position 28449: 0.0032112168563780455
Position 29443: 0.003200537661826853
Position 40452: 0.0031965212455657903
Position 45257: 0.0030894709819691032
Position 3589: 0.0030887212808415015
Position 13432: 0.0030343326153249367
Position 3123: 0.0029439302246197195
Position 18477: 0.002902112746469156
Position 36460: 0.0028359971687051504
Position 13505: 0.0027554029671551447
Position 42856: 0.0027196571152576657
Position 7171: 0.0026240068897076343
Position 32436: 0.0026161040994407943
Position 5636: 0.002454846808336423
Position 50449: 0.002452511931817636
Position 53927: 0.0023983733901516203
Position 14074: 0.0023502196329055975
Position 3541: 0.00223160397165006
Position 8277: 0.0021969064780561496
Position 13787: 0.00215852766950671
Position 6033: 0.0021266037034662452
Position 2238: 0.0021214666109645145
Position 12772: 0.002080560384464994
Position 36909: 0.0020526153728218843
Position 38955: 0.002007437217856842
Position 14568: 0.0019722336558079087
Position 12981: 0.001966282714031276
Position 252: 0.0019161885587570323
Position 42792: 0.0018807434052842654
Position 40658: 0.0018377843619460533
Position 32116: 0.0017403939939777268
Position 13335: 0.001560448382747221
Position 50027: 0.0014818569243594678
Position 13272: 0.0014684807534580395
Position 10813: 0.0014552235400178998
Position 5299: 0.001415311103228921
Position 43067: 0.0013580741616217118
Position 12990: 0.0011209871621633925
Position 8813: 0.0011078954115849983
Position 7884: 0.001105066162659687
Position 13775: 0.0010909685978219166
Position 40568: 0.0010561651663773147
Position 25237: 0.001045275112102956
Position 38846: 0.0009863748419498772
Position 28214: 0.0009659362762178076
Position 7732: 0.000913958909799031
Position 18507: 0.0008867368884706623
Position 25248: 0.0008279043344784014
Position 31980: 0.0008188986687711191
Position 1679: 0.0007559885630827015
Position 5849: 0.0007481106002746854
Position 11920: 0.0007456454852744763
Position 14050: 0.0007288214111945406
Position 12221: 0.0007269096851369854
Position 8018: 0.0006781436553960715
Position 5845: 0.0006497813629295318
Position 40880: 0.0006471265567800597
Position 48453: 0.0006317263782951853
Position 6069: 0.0006155335784552871
Position 44497: 0.0005793756288683101
Position 7153: 0.0005715129192385293
Position 42989: 0.0005208272680266166
Position 4944: 0.0004911275888916854
Position 40294: 0.0004558910884836227
Position 31985: 0.0004358045245804499
Position 7778: 0.0004015948533041311
Position 1671: 0.0003843302665290802
Position 14313: 0.0003738764685899317
Position 15073: 0.00033914978615403777
Position 1138: 0.00030031023960413404
Position 1548: 0.0002968052991467405
Position 1691: 0.00029551455771875646
Position 38615: 0.00028145533264208565
Position 5550: 0.00026944996527573304
Position 7594: 0.0002590077262128592
Position 650: 0.0002494043694104303
Position 39861: 0.0002445145955840361
Position 14071: 0.00020138227691529037
Position 14463: 0.00019335135139001517
Position 7465: 0.00018310607081370035
Position 8178: 0.00017828620422545157
Position 1687: 0.00016791850718387717
Position 38619: 0.00016527417753391078
Position 14960: 0.0001627035632282452
Position 562: 0.0001512624523453991
Position 731: 0.00013978490781214355
Position 508: 0.00013940832679177462
Position 1368: 0.00013325764314589162
Position 1647: 0.00012463720783872326
Position 660: 0.00012241566494779405
Position 14532: 0.00011776360624211885
Position 2369: 0.00011514131110052424
Position 2398: 0.00010420975394000689
Position 454: 0.0001039342678848822
Position 1480: 9.433755841474965e-05
Position 510: 8.656605019642767e-05
Position 39857: 7.233015253407116e-05
Position 7893: 7.122949944182125e-05
Position 39580: 6.518460890448013e-05
Position 7436: 6.228048703966136e-05
Position 3024: 5.757289130305498e-05
Position 2131: 5.591114222639467e-05
Position 39127: 5.376030548724315e-05
Position 547: 5.3623296627828364e-05
Position 492: 4.599391739852568e-05
Position 1484: 4.568959053537972e-05
Position 7912: 4.481413530583499e-05
Position 520: 4.354466221001011e-05
Position 1966: 4.186707661076531e-05
