Gene = Mpi
index = 692
Annotated 5SS: [  60  617 2191 3727 4236 6370 7569]
Annotated 3SS: [ 488 1989 3584 4052 6195 7359 7824]
SMsplice 5SS: [  60  617 1645 2191 3727 4236 6370 7569]
SMsplice 3SS: [ 488 1495 1989 3584 4052 6195 7359 7824]
top_k =  1000
Partition function (log Z): 2.62367919868472

Sorted 5' Splice Sites (High to Low Probability):
Position 7569: 0.9231384748142958
Position 2191: 0.8972040999063815
Position 60: 0.8895468829177852
Position 6370: 0.8836903903918271
Position 617: 0.8704050959419092
Position 4236: 0.7354109160341701
Position 3727: 0.4565874371611502
Position 1645: 0.4147539413073925
Position 3469: 0.21678147317996574
Position 3732: 0.20915326101024836
Position 6105: 0.14016162897919696
Position 1626: 0.10132495744312175
Position 1591: 0.07768110013580576
Position 5866: 0.0730294749460101
Position 5314: 0.06837118736745942
Position 180: 0.0572045215123466
Position 6265: 0.05500286223449325
Position 1605: 0.05283908785969799
Position 6963: 0.04300801901487094
Position 7395: 0.03919218554501908
Position 1033: 0.034034357800651165
Position 5011: 0.03137839419367746
Position 7090: 0.027125870797197076
Position 533: 0.02404462826355632
Position 3490: 0.023920773396412152
Position 3752: 0.022095498588256622
Position 444: 0.02155163908207375
Position 7573: 0.014795960140747806
Position 5456: 0.012480215811546657
Position 6025: 0.01236240855066816
Position 4187: 0.010493216593782741
Position 7765: 0.010422026757843986
Position 651: 0.009484251839500546
Position 2214: 0.008451905394198085
Position 4261: 0.008445497920436206
Position 2220: 0.008240897338540248
Position 184: 0.007696157406008718
Position 3502: 0.00751545316722038
Position 2101: 0.007320441765571785
Position 5370: 0.006733310815028355
Position 6345: 0.005756321314410994
Position 2148: 0.005127594900675029
Position 1609: 0.0049183698316280985
Position 375: 0.004843477814022356
Position 3922: 0.004735416489817774
Position 4176: 0.0045979434883499735
Position 3737: 0.004595402784248871
Position 3945: 0.0034538482512106693
Position 3711: 0.003318036025269343
Position 5938: 0.0032149646306464793
Position 2762: 0.0030498533160444523
Position 2143: 0.0028807161967995794
Position 4428: 0.002626370953937087
Position 6387: 0.0025130260551589146
Position 250: 0.0024566556447053237
Position 404: 0.0024371201353879293
Position 4112: 0.0023783793256006163
Position 3810: 0.0023246589782632125
Position 7825: 0.0021950850905348485
Position 1074: 0.002076646954756428
Position 4740: 0.0020413106231192478
Position 361: 0.0019675196293139443
Position 6776: 0.0018945654739989546
Position 4856: 0.001820134907959425
Position 1548: 0.001793626706145807
Position 2410: 0.0016165121577899025
Position 5618: 0.0015657394577812114
Position 6938: 0.0015144922354982586
Position 3884: 0.0014886377036654739
Position 4792: 0.0014626897542576829
Position 6756: 0.0014057920743974642
Position 3900: 0.0013451069480938786
Position 4257: 0.0013381153514322086
Position 77: 0.0011907556260496474
Position 6445: 0.001181398459735083
Position 4116: 0.0011131807164979815
Position 51: 0.0010894001280405215
Position 3528: 0.0007207683246753262
Position 1257: 0.0007114307739196236
Position 6704: 0.000690509419335695
Position 3013: 0.0006831195374599233
Position 2782: 0.0006422594647579316
Position 137: 0.000617166732071955
Position 517: 0.0005746047368338121
Position 311: 0.000553277728190313
Position 2402: 0.000537059157572445
Position 7590: 0.00044087633367194374
Position 2851: 0.00043520066566731837
Position 152: 0.00042823569400547706
Position 7577: 0.00040155852446596663
Position 1526: 0.00040012476102314963
Position 2344: 0.00039239505950263245
Position 7171: 0.00038482154298367753
Position 202: 0.0003831550172042264
Position 1949: 0.00036461274120186307
Position 3688: 0.0003403627956014956
Position 6749: 0.00033984499972613386
Position 6784: 0.00032953651213154465
Position 2370: 0.0003094680850886107
Position 2442: 0.0003062856359843906
Position 1536: 0.0002875254886429448
Position 1578: 0.00027103891540958795
Position 3100: 0.00022121896924736953
Position 3017: 0.00021958407573790235
Position 1520: 0.00018175494769725624
Position 2206: 0.00018115549253067546
Position 1405: 0.0001788481201681454
Position 187: 0.0001690024340474153
Position 1379: 0.00015933795388292912
Position 423: 0.00015827418435693347
Position 101: 0.00014401162059700617
Position 704: 0.000132894546073713
Position 3415: 0.00012576066364454529
Position 6824: 0.00011931605854323828
Position 1713: 0.0001176011561655345
Position 90: 0.00011317579341565521
Position 8075: 0.0001108357916755268
Position 389: 0.00010439563821223316
