Gene = Gyg
index = 530
Annotated 5SS: [   99  2367  4144  4558 17080 29839]
Annotated 3SS: [ 2230  3968  4394 16952 29618 32231]
SMsplice 5SS: [   99  4144  4558 17080 29839]
SMsplice 3SS: [ 3968  4394 16952 29718 32231]
top_k =  1000
Partition function (log Z): -12.948020548331517

Sorted 5' Splice Sites (High to Low Probability):
Position 17080: 0.9414661194712032
Position 99: 0.9255315555924735
Position 4558: 0.916930430301534
Position 4144: 0.6818673150742092
Position 2367: 0.35169083196215883
Position 8219: 0.22780403880671524
Position 2276: 0.19030081247107872
Position 7814: 0.13711464131641382
Position 1789: 0.0824890427575648
Position 9732: 0.08017137723829278
Position 7389: 0.07088989260724471
Position 9021: 0.06385403465963263
Position 4546: 0.06219070418656196
Position 504: 0.05999336167469908
Position 7163: 0.05990466996851059
Position 922: 0.05393151823874292
Position 4907: 0.05258210550164252
Position 10638: 0.0388044308807112
Position 11278: 0.037872754088277366
Position 8721: 0.034604094241029996
Position 3907: 0.0332750940723492
Position 14761: 0.025494825622491696
Position 17114: 0.01818792115098598
Position 6402: 0.017524530817453237
Position 1401: 0.017447004784359055
Position 10567: 0.013675334254119986
Position 1637: 0.012595956812225527
Position 4594: 0.01177131607619046
Position 299: 0.011521129614042558
Position 573: 0.009731864686323281
Position 3562: 0.009592395341117008
Position 2350: 0.008747394904279613
Position 2565: 0.008628036427625028
Position 3879: 0.00859442445135177
Position 2863: 0.0080818584478003
Position 1785: 0.005619236984878464
Position 5353: 0.005265018237333409
Position 6111: 0.004757211482005627
Position 158: 0.0043630321296260054
Position 4025: 0.004358044779132257
Position 4006: 0.0035931498331151835
Position 110: 0.003221449622303935
Position 225: 0.003186945232250885
Position 4118: 0.0030327692132231
Position 4180: 0.002976559792775362
Position 255: 0.002704274330237297
Position 6087: 0.002305540717261855
Position 1273: 0.0022843972959366785
Position 6954: 0.002266778482775382
Position 4095: 0.0021322288385857355
Position 5211: 0.00202858444784111
Position 1738: 0.0018029863172898653
Position 3255: 0.001724511835632313
Position 2737: 0.0016903135824050885
Position 2473: 0.001678093103515295
Position 1628: 0.001603008741269125
Position 2329: 0.001593386025597202
Position 18616: 0.0015488979326406054
Position 1849: 0.00152366934051631
Position 4107: 0.0013713642450375915
Position 1545: 0.001305502912716345
Position 400: 0.001137108203074099
Position 8481: 0.0010954779424322588
Position 8995: 0.0008518703650631804
Position 1674: 0.0007081616409013282
Position 8987: 0.0005926464669699886
Position 951: 0.0005468808526510134
Position 4314: 0.000526158351691678
Position 1610: 0.0004916526543783923
Position 17718: 0.0004901504872029473
Position 4257: 0.0004018110989010272
Position 984: 0.0003773077192559631
Position 1520: 0.00033782701335904213
Position 344: 0.0003190457206864475
Position 118: 0.00029455786047035977
Position 216: 0.00026777279133374164
Position 128: 0.00026682728978486616
Position 1446: 0.0002224261020848268
Position 796: 0.00021891600105743803
Position 1383: 0.00017253121994832674
Position 1139: 0.0001705987548277727
Position 2574: 0.00014755006891928693
Position 1474: 0.00013920142983954702
Position 6869: 0.0001253171226665124
Position 5357: 0.00012060676808848519
Position 1961: 0.00010628470454586052
Position 5504: 0.00010608040310460148
Position 1266: 0.00010307159089826263
Position 1845: 0.00010249292438295997
Position 1449: 0.00010214824434163773
Position 1771: 0.00010107525819736925
Position 5473: 9.120733439760097e-05
Position 1285: 8.740575669879631e-05
Position 1894: 8.539067502803237e-05
Position 876: 7.36607689021306e-05
Position 612: 6.77194420091977e-05
Position 6512: 5.815015459023451e-05
Position 1678: 5.4181184377619084e-05
Position 959: 4.0566420701998924e-05
Position 1010: 3.7422249230277456e-05
Position 11309: 2.9161356391090966e-05
Position 2064: 1.0812872040856546e-05
Position 2332: 5.451026129985456e-06
Position 281: 5.063337961578798e-06
Position 6543: 4.9827320884620905e-06
Position 8236: 4.262056472148838e-06
Position 533: 4.066701911836755e-06
Position 604: 3.337936043113836e-06
Position 172: 3.158150926784797e-06
Position 626: 3.0563313413521687e-06
Position 589: 1.8064664326857869e-06
Position 48: 1.7719232234000892e-06
Position 760: 1.1672212493483594e-06
Position 460: 8.480815121539389e-07
Position 1341: 8.190962031935699e-07
Position 621: 6.909864219767262e-07
Position 1254: 6.538857153372362e-07
Position 1370: 4.5696631661373305e-07
Position 443: 4.4955738217501076e-07
Position 542: 4.3170795898333685e-07
Position 628: 4.0964092343990224e-07
Position 462: 3.796901313831828e-07
Position 739: 3.30181286234952e-07
Position 1359: 2.3334652312622903e-07
Position 596: 1.4008019182694434e-07
Position 2284: 1.025660645463878e-07
Position 906: 9.593689992712648e-08
Position 815: 6.695372956387194e-08
Position 864: 5.450427587992552e-08
Position 831: 2.9140781299336347e-08
Position 5347: 2.2420663224948447e-08
Position 782: 2.0218341177013364e-08
Position 895: 9.344247009547358e-09
Position 987: 5.470974235243238e-09
Position 452: 6.071724429565574e-10
Position 692: 4.8029553472596804e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 16952: 0.9783414403076324
Position 4394: 0.9596336536422316
Position 3968: 0.5690817651583318
Position 2230: 0.48746080777408707
Position 8101: 0.2152674311038025
Position 17456: 0.1648830433341188
Position 7727: 0.11773100238587858
Position 17435: 0.11517836364009791
Position 22592: 0.09497443334017397
Position 18826: 0.09216917660440926
Position 3865: 0.08433364425036792
Position 20449: 0.06429084230396062
Position 8860: 0.0637361330372862
Position 4009: 0.06085471065434567
Position 10452: 0.05599805669169349
Position 26288: 0.05362894118691528
Position 4753: 0.04401725817020289
Position 2199: 0.040744548064590186
Position 18787: 0.0383117333492939
Position 17837: 0.03690912665982001
Position 6909: 0.0360747320360668
Position 385: 0.03523207576210939
Position 21118: 0.033998600754553604
Position 9591: 0.03368814576912011
Position 22076: 0.03360531097326133
Position 8637: 0.03235210805223969
Position 18615: 0.027733892436800286
Position 4431: 0.027467207603321414
Position 11124: 0.02721440443962568
Position 6979: 0.027086248651846615
Position 9664: 0.02672871200859406
Position 1665: 0.026254766670395953
Position 837: 0.025968955539717273
Position 17289: 0.025897646768965183
Position 14684: 0.02577973956549929
Position 7095: 0.024230475140066942
Position 19292: 0.021855766476027293
Position 18729: 0.021192308443633148
Position 1636: 0.02114737505688931
Position 17523: 0.018441160408122964
Position 7292: 0.017722597779734887
Position 20116: 0.01710261054696206
Position 19132: 0.015325732542599639
Position 1422: 0.014822872931681306
Position 7135: 0.014767075730400496
Position 17414: 0.013453076377290193
Position 21543: 0.013110165625536248
Position 3973: 0.012759001477971314
Position 7594: 0.012374308676679492
Position 1469: 0.012081406465360378
Position 1532: 0.011396092785541554
Position 8160: 0.011133803783459406
Position 7298: 0.0109001071040149
Position 11090: 0.01073092202051066
Position 1317: 0.010206876730153013
Position 2235: 0.01013397355293555
Position 9634: 0.00998876683376544
Position 2432: 0.009474367356469319
Position 796: 0.009325825235242427
Position 6314: 0.009199570771910475
Position 20296: 0.007894728117396645
Position 19268: 0.0074027374124870145
Position 19043: 0.006850819134415452
Position 7631: 0.006730422604255497
Position 3979: 0.006516658513903958
Position 1613: 0.006467476493423696
Position 8641: 0.006260206322159116
Position 18112: 0.006152611478596671
Position 2275: 0.006139775870025334
Position 1549: 0.005772459067683654
Position 18668: 0.005616083767405103
Position 18146: 0.005467860791473961
Position 9567: 0.0054655612241489935
Position 4022: 0.005315687923910407
Position 18989: 0.004777178971890497
Position 5258: 0.004746068320280927
Position 9643: 0.004577122712365897
Position 2307: 0.004532072539838881
Position 1216: 0.004220910823344559
Position 20929: 0.003960663653992163
Position 4426: 0.0038348633996336144
Position 19862: 0.0036435641665090637
Position 4841: 0.0036159064240013695
Position 3373: 0.0035730074772043286
Position 18465: 0.0034031317664700482
Position 6278: 0.003360110282681355
Position 2762: 0.003217951504849641
Position 12610: 0.0030692894465760763
Position 8384: 0.0030344844148842576
Position 5918: 0.002793596057854198
Position 4794: 0.002706251839791003
Position 3449: 0.002649095821864443
Position 6197: 0.00262168111837749
Position 6933: 0.002454665252554598
Position 1180: 0.0024070097013914873
Position 18829: 0.002363920824468459
Position 2700: 0.0023489669597840514
Position 1563: 0.002328850592432012
Position 760: 0.0022573253240937064
Position 6298: 0.002110758169778152
Position 17214: 0.002101797421085959
Position 4770: 0.002096064249275368
Position 904: 0.002092190714413081
Position 8105: 0.0020830714995731586
Position 11468: 0.0018844056641320777
Position 2601: 0.0017116305721101225
Position 1682: 0.001661350242525083
Position 3504: 0.0014302907790946602
Position 1652: 0.0014090170902704658
Position 1513: 0.0013592046189805594
Position 3177: 0.0012109756932696875
Position 2111: 0.0011676796150814086
Position 5880: 0.0011612448502473568
Position 10861: 0.0011175898484204522
Position 1283: 0.0011134652070826756
Position 3340: 0.0010900065601384605
Position 615: 0.0010508030706533945
Position 5125: 0.0010265777257945298
Position 5863: 0.0009872860133633107
Position 17637: 0.0009835041963241306
Position 859: 0.0009725553558546181
Position 2035: 0.0008797839937556661
Position 4135: 0.0008773122251599826
Position 1009: 0.0008639393280031665
Position 320: 0.0008126603536976789
Position 2676: 0.0008077799962399236
Position 2134: 0.0007551201799580903
Position 5021: 0.0007489959434310524
Position 3384: 0.0007312283273591719
Position 1093: 0.0007054831695898135
Position 6003: 0.0006990650042484042
Position 4107: 0.0006566695102066413
Position 6667: 0.0006519530038533569
Position 2819: 0.0006473166319127158
Position 705: 0.0006165611902649667
Position 6026: 0.000594969131806069
Position 3907: 0.0005805148589090635
Position 2349: 0.0005706794975645049
Position 5769: 0.0005621159463843678
Position 3932: 0.0005565430840713364
Position 5088: 0.0005541649302574398
Position 15527: 0.000520476828256004
Position 3142: 0.0005135361423626217
Position 4053: 0.0005090945878813532
Position 323: 0.0005018480996396352
Position 849: 0.00045042154940490027
Position 5948: 0.0004168697392310401
Position 2080: 0.0004135896571899953
Position 2063: 0.00039437821259460384
Position 1242: 0.0003769426809045297
Position 1689: 0.0003673471189177226
Position 10339: 0.000367226517994079
Position 10163: 0.00034485484289058807
Position 9095: 0.0003340722140428203
Position 5306: 0.0003282366084907028
Position 5410: 0.00032738750497766076
Position 298: 0.0003259555984221981
Position 1072: 0.00031462319732115024
Position 7046: 0.0003119284446581847
Position 12027: 0.00030828665712895163
Position 7656: 0.0002946044278530477
Position 6450: 0.00027507817296315015
Position 10825: 0.00027162235268586793
Position 1574: 0.0002522958222383227
Position 2780: 0.00025159625060589767
Position 211: 0.00024997995859259956
Position 1568: 0.00023767812666078053
Position 3422: 0.00022490688159234378
Position 7731: 0.0002195864070717465
Position 2312: 0.00020698209105183345
Position 2725: 0.0002025100617067085
Position 8364: 0.00019280671175566475
Position 7567: 0.000192153022993838
Position 5275: 0.0001836354551214599
Position 6246: 0.00016252095209946018
Position 1670: 0.00016160560558548044
Position 4775: 0.00015387392642019572
Position 685: 0.0001466787620676078
Position 1645: 0.00014195193865598746
Position 291: 0.00013237794043630442
Position 8555: 0.00012783140495859242
Position 7763: 0.00012293657882162274
Position 1888: 0.00011725460524335531
Position 1947: 0.0001133787452573945
Position 5215: 0.00011202103074167368
Position 681: 0.00011150360935453403
Position 6280: 0.00010875421065710794
Position 2057: 0.00010290026967627828
Position 523: 0.00010259210934062273
Position 1341: 9.582688932945795e-05
Position 1260: 9.530117334156243e-05
Position 4799: 9.242092695923936e-05
Position 1236: 8.97030166670759e-05
Position 1300: 8.470289960796068e-05
Position 488: 7.223294773149579e-05
Position 870: 6.884863101677768e-05
Position 11542: 6.611072272690591e-05
