Gene = Spp1
index = 1016
Annotated 5SS: [  79 1325 1459 2618 3150 4429]
Annotated 3SS: [1256 1422 2536 3107 4146 5110]
SMsplice 5SS: [  79 1103 1325 1514 2618]
SMsplice 3SS: [ 923 1256 1422 2536 4146]
top_k =  1000
Partition function (log Z): 1.6358679318443445

Sorted 5' Splice Sites (High to Low Probability):
Position 1325: 0.9734762403650404
Position 2618: 0.6880147979680025
Position 1103: 0.5891482271435239
Position 79: 0.5503672483128844
Position 1514: 0.48648070738748905
Position 131: 0.4238503585455752
Position 1459: 0.38071028808269475
Position 3150: 0.29281886801621243
Position 4367: 0.2695668622118886
Position 1998: 0.19479993944698146
Position 4429: 0.1915096148308828
Position 2937: 0.11915748697822419
Position 1095: 0.09036120040834791
Position 842: 0.08911873322292897
Position 5157: 0.0585231332300614
Position 3246: 0.051903309306343806
Position 1038: 0.046593544632912945
Position 3238: 0.033146355856314376
Position 214: 0.021711670137749103
Position 4775: 0.01060451216271038
Position 4392: 0.010421394460328446
Position 1582: 0.009970807423040486
Position 2913: 0.008723847864196046
Position 1043: 0.007277790989158043
Position 938: 0.00560620942706694
Position 2693: 0.004728068945600713
Position 1786: 0.004248199905687919
Position 4414: 0.004157218947159477
Position 2842: 0.00413558663869892
Position 1058: 0.004074987035678236
Position 1174: 0.003847566360089151
Position 1537: 0.0034207306885151944
Position 3222: 0.0033917740450327694
Position 3042: 0.0031523382838436736
Position 983: 0.0029158578319749716
Position 4594: 0.0027385318812490323
Position 4307: 0.0026828703882617096
Position 4243: 0.002479516080819185
Position 4284: 0.0021872048208393317
Position 1572: 0.0021434548250862787
Position 233: 0.0021172627787189244
Position 2133: 0.002026499817489207
Position 2461: 0.0018391181800767459
Position 4544: 0.0017243281116664008
Position 1495: 0.001685951591838532
Position 2360: 0.0016585718778146608
Position 668: 0.0014098759023114605
Position 4406: 0.0011620134853425905
Position 1505: 0.0010706511325260344
Position 1185: 0.0008582447605745496
Position 941: 0.0008405167541975403
Position 1473: 0.000547559209544863
Position 209: 0.000527368729158579
Position 2750: 0.000526198166193303
Position 3412: 0.0005057235287688673
Position 3070: 0.00048479535744952787
Position 927: 0.00047663259171688876
Position 1009: 0.0004600026566412014
Position 1611: 0.0003925420344389451
Position 167: 0.0003511212071613411
Position 2248: 0.0003224230592864162
Position 2144: 0.000316167813455634
Position 2385: 0.0002979064440145375
Position 1150: 0.000290455439707616
Position 1593: 0.0002600758252931203
Position 1061: 0.00025024350810282336
Position 135: 0.00021026637750038576
Position 1329: 0.00020805194344530376
Position 3226: 0.00020601665633378834
Position 2059: 0.00020431153967182255
Position 1845: 0.00019894290570222792
Position 225: 0.00018471616629981403
Position 1864: 0.00017158177623208867
Position 1182: 0.00016199314423813723
Position 3340: 0.00015408754529856852
Position 5427: 9.600126807192192e-05
