Gene = Ppme1
index = 844
Annotated 5SS: [  585 17040 17599 24186 24503 27356 30462 31277 33938 37260 38380 40450
 43273]
Annotated 3SS: [16945 17505 24127 24450 27200 30370 31210 33813 37129 38334 40384 43204
 44424]
SMsplice 5SS: [  585 15892 19408 24186 27356 30462 33938 37260 38380 40450 43273]
SMsplice 3SS: [15712 19230 24127 27200 30370 33813 37129 38334 40384 43204 43697]
top_k =  1000
Partition function (log Z): 1.7431600751905245

Sorted 5' Splice Sites (High to Low Probability):
Position 19408: 0.9999999999999976
Position 24186: 0.9913578974451542
Position 27356: 0.9686650092519874
Position 37260: 0.9592010249875319
Position 30462: 0.9496075311138619
Position 43273: 0.920732980589336
Position 40450: 0.9120570110953148
Position 15892: 0.8563603400385816
Position 33938: 0.8345901306429502
Position 585: 0.8171045152943461
Position 38380: 0.715839412988164
Position 24503: 0.430283493749171
Position 42667: 0.2847746014867007
Position 34782: 0.2592276689766959
Position 2368: 0.23697410712249506
Position 40783: 0.21301498717926048
Position 33897: 0.15267322232123406
Position 974: 0.13689156218739604
Position 32271: 0.10703650449327436
Position 16984: 0.09823782514438019
Position 40571: 0.09643588055087553
Position 31277: 0.09576273283205386
Position 32106: 0.09530914152593079
Position 42731: 0.09300262068947285
Position 38545: 0.09287094673244206
Position 29717: 0.08017799646655134
Position 17599: 0.07963770030166621
Position 28223: 0.07792512200840862
Position 4571: 0.07315671782501942
Position 31307: 0.06592642844965543
Position 38062: 0.0625032723319902
Position 2668: 0.06097270478570402
Position 40872: 0.054234661975750026
Position 31804: 0.05349430345429578
Position 38999: 0.053204319330421704
Position 38723: 0.050126661647067104
Position 28579: 0.04756030878004798
Position 37647: 0.04724106928297166
Position 30607: 0.04199982894650813
Position 44146: 0.03698096723980226
Position 31862: 0.03680184887165884
Position 32540: 0.032321991620890236
Position 347: 0.024692299190309644
Position 27708: 0.024415453629469203
Position 36463: 0.018899217697683938
Position 36717: 0.01669348414838365
Position 34047: 0.016167072655693466
Position 35905: 0.01596856642739415
Position 34733: 0.015426262953331124
Position 38073: 0.014808245015828588
Position 31366: 0.014541709216057623
Position 43330: 0.013703446343671107
Position 34149: 0.010964809134895838
Position 27313: 0.010751916804384804
Position 34675: 0.010540489700586684
Position 35176: 0.010300577246403365
Position 15984: 0.009849251058951576
Position 42983: 0.008961984391236964
Position 730: 0.00875751063674707
Position 32592: 0.008720045376889949
Position 32771: 0.0085820978524676
Position 40788: 0.008534332020433254
Position 28093: 0.008064212637304098
Position 33384: 0.008028281925528145
Position 43063: 0.008010747640853483
Position 37736: 0.008001429351650345
Position 33632: 0.00773230274334826
Position 36267: 0.0073661014853727965
Position 44881: 0.00731763388023574
Position 32399: 0.007296156299625865
Position 30897: 0.007202560814773941
Position 40575: 0.007075749609905411
Position 36115: 0.006320162770140538
Position 40645: 0.006304467826651851
Position 31299: 0.006066805965194901
Position 30591: 0.006027360254117795
Position 43567: 0.005853977664134681
Position 747: 0.0053973050949512715
Position 38209: 0.0051267418356537985
Position 40493: 0.004972778279847289
Position 37702: 0.004493878725901298
Position 43398: 0.004432966629283989
Position 40509: 0.00435547939750778
Position 43891: 0.004039119500023582
Position 44982: 0.0038984660506024946
Position 37685: 0.003821802926378302
Position 198: 0.0038190926247932437
Position 34309: 0.003611674846532168
Position 34978: 0.003578704347951422
Position 432: 0.0034623086947892534
Position 10223: 0.00339755880837053
Position 33337: 0.003385350336913647
Position 37722: 0.0033072584380457845
Position 33671: 0.003262729313386097
Position 34983: 0.0032267042522876005
Position 34550: 0.0031776098916090133
Position 31465: 0.0029586111437575804
Position 37863: 0.002895920694362876
Position 37878: 0.0028466653075566468
Position 38464: 0.0028381378368721654
Position 43067: 0.0027989790773712293
Position 35172: 0.0027950132227507773
Position 4558: 0.002779464084752351
Position 1307: 0.0027660727400331446
Position 41923: 0.0027492569789791437
Position 37267: 0.0026025819016173707
Position 30790: 0.0025750893703788613
Position 39056: 0.0024919789093886782
Position 37541: 0.002455649462234041
Position 38966: 0.0024016931899431665
Position 35610: 0.0023533684524608663
Position 32561: 0.0022173560928303213
Position 43037: 0.002000778255133304
Position 34498: 0.0019186945176143213
Position 39978: 0.001770922669166372
Position 40466: 0.0016182120973049882
Position 37786: 0.0014853229217147972
Position 710: 0.0014629962640361066
Position 39496: 0.00135992708199307
Position 43243: 0.001329280309959041
Position 37183: 0.0012892398695442757
Position 32962: 0.0011792859081302834
Position 40207: 0.0010504053239365541
Position 39268: 0.0010431558362720814
Position 40161: 0.0010214625908929954
Position 3760: 0.0009956486264127756
Position 7652: 0.0009389984097529316
Position 2781: 0.0009202889217870811
Position 7698: 0.0008952754328724002
Position 42130: 0.0008862598370403512
Position 2995: 0.0008351053686860847
Position 589: 0.0008243379930522393
Position 37411: 0.0007547032132580603
Position 43572: 0.0006947854859482284
Position 31399: 0.0006090593452017886
Position 468: 0.0005864669966842163
Position 33948: 0.0005087293934763958
Position 420: 0.0004897555723595906
Position 31251: 0.00044945161330100294
Position 111: 0.0004392485408436254
Position 40609: 0.00042004358896657727
Position 895: 0.00035444601638708674
Position 37984: 0.0003498566100116783
Position 989: 0.0003019145820985137
Position 37724: 0.00028562719976794003
Position 978: 0.00025445036529374656
Position 38266: 0.0002543701755516281
Position 37765: 0.00023298768580721525
Position 37618: 0.00023235875186973197
Position 815: 0.00022264931937218877
Position 37423: 0.00021368992593881353
Position 43467: 0.00019918128458334307
Position 2000: 0.00017605578116328826
Position 1768: 0.00015158626104926846
Position 44099: 0.00014343580118043444
Position 31: 3.997200997095944e-05
Position 173: 3.4802459193040224e-05
Position 214: 3.390366191924808e-05
Position 300: 2.9402605365235666e-05
Position 33901: 2.4539897937740405e-05
Position 38537: 2.063752076750826e-05
Position 363: 1.8740154081071114e-05
Position 459: 1.6165966256278107e-05
