Gene = Ndufs2
index = 741
Annotated 5SS: [  129  1032  6176  7849  8413  8608  8836  9178  9983 10517 10766 11850]
Annotated 3SS: [  924  5984  7727  8224  8529  8749  9057  9852 10420 10681 11791 12034]
SMsplice 5SS: [  129  1032  5202  6176  7849  8413  8836  9178  9983 10517 10766]
SMsplice 3SS: [  924  5092  5984  7727  8224  8749  9057  9852 10420 10681 12034]
top_k =  1000
Partition function (log Z): 20.087934709748186

Sorted 5' Splice Sites (High to Low Probability):
Position 129: 0.9914105861843044
Position 9178: 0.990467423680969
Position 8413: 0.9830725836755339
Position 7849: 0.9827264650329477
Position 1032: 0.9178049289312451
Position 10766: 0.9017010127756181
Position 9983: 0.8599896400367004
Position 10517: 0.8566447724232927
Position 5202: 0.7043807227426516
Position 6176: 0.6219786474579566
Position 8836: 0.5550313441806388
Position 7631: 0.4708163141266934
Position 2753: 0.3322982039827974
Position 8608: 0.29599675334583464
Position 8684: 0.28264638864520475
Position 6184: 0.2806311631103505
Position 5911: 0.2513477542972266
Position 4629: 0.23927803033890918
Position 11850: 0.21010742945508903
Position 8890: 0.17634247991316135
Position 5890: 0.14600465795313194
Position 2765: 0.11094800797053371
Position 8854: 0.08497448792409648
Position 6098: 0.08403418249830756
Position 4599: 0.06623147718272011
Position 9938: 0.055783380629320214
Position 3833: 0.041909542649521965
Position 2691: 0.036643838243579634
Position 10171: 0.026596582178375194
Position 1858: 0.02372629740510342
Position 7467: 0.022978796495997586
Position 6647: 0.022891523917943548
Position 9606: 0.021588596413194668
Position 2769: 0.020600952846381648
Position 5127: 0.0201138844687989
Position 5459: 0.018967729981304766
Position 8659: 0.016701584475798406
Position 5303: 0.01626649085630178
Position 6570: 0.01588099297131575
Position 6687: 0.01576000267570368
Position 9773: 0.01404260793510403
Position 5488: 0.013361258494581859
Position 6593: 0.012943233481680796
Position 2364: 0.012383800994521414
Position 11726: 0.010926996882934425
Position 4076: 0.01014602404202243
Position 4133: 0.009803139984098506
Position 9527: 0.009760999115143961
Position 9653: 0.00835077799113588
Position 2063: 0.007421946284680139
Position 7518: 0.0068513947766011924
Position 8086: 0.0066952527632096834
Position 9953: 0.00664300683284026
Position 1252: 0.0058422281214648795
Position 5405: 0.0056349538958505785
Position 11614: 0.005607728486469275
Position 10030: 0.004930007587089371
Position 9701: 0.004805934346018816
Position 5789: 0.004243935020481262
Position 8417: 0.004051248703132001
Position 11359: 0.0038702337097769146
Position 8093: 0.003814466191439775
Position 5859: 0.0035341333343355532
Position 9853: 0.0033941241879571604
Position 6708: 0.0030562365924338354
Position 7095: 0.0028170152939013537
Position 4413: 0.0024872346476103187
Position 3611: 0.0024022167476570916
Position 6272: 0.002214510461560017
Position 5394: 0.0021282610135275625
Position 28: 0.0020923455584382434
Position 8599: 0.0020541874161182565
Position 3708: 0.0019031812726640087
Position 9131: 0.0018917239710373652
Position 722: 0.0018033646218169788
Position 7947: 0.0017963105604499963
Position 11374: 0.0017808548762287496
Position 12133: 0.0017799942260759974
Position 1895: 0.0017760336835467585
Position 5141: 0.001619701696789081
Position 116: 0.0016051172808188821
Position 6712: 0.001602133086551781
Position 4157: 0.0014931305329411663
Position 2706: 0.0014752342213624008
Position 10780: 0.0014089668431176156
Position 10734: 0.0010972972595418946
Position 6157: 0.0010527541051201658
Position 7186: 0.0010022597118250676
Position 96: 0.0009939516038285365
Position 5515: 0.0009319495778335794
Position 1954: 0.0009005328693006269
Position 11098: 0.0008790700385248492
Position 3524: 0.0008349410781453609
Position 2839: 0.0008132523515877193
Position 5641: 0.0007740191194359303
Position 706: 0.0007226888806556723
Position 9187: 0.0005588650424024686
Position 11689: 0.00053104709878295
Position 6498: 0.0005197775534245712
Position 6652: 0.0005197721172790811
Position 6286: 0.0005178661939769945
Position 592: 0.0005100832523741112
Position 690: 0.00046777686486073147
Position 82: 0.00045883209011631795
Position 8864: 0.00044097114047401276
Position 9955: 0.0004050593551272337
Position 611: 0.00039819003170578923
Position 11906: 0.00038024216575999116
Position 6108: 0.00037681935533035295
Position 6233: 0.0003764536687380058
Position 8042: 0.00037230287815880487
Position 280: 0.00037090341614995305
Position 237: 0.00036937173494871355
Position 6973: 0.0003436562131573093
Position 7195: 0.00033905928110086427
Position 10013: 0.0003064038496277821
Position 9699: 0.00030125330980422456
Position 9546: 0.00029887364001425254
Position 5222: 0.0002924154662808711
Position 5747: 0.0002730285298006484
Position 10115: 0.0002727887675999234
Position 2815: 0.00024496715160415253
Position 8664: 0.00023778568369574118
Position 143: 0.00021965848536075838
Position 615: 0.0002037526044619881
Position 9600: 0.0001834300647521544
Position 9153: 0.00017785124888450868
Position 3216: 0.00017763434542392644
Position 8670: 0.00017704748729778405
Position 1241: 0.00016890066845587503
Position 4170: 0.00016623729393541262
Position 10360: 0.0001642643322380083
Position 3458: 0.00015643443131922852
Position 518: 0.0001441130575367275
Position 397: 0.00013891038946715876
Position 4061: 0.00013171661450811864
Position 1058: 0.00013045612663755468
Position 5208: 0.00012908478983398455
Position 8922: 0.00012460356860724098
Position 5025: 0.00011853746535555576
Position 8046: 0.00011817169950328565
Position 11400: 0.00011458754918957189
Position 10602: 0.0001126942381556905
Position 6316: 0.00011247821347945813
Position 2679: 0.00011174332266329698
Position 679: 0.00010915704262726488
Position 175: 0.00010559797692448052
Position 272: 9.233080830377078e-05
Position 156: 9.154589919426883e-05
Position 11948: 9.061405010359861e-05
Position 9766: 9.053999333017177e-05
Position 8943: 8.942222077151386e-05
Position 6984: 8.699458883016846e-05
Position 7546: 8.426020037957503e-05
Position 2407: 8.226091946384271e-05
Position 9619: 7.938982590420437e-05
Position 10752: 7.938473816991014e-05
Position 5814: 7.923807109274781e-05
Position 8038: 7.872213550563075e-05
Position 70: 7.48124439872034e-05
Position 6453: 7.468367065951233e-05
Position 8866: 7.1914592528501e-05
Position 7382: 6.912200904408039e-05
Position 8899: 6.896318619497896e-05
Position 7426: 6.856752386120022e-05
Position 7175: 6.745594692044337e-05
Position 1802: 6.70853978706673e-05
Position 528: 6.308657395560263e-05
Position 2044: 5.760986966257446e-05
Position 7893: 5.408278224452528e-05
Position 10867: 5.3851904323344646e-05
Position 12148: 5.040684359640566e-05
Position 3670: 4.7381017849737184e-05
Position 449: 4.614205825038135e-05
Position 1036: 4.586883447624808e-05
Position 11894: 4.565682065233485e-05
Position 9731: 4.472722382891992e-05
Position 927: 4.29624930729139e-05
Position 8131: 3.8087609001621494e-05
Position 1264: 3.740936569774472e-05
Position 10456: 3.610960549870838e-05
Position 855: 3.420557986395189e-05
Position 7805: 3.299872590751714e-05
Position 773: 3.262530203361865e-05
Position 10549: 3.2158036030297546e-05
Position 8340: 2.9830878239692857e-05
Position 818: 2.8532923763669542e-05
Position 9512: 2.8169015842620375e-05
Position 10825: 2.6039624845338732e-05
Position 815: 2.4978306532075653e-05
Position 1444: 2.375750837171211e-05
Position 356: 2.3660085139021552e-05
Position 985: 2.2986727896186576e-05
Position 1797: 2.202468533626431e-05
Position 1655: 2.1762044988438382e-05
Position 1475: 2.100132685042086e-05
Position 8359: 2.072216916599203e-05
Position 8987: 2.009425230110867e-05
Position 8294: 1.801356923610067e-05
Position 1848: 1.5913311188614087e-05
Position 206: 1.4308644900373913e-05
Position 1961: 1.367832284135361e-05
Position 743: 1.3578709231536724e-05
Position 2418: 1.3519067996304566e-05
Position 8060: 1.2691821988079522e-05
Position 1051: 1.2468928361517408e-05
Position 1652: 1.181098530190712e-05
Position 1765: 1.1199699249939725e-05
Position 843: 1.0919648747754898e-05
Position 2199: 8.633932050004688e-06
Position 1498: 7.350680255041229e-06
Position 9676: 7.225438830036174e-06
Position 510: 6.327953748182447e-06
Position 65: 6.032418705655144e-06
Position 1512: 5.513267856364575e-06
Position 845: 4.958576985165772e-06
Position 8346: 4.915249474490911e-06
Position 1589: 4.835623093879863e-06
Position 609: 4.5125226600413115e-06
Position 2146: 3.944659740229718e-06
Position 898: 3.034998070418591e-06
Position 548: 1.494545877045517e-06
Position 3184: 1.292190724848901e-06
Position 1496: 2.8227806142053557e-07
Position 1087: 1.6382785043093443e-07
Position 1572: 1.0568935346410976e-07
Position 1091: 9.73000829797113e-08
Position 1080: 7.27271854363514e-08
Position 2896: 6.41817621831216e-08
Position 1061: 6.125285346712304e-08
Position 8798: 6.037150787377135e-08
Position 1120: 5.564818629580595e-08
Position 9813: 5.196460664349183e-08
Position 1477: 2.846264176998281e-08
Position 1239: 2.1221572331970224e-08
Position 2886: 1.6602343184569378e-08
Position 8385: 9.442513192753968e-09
Position 7838: 2.2644184570052183e-09
Position 7910: 1.9084307719298265e-09
Position 296: 7.580603807234167e-10
Position 16: 7.563120467184656e-10
Position 340: 6.127699986709241e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 7727: 0.972251913846267
Position 9057: 0.9372571410412578
Position 9852: 0.9208172338541009
Position 5984: 0.8685544610940438
Position 12034: 0.8180830304425305
Position 10420: 0.7856063939144694
Position 924: 0.785418713714002
Position 10681: 0.7755017696125474
Position 8749: 0.7615939587210422
Position 8224: 0.6138097818824007
Position 5092: 0.6030918817265891
Position 8529: 0.5753770999240319
Position 2594: 0.44994371024373003
Position 7538: 0.431387231995195
Position 4502: 0.2944507594135257
Position 11791: 0.22250967424553858
Position 8169: 0.21583478994689967
Position 5746: 0.1991764459173778
Position 5788: 0.19194340959582953
Position 5108: 0.1600605710047332
