Gene = GeneID_100187568GR-A9
index = 9
Annotated 5SS: [  248  5010 14219 15165 44945 50368 65823 67798 76800 79187 79793]
Annotated 3SS: [ 4749 14103 14963 44761 50245 65693 67725 76626 79073 79675 80227]
SMsplice 5SS: [  248  5010  8133 14219 15165 44945 50368 52675 54186 65823 67798 76800
 77181 79187]
SMsplice 3SS: [ 4749  8057 14103 14893 44761 50245 52525 54121 65693 67725 76626 77027
 79073 80227]
top_k =  100
Partition function (log Z): -40.233057718449245

Sorted 5' Splice Sites (High to Low Probability):
Position 5010: 0.9999999999999967
Position 15165: 0.9996400702686998
Position 14219: 0.9666993801946607
Position 248: 0.9236337829331113
Position 8133: 0.7404407800304248
Position 8138: 0.24905127985947606
Position 7297: 0.15148605248047783
Position 6973: 0.10661913390465028
Position 1358: 0.10605063407195997
Position 322: 0.0430504961202266
Position 5745: 0.03972633959581901
Position 1295: 0.03796045590066919
Position 16060: 0.026343320886352616
Position 626: 0.019482281353925792
Position 761: 0.018017536487070326
Position 1467: 0.017894630376137505
Position 192: 0.01731015899422084
Position 683: 0.011722107755425789
Position 17426: 0.011494375833791431
Position 16758: 0.01144804482162321
Position 17887: 0.009559486031346922
Position 1500: 0.00808449410076805
Position 3843: 0.007795364231769007
Position 1261: 0.0071720818478089995
Position 3747: 0.006297238501897565
Position 17904: 0.00618625617522822
Position 775: 0.0037105036417723783
Position 6173: 0.001702314303143861
Position 443: 0.0014477047070139237
Position 736: 0.0012930947403619521
Position 5768: 0.001283770358804994
Position 60: 0.001177220681842199
Position 749: 0.0009748160010432671
Position 650: 0.0007151623690221375
Position 1123: 0.0006099281893661005
Position 779: 0.0005126943286319812
Position 587: 0.0004889808148520939
Position 1431: 0.00045486413455761004
Position 16320: 0.00024838605637126846
Position 6702: 0.0001512594009857019
Position 6464: 0.00011638529991066361
Position 16963: 8.417188279006864e-05
Position 16310: 8.194028768598776e-05
Position 16316: 6.23698924195342e-05
Position 430: 2.1210363743043e-05
Position 13: 1.4121885314531557e-05
Position 255: 7.584400251356246e-06
Position 51: 5.89649553853652e-06
Position 336: 4.788108458137779e-06
Position 87: 4.4550100306617156e-06
Position 145: 2.4430591292712134e-06
Position 316: 2.2216293698232726e-06
Position 401: 2.103535403558507e-06
Position 484: 1.4469042944505129e-06
Position 252: 6.753443266092746e-07
Position 196: 2.7600240939515616e-07
Position 130: 2.3046113555639667e-07
Position 117: 5.948881161038393e-09
Position 326: 5.6017677250920465e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4749: 0.9999999999999903
Position 8057: 0.9894920598899045
Position 14893: 0.940948429337347
Position 25877: 0.8961584011968289
Position 14103: 0.8394899909458892
Position 7199: 0.15148605248047883
Position 1061: 0.1488565866091765
Position 14009: 0.1272093892487744
Position 6892: 0.10661913390465029
Position 14963: 0.058721358433565775
Position 16619: 0.04044882566093014
Position 508: 0.039736762018233826
Position 19234: 0.03522914710872274
Position 17757: 0.03359847857326968
Position 15963: 0.027873045357185256
Position 5610: 0.022011646601691852
Position 17086: 0.01608983731704246
Position 621: 0.01509076133757289
Position 3692: 0.014092602733666467
Position 5423: 0.011998480668144752
Position 1337: 0.008857906718060062
Position 1235: 0.005436527496582517
Position 15507: 0.005071577536983341
Position 16962: 0.004232697797739692
Position 5677: 0.004231794951876153
Position 17172: 0.0036288051887514196
Position 1148: 0.0026809925037500435
Position 5339: 0.0022902706819049037
Position 17220: 0.00140338662592967
Position 16661: 0.0009146981195643357
Position 995: 0.0008379067023054268
Position 5744: 0.0007267385630744926
Position 6060: 0.0007089012131286193
Position 6063: 0.00039273986110745414
Position 16212: 0.0003348492160556177
Position 170: 0.0003336509141739433
Position 14722: 0.0003302122290789466
Position 6278: 0.00022972724080399915
Position 15949: 0.00016467243731344003
Position 5634: 0.00015157555461571263
Position 5625: 8.982062132988307e-05
Position 5471: 6.924415383109069e-05
Position 5921: 4.12113870629601e-05
Position 6611: 3.79174600923665e-05
